Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.08.2022 02:30;01.08.2022 02:45;950,50;314,50;870,50;1.802,25;0,75;28,75;991,50;2.998,75;1.824,25;627,00;29,25;248,50
01.08.2022 02:45;01.08.2022 03:00;953,25;305,50;843,50;1.821,25;0,50;28,75;991,50;3.000,00;1.818,75;629,75;4,50;248,50
01.08.2022 03:00;01.08.2022 03:15;953,00;309,25;816,50;1.855,00;0,75;28,50;992,25;2.991,00;1.784,00;597,75;34,00;248,50
01.08.2022 03:15;01.08.2022 03:30;953,25;308,50;785,50;1.833,00;0,50;28,50;992,25;2.984,25;1.766,00;597,75;18,00;248,75
01.08.2022 03:30;01.08.2022 03:45;949,75;312,75;783,50;1.790,25;0,50;28,75;992,25;2.987,00;1.764,00;609,00;23,25;248,75
01.08.2022 03:45;01.08.2022 04:00;950,50;307,75;803,00;1.788,75;0,50;28,75;992,25;2.987,75;1.777,00;628,50;4,50;248,50
01.08.2022 04:00;01.08.2022 04:15;953,50;307,25;795,50;1.776,25;0,75;28,75;992,50;2.999,25;1.827,25;670,75;5,25;246,00
01.08.2022 04:15;01.08.2022 04:30;955,00;307,50;785,00;1.740,75;0,75;28,75;992,25;3.016,00;1.852,25;676,50;5,25;246,00
01.08.2022 04:30;01.08.2022 04:45;955,25;307,00;772,25;1.754,25;1,00;29,00;992,25;3.013,00;1.855,00;685,50;3,75;246,00
01.08.2022 04:45;01.08.2022 05:00;959,25;314,00;750,75;1.744,25;1,00;28,75;991,75;3.049,50;1.859,75;692,50;27,50;246,00
01.08.2022 05:00;01.08.2022 05:15;967,25;304,75;718,50;1.740,00;0,75;29,00;991,50;3.167,00;1.869,75;837,50;12,00;243,25
01.08.2022 05:15;01.08.2022 05:30;972,75;304,75;705,75;1.740,75;1,75;28,75;992,25;3.181,00;1.864,25;893,00;25,00;243,25
01.08.2022 05:30;01.08.2022 05:45;975,25;321,75;706,25;1.721,50;5,00;29,00;992,50;3.198,50;1.878,00;907,50;48,25;243,25
01.08.2022 05:45;01.08.2022 06:00;981,50;327,25;687,75;1.766,75;18,75;29,00;992,50;3.189,75;1.887,25;945,25;46,00;243,25
01.08.2022 06:00;01.08.2022 06:15;1.019,25;309,75;655,50;1.782,25;50,50;29,00;992,25;3.142,75;1.911,00;998,00;55,00;244,00
01.08.2022 06:15;01.08.2022 06:30;1.036,25;324,75;634,50;1.773,75;118,50;28,75;992,75;3.136,50;1.904,00;1.002,50;72,75;244,00
01.08.2022 06:30;01.08.2022 06:45;1.044,25;334,50;628,50;1.734,75;223,00;28,75;994,25;3.138,25;1.900,50;1.005,50;108,50;244,25
01.08.2022 06:45;01.08.2022 07:00;1.053,75;343,50;613,25;1.684,25;366,75;28,75;994,25;3.164,75;1.893,25;1.013,25;207,75;244,25
01.08.2022 07:00;01.08.2022 07:15;1.076,25;321,25;572,25;1.629,00;555,00;28,75;994,00;3.190,25;1.875,25;1.026,50;212,75;244,00
01.08.2022 07:15;01.08.2022 07:30;1.085,75;329,00;549,75;1.576,50;768,00;28,50;994,50;3.198,50;1.871,25;1.087,50;339,25;244,00
01.08.2022 07:30;01.08.2022 07:45;1.089,50;348,00;524,75;1.533,75;1.015,50;28,50;995,00;3.199,00;1.870,75;1.123,00;375,00;244,00
01.08.2022 07:45;01.08.2022 08:00;1.096,25;364,00;494,00;1.481,50;1.308,75;28,50;995,25;3.194,50;1.876,50;1.115,50;380,25;244,00
01.08.2022 08:00;01.08.2022 08:15;1.100,25;362,00;455,50;1.458,50;1.638,00;28,25;994,00;3.184,50;1.875,50;1.152,00;1.065,25;245,00
01.08.2022 08:15;01.08.2022 08:30;1.100,75;375,00;439,00;1.480,50;2.021,50;28,00;994,75;3.192,25;1.876,50;1.155,00;998,50;245,00
01.08.2022 08:30;01.08.2022 08:45;1.098,25;360,00;435,75;1.487,50;2.402,00;28,00;994,50;3.192,00;1.877,00;1.159,25;840,75;245,00
01.08.2022 08:45;01.08.2022 09:00;1.096,75;330,00;422,75;1.509,25;2.768,25;27,75;994,50;3.174,50;1.879,25;1.162,00;619,50;245,00
01.08.2022 09:00;01.08.2022 09:15;1.077,00;367,25;406,00;1.494,50;3.101,75;28,00;993,50;3.167,25;1.882,00;1.160,00;823,00;245,25
01.08.2022 09:15;01.08.2022 09:30;1.068,00;364,75;391,75;1.497,75;3.492,75;28,00;993,00;3.157,75;1.876,75;1.161,00;626,25;245,25
01.08.2022 09:30;01.08.2022 09:45;1.060,00;346,50;371,75;1.490,25;3.851,50;27,75;993,50;3.157,00;1.878,00;1.133,75;473,75;245,25
01.08.2022 09:45;01.08.2022 10:00;1.056,75;355,75;340,00;1.484,25;4.176,25;27,75;993,75;3.144,25;1.877,50;1.103,25;279,00;245,25
01.08.2022 10:00;01.08.2022 10:15;1.027,25;395,00;316,50;1.469,00;4.447,50;27,75;994,00;3.012,50;1.875,75;1.116,75;484,50;245,25
01.08.2022 10:15;01.08.2022 10:30;1.019,00;368,00;316,00;1.474,75;4.703,25;27,75;992,50;2.993,25;1.883,75;1.127,25;273,50;245,75
01.08.2022 10:30;01.08.2022 10:45;1.014,75;348,00;310,25;1.480,50;4.904,75;27,75;991,75;2.989,50;1.875,75;1.117,75;137,00;245,25
01.08.2022 10:45;01.08.2022 11:00;1.017,25;361,50;300,25;1.483,75;5.072,50;27,50;992,00;2.976,75;1.875,00;1.118,50;191,00;245,25
01.08.2022 11:00;01.08.2022 11:15;1.005,00;384,50;300,75;1.525,50;5.233,00;27,50;992,25;2.971,25;1.872,75;1.129,50;211,25;245,25
01.08.2022 11:15;01.08.2022 11:30;1.003,50;375,75;284,75;1.542,00;5.366,25;27,00;992,00;2.970,00;1.851,50;1.122,50;203,25;245,25
01.08.2022 11:30;01.08.2022 11:45;999,75;374,00;259,75;1.575,25;5.557,25;26,75;992,00;2.966,75;1.837,00;1.129,50;186,00;245,25
01.08.2022 11:45;01.08.2022 12:00;998,25;353,75;241,50;1.553,75;5.685,00;26,50;991,75;2.966,75;1.835,00;1.136,25;168,50;245,25
01.08.2022 12:00;01.08.2022 12:15;975,50;380,25;218,50;1.602,75;5.823,00;27,00;992,25;2.961,75;1.796,75;1.130,25;215,50;244,50
01.08.2022 12:15;01.08.2022 12:30;972,00;358,25;217,00;1.620,50;5.923,75;27,00;992,25;2.958,50;1.805,00;1.082,75;113,50;244,50
01.08.2022 12:30;01.08.2022 12:45;967,75;355,50;217,00;1.662,50;5.986,75;26,75;992,00;2.957,25;1.811,75;1.027,25;30,00;244,50
01.08.2022 12:45;01.08.2022 13:00;967,50;358,25;208,75;1.681,75;6.065,00;26,75;991,50;2.952,75;1.819,75;961,25;40,50;244,50
01.08.2022 13:00;01.08.2022 13:15;962,00;377,00;203,25;1.663,50;6.128,00;27,00;991,50;2.944,25;1.806,50;941,00;89,00;244,50
01.08.2022 13:15;01.08.2022 13:30;961,25;358,75;199,50;1.684,75;6.135,50;27,25;989,25;2.935,75;1.814,25;917,25;70,75;244,50
01.08.2022 13:30;01.08.2022 13:45;962,25;350,25;183,25;1.733,25;6.052,75;27,25;989,75;2.935,00;1.828,00;901,00;41,50;244,75
01.08.2022 13:45;01.08.2022 14:00;962,50;345,50;161,25;1.776,25;6.045,25;27,00;988,50;2.933,50;1.834,75;908,00;25,50;244,75
01.08.2022 14:00;01.08.2022 14:15;961,25;332,75;157,25;1.754,50;6.016,50;27,50;989,50;2.924,00;1.838,25;901,50;13,25;244,50
01.08.2022 14:15;01.08.2022 14:30;960,00;332,25;154,00;1.790,00;5.971,50;28,00;989,50;2.915,50;1.844,50;914,00;21,50;244,75
01.08.2022 14:30;01.08.2022 14:45;963,25;327,25;134,00;1.843,75;5.909,50;27,75;989,00;2.920,25;1.848,25;909,75;21,25;244,75
01.08.2022 14:45;01.08.2022 15:00;962,25;328,75;122,00;1.845,50;5.829,25;27,25;987,25;2.916,00;1.860,50;904,00;35,50;245,00
01.08.2022 15:00;01.08.2022 15:15;964,00;339,50;112,25;1.839,50;5.742,75;27,25;986,00;2.916,25;1.889,25;891,50;33,50;245,00
01.08.2022 15:15;01.08.2022 15:30;966,50;346,50;109,00;1.788,00;5.626,25;27,25;987,50;2.925,25;1.898,25;894,25;30,25;245,00
01.08.2022 15:30;01.08.2022 15:45;971,75;354,25;116,50;1.783,50;5.494,75;27,25;989,00;2.916,00;1.910,50;876,00;47,25;245,00
01.08.2022 15:45;01.08.2022 16:00;973,50;352,25;145,75;1.718,25;5.361,00;27,00;989,25;2.920,75;1.921,75;903,25;67,50;245,00
01.08.2022 16:00;01.08.2022 16:15;989,75;339,50;153,75;1.660,00;5.188,00;27,25;986,50;2.941,00;1.952,50;962,50;25,25;245,00
01.08.2022 16:15;01.08.2022 16:30;995,50;414,50;137,75;1.645,00;4.946,00;27,50;987,25;2.988,00;1.960,75;1.007,00;45,00;245,00
01.08.2022 16:30;01.08.2022 16:45;1.003,50;440,00;129,25;1.601,00;4.695,25;27,50;987,75;3.036,75;1.974,25;1.068,00;85,75;245,00
01.08.2022 16:45;01.08.2022 17:00;1.009,25;414,50;116,25;1.591,25;4.316,50;27,75;987,00;3.088,75;1.976,75;1.212,25;320,75;245,00
01.08.2022 17:00;01.08.2022 17:15;1.031,00;387,50;103,50;1.515,25;3.973,25;27,75;986,75;3.176,75;1.974,25;1.275,00;23,00;245,00
01.08.2022 17:15;01.08.2022 17:30;1.042,50;394,25;95,50;1.500,25;3.643,00;28,00;987,50;3.203,50;1.980,50;1.209,25;43,25;245,00
01.08.2022 17:30;01.08.2022 17:45;1.046,50;386,50;96,75;1.446,50;3.309,50;28,25;988,00;3.209,00;2.024,25;1.206,25;315,50;245,00
01.08.2022 17:45;01.08.2022 18:00;1.060,25;407,50;102,00;1.376,50;2.941,50;28,25;987,75;3.223,00;2.050,25;1.212,75;551,00;245,00
01.08.2022 18:00;01.08.2022 18:15;1.085,00;365,75;112,00;1.316,75;2.627,00;28,25;985,50;3.218,75;2.047,75;1.255,75;279,25;245,00
01.08.2022 18:15;01.08.2022 18:30;1.096,50;377,25;113,50;1.254,75;2.247,00;28,50;987,00;3.254,50;2.047,75;1.259,75;465,50;245,00
01.08.2022 18:30;01.08.2022 18:45;1.097,50;396,50;107,75;1.198,50;1.918,50;28,00;988,50;3.297,50;2.048,25;1.267,75;735,50;245,00
01.08.2022 18:45;01.08.2022 19:00;1.102,25;485,00;101,50;1.179,50;1.592,00;28,00;989,00;3.331,75;2.048,00;1.262,00;833,25;245,00
01.08.2022 19:00;01.08.2022 19:15;1.105,25;350,75;92,75;1.155,00;1.278,25;28,00;986,75;3.320,50;2.063,75;1.272,50;826,00;245,00
01.08.2022 19:15;01.08.2022 19:30;1.113,50;375,50;82,50;1.121,50;989,50;28,00;989,25;3.328,50;2.070,75;1.283,25;931,00;245,00
01.08.2022 19:30;01.08.2022 19:45;1.113,25;378,00;76,75;1.030,25;744,50;28,50;989,75;3.330,75;2.075,25;1.282,50;1.197,75;245,00
01.08.2022 19:45;01.08.2022 20:00;1.118,75;426,50;70,50;947,50;537,50;28,50;989,75;3.342,25;2.072,75;1.286,00;1.286,25;245,00
01.08.2022 20:00;01.08.2022 20:15;1.114,00;434,00;65,75;861,25;372,25;28,50;992,00;3.326,50;2.072,50;1.295,50;1.491,00;246,00
01.08.2022 20:15;01.08.2022 20:30;1.113,25;426,75;62,50;763,25;233,50;28,25;992,75;3.319,75;2.104,25;1.289,25;1.477,50;246,00
01.08.2022 20:30;01.08.2022 20:45;1.112,00;420,50;56,50;733,25;124,25;28,00;992,75;3.318,00;2.118,75;1.284,50;1.491,25;246,00
01.08.2022 20:45;01.08.2022 21:00;1.115,00;439,25;47,75;762,50;47,00;28,00;993,25;3.319,75;2.116,50;1.270,00;1.425,50;246,00
01.08.2022 21:00;01.08.2022 21:15;1.110,25;433,75;45,00;773,50;9,00;28,00;993,00;3.331,50;2.151,50;1.277,50;1.467,25;246,25
01.08.2022 21:15;01.08.2022 21:30;1.107,75;421,75;39,75;710,00;1,00;28,25;993,25;3.334,25;2.177,25;1.264,50;1.368,50;246,25
01.08.2022 21:30;01.08.2022 21:45;1.105,00;366,00;35,50;683,25;0,75;28,25;992,75;3.322,50;2.227,50;1.268,25;1.289,75;246,25
01.08.2022 21:45;01.08.2022 22:00;1.101,75;391,00;32,25;689,75;0,50;28,50;991,50;3.319,25;2.231,00;1.266,50;1.061,75;246,25
01.08.2022 22:00;01.08.2022 22:15;1.085,25;450,50;30,00;690,25;0,50;28,50;993,50;3.311,00;2.227,50;1.270,50;1.120,00;246,25
01.08.2022 22:15;01.08.2022 22:30;1.078,75;408,00;33,75;708,75;0,50;28,50;993,75;3.311,50;2.230,75;1.266,00;958,00;246,25
01.08.2022 22:30;01.08.2022 22:45;1.072,25;365,75;33,25;735,25;0,75;28,50;994,50;3.316,50;2.229,50;1.265,25;709,50;246,25
01.08.2022 22:45;01.08.2022 23:00;1.066,25;397,25;32,50;733,00;0,75;28,50;993,25;3.327,00;2.231,50;1.267,25;434,75;246,25
01.08.2022 23:00;01.08.2022 23:15;1.043,75;444,00;38,50;741,50;0,75;28,75;995,75;3.344,75;2.235,25;1.167,50;215,50;246,50
01.08.2022 23:15;01.08.2022 23:30;1.036,25;427,00;39,75;717,75;0,75;28,75;995,50;3.329,75;2.235,00;1.124,50;89,75;246,50
01.08.2022 23:30;01.08.2022 23:45;1.032,00;375,00;47,25;685,75;0,75;28,75;995,75;3.332,50;2.238,50;1.088,50;68,00;246,50
01.08.2022 23:45;02.08.2022 00:00;1.030,00;380,25;59,25;660,25;0,75;28,75;994,25;3.356,75;2.237,75;1.039,50;76,00;246,50
02.08.2022 00:00;02.08.2022 00:15;1.001,50;424,50;60,25;619,75;0,75;28,75;995,50;3.412,75;2.238,75;937,50;63,25;242,75
02.08.2022 00:15;02.08.2022 00:30;996,75;385,00;65,25;592,50;0,75;28,75;995,50;3.430,25;2.253,25;820,75;32,00;242,75
02.08.2022 00:30;02.08.2022 00:45;995,25;374,75;72,50;567,00;0,75;29,00;995,50;3.436,50;2.249,25;746,75;18,00;242,75
02.08.2022 00:45;02.08.2022 01:00;995,50;376,50;68,50;550,00;0,75;28,75;995,75;3.436,50;2.254,75;679,50;16,00;242,75
02.08.2022 01:00;02.08.2022 01:15;986,25;340,50;69,50;510,75;0,75;29,00;995,50;3.445,25;2.247,00;689,25;18,00;244,75
02.08.2022 01:15;02.08.2022 01:30;985,75;338,50;80,25;466,75;0,75;29,00;994,25;3.443,50;2.239,75;687,00;15,75;244,75
02.08.2022 01:30;02.08.2022 01:45;987,75;366,75;105,00;425,25;0,75;29,00;994,50;3.439,50;2.223,75;652,50;17,75;245,25
02.08.2022 01:45;02.08.2022 02:00;984,25;357,50;128,25;408,75;0,50;29,00;993,00;3.444,50;2.221,50;613,75;14,25;245,25
02.08.2022 02:00;02.08.2022 02:15;971,25;339,75;137,75;369,50;0,75;29,25;995,25;3.455,75;2.220,00;621,75;80,00;245,25
02.08.2022 02:15;02.08.2022 02:30;969,00;338,25;152,75;341,50;0,75;29,25;994,50;3.440,75;2.217,25;612,00;14,00;245,25
02.08.2022 02:30;02.08.2022 02:45;970,00;337,25;167,00;301,25;0,75;29,00;994,75;3.442,25;2.218,00;613,75;13,25;245,25
02.08.2022 02:45;02.08.2022 03:00;972,00;337,00;181,75;279,00;0,75;29,00;994,00;3.445,75;2.217,25;608,00;13,00;245,25
02.08.2022 03:00;02.08.2022 03:15;969,50;340,75;197,25;283,25;1,00;29,25;997,25;3.460,00;2.216,75;611,50;19,75;245,25
02.08.2022 03:15;02.08.2022 03:30;969,50;336,75;212,75;278,75;1,00;29,25;994,50;3.453,50;2.219,50;598,50;13,50;245,25
02.08.2022 03:30;02.08.2022 03:45;970,00;338,25;240,50;292,50;0,75;29,25;995,00;3.460,75;2.217,50;603,50;13,00;245,25
02.08.2022 03:45;02.08.2022 04:00;965,50;338,50;269,25;297,25;0,75;29,50;994,25;3.448,75;2.214,50;602,75;13,75;245,25
02.08.2022 04:00;02.08.2022 04:15;966,00;339,75;310,25;290,75;0,75;29,50;996,75;3.448,50;2.218,25;592,00;12,00;242,75
02.08.2022 04:15;02.08.2022 04:30;967,25;341,00;337,75;287,25;0,75;29,50;995,50;3.447,00;2.215,50;603,75;12,75;242,75
02.08.2022 04:30;02.08.2022 04:45;967,75;340,50;383,75;295,25;0,75;29,50;995,75;3.452,50;2.218,00;601,75;12,75;242,75
02.08.2022 04:45;02.08.2022 05:00;968,50;341,50;413,50;302,75;0,75;29,50;995,50;3.453,75;2.217,00;615,50;13,00;242,75
02.08.2022 05:00;02.08.2022 05:15;977,75;341,75;434,50;333,25;0,75;29,25;995,00;3.448,50;2.217,50;624,50;25,25;238,00
02.08.2022 05:15;02.08.2022 05:30;980,50;340,50;469,00;346,50;2,25;29,25;995,25;3.447,25;2.216,25;614,75;30,25;239,25
02.08.2022 05:30;02.08.2022 05:45;984,75;347,00;520,00;350,25;7,25;29,25;995,75;3.452,75;2.217,25;626,25;40,50;239,25
02.08.2022 05:45;02.08.2022 06:00;994,75;343,00;573,50;384,00;30,75;29,50;995,25;3.445,00;2.218,00;617,50;132,00;239,00
02.08.2022 06:00;02.08.2022 06:15;1.033,00;345,75;605,00;422,25;84,50;29,50;995,50;3.447,25;2.214,75;664,25;20,25;237,25
02.08.2022 06:15;02.08.2022 06:30;1.047,50;346,75;651,25;431,75;190,50;29,25;995,50;3.447,50;2.226,75;662,50;46,75;237,25
02.08.2022 06:30;02.08.2022 06:45;1.053,25;361,25;675,00;436,50;344,50;29,25;996,25;3.447,00;2.227,50;662,50;144,00;237,25
02.08.2022 06:45;02.08.2022 07:00;1.059,00;361,25;701,50;468,50;561,25;29,25;997,25;3.453,50;2.217,75;662,75;210,50;237,25
02.08.2022 07:00;02.08.2022 07:15;1.076,50;362,00;751,50;501,25;841,75;29,25;996,50;3.432,25;2.218,75;675,50;563,50;237,25
02.08.2022 07:15;02.08.2022 07:30;1.085,00;368,75;789,75;525,25;1.173,75;29,00;997,25;3.449,50;2.227,75;671,75;489,50;237,25
02.08.2022 07:30;02.08.2022 07:45;1.087,25;354,50;827,25;535,00;1.533,00;29,00;997,25;3.445,25;2.226,00;675,50;376,50;237,50
02.08.2022 07:45;02.08.2022 08:00;1.088,25;355,25;850,25;520,00;1.952,75;28,75;997,50;3.440,00;2.228,75;676,00;238,75;237,50
02.08.2022 08:00;02.08.2022 08:15;1.084,50;366,25;874,25;473,00;2.448,25;28,50;996,75;3.441,00;2.203,00;656,50;488,75;221,75
02.08.2022 08:15;02.08.2022 08:30;1.083,00;370,00;873,00;415,00;2.963,50;28,50;996,50;3.445,50;2.197,75;642,25;236,00;221,75
02.08.2022 08:30;02.08.2022 08:45;1.079,75;363,50;905,50;357,00;3.477,75;28,50;996,25;3.440,00;2.203,25;630,50;63,25;221,75
02.08.2022 08:45;02.08.2022 09:00;1.078,25;363,75;916,50;315,25;3.989,50;28,25;996,25;3.398,00;2.168,00;597,75;23,50;221,75
02.08.2022 09:00;02.08.2022 09:15;1.051,50;371,25;945,50;303,25;4.600,25;28,25;996,25;3.381,75;2.135,25;606,50;173,00;228,75
02.08.2022 09:15;02.08.2022 09:30;1.042,25;366,25;978,25;327,00;5.177,50;28,25;995,25;3.358,75;2.135,50;617,50;63,50;228,00
02.08.2022 09:30;02.08.2022 09:45;1.035,75;369,75;1.002,50;347,25;5.633,00;28,25;994,75;3.355,25;2.090,00;577,75;47,25;223,00
02.08.2022 09:45;02.08.2022 10:00;1.032,75;371,00;1.026,50;373,75;6.081,00;28,50;994,25;3.316,25;1.972,50;547,25;47,00;223,00
02.08.2022 10:00;02.08.2022 10:15;1.005,75;374,75;1.047,00;406,25;6.524,25;28,50;993,75;3.336,50;1.847,50;541,50;93,00;219,25
02.08.2022 10:15;02.08.2022 10:30;1.001,25;373,50;1.060,75;432,00;6.974,25;28,75;992,75;3.340,00;1.723,75;487,25;65,00;221,00
02.08.2022 10:30;02.08.2022 10:45;995,50;377,00;1.066,50;476,25;7.325,75;28,75;992,75;3.317,50;1.579,50;491,00;132,75;221,00
02.08.2022 10:45;02.08.2022 11:00;998,50;385,50;1.070,00;541,00;7.590,75;28,00;992,75;3.272,75;1.451,75;486,25;44,50;221,00
02.08.2022 11:00;02.08.2022 11:15;986,50;387,50;1.091,50;606,00;7.849,00;28,00;992,50;3.166,75;1.306,50;487,00;143,75;223,00
02.08.2022 11:15;02.08.2022 11:30;984,75;376,75;1.112,50;669,00;8.068,50;28,25;992,25;3.135,50;1.289,00;481,00;87,50;223,00
02.08.2022 11:30;02.08.2022 11:45;983,00;385,25;1.111,50;727,25;8.249,25;28,25;992,50;3.121,75;1.278,25;479,75;37,75;223,00
02.08.2022 11:45;02.08.2022 12:00;985,25;378,75;1.134,25;775,00;8.332,00;28,25;991,25;3.127,00;1.296,50;479,25;34,25;223,00
02.08.2022 12:00;02.08.2022 12:15;969,50;386,75;1.083,50;837,25;8.417,50;28,25;990,50;3.108,75;1.294,50;475,75;83,50;223,25
02.08.2022 12:15;02.08.2022 12:30;968,25;377,50;1.089,75;906,75;8.467,25;28,00;990,50;3.106,75;1.318,00;485,25;29,25;223,25
02.08.2022 12:30;02.08.2022 12:45;966,75;379,00;1.097,00;950,00;8.571,75;28,00;988,25;3.099,50;1.326,25;485,00;9,25;223,25
02.08.2022 12:45;02.08.2022 13:00;963,50;377,75;1.100,00;999,25;8.597,75;28,25;986,50;3.062,25;1.320,50;491,50;7,50;223,50
02.08.2022 13:00;02.08.2022 13:15;962,00;379,00;1.215,00;1.061,75;8.566,25;28,25;987,25;3.110,25;1.308,50;492,25;17,00;223,25
02.08.2022 13:15;02.08.2022 13:30;962,25;392,75;1.171,50;1.124,00;8.524,75;28,25;987,00;3.068,75;1.310,25;422,50;6,75;223,25
02.08.2022 13:30;02.08.2022 13:45;961,00;404,75;1.108,50;1.205,25;8.543,00;28,50;986,00;3.043,75;1.317,00;478,75;8,25;223,25
02.08.2022 13:45;02.08.2022 14:00;958,50;399,75;1.113,25;1.280,00;8.472,00;28,00;985,00;3.047,00;1.323,25;476,75;7,00;223,25
02.08.2022 14:00;02.08.2022 14:15;957,75;380,75;1.134,25;1.327,50;8.353,50;27,75;984,25;2.972,50;1.318,50;487,75;17,00;223,25
02.08.2022 14:15;02.08.2022 14:30;958,50;381,75;1.105,50;1.343,75;8.255,50;27,75;984,50;2.947,25;1.311,25;494,50;44,50;223,25
02.08.2022 14:30;02.08.2022 14:45;957,00;377,00;1.083,75;1.369,00;8.117,00;27,25;985,25;2.960,50;1.300,25;493,75;16,00;223,25
02.08.2022 14:45;02.08.2022 15:00;958,50;372,50;1.101,25;1.373,75;7.981,50;27,25;984,75;2.996,75;1.299,75;495,50;29,25;223,50
02.08.2022 15:00;02.08.2022 15:15;960,50;373,25;1.073,25;1.371,00;7.779,25;26,75;984,50;3.023,25;1.308,75;494,75;5,50;223,50
02.08.2022 15:15;02.08.2022 15:30;962,50;370,75;1.065,50;1.359,50;7.516,50;26,50;984,75;3.060,75;1.287,25;490,00;46,75;223,50
02.08.2022 15:30;02.08.2022 15:45;964,50;372,00;1.096,00;1.318,50;7.279,25;26,50;984,75;3.116,00;1.319,25;491,75;26,00;223,50
02.08.2022 15:45;02.08.2022 16:00;965,00;368,50;1.052,50;1.320,25;6.968,50;26,50;984,25;3.163,50;1.392,50;498,00;74,75;223,75
02.08.2022 16:00;02.08.2022 16:15;975,00;371,25;1.029,75;1.286,75;6.570,25;26,25;984,75;3.248,25;1.440,25;524,25;10,75;225,75
02.08.2022 16:15;02.08.2022 16:30;977,00;370,25;1.032,00;1.267,75;6.218,75;26,00;985,00;3.294,25;1.502,25;540,25;14,75;225,75
02.08.2022 16:30;02.08.2022 16:45;981,00;366,25;1.034,75;1.219,50;5.821,00;26,25;985,50;3.333,25;1.612,00;544,00;26,25;225,25
02.08.2022 16:45;02.08.2022 17:00;986,75;364,00;1.029,75;1.135,00;5.380,50;26,25;985,25;3.333,25;1.736,00;544,50;17,00;225,75
02.08.2022 17:00;02.08.2022 17:15;1.016,00;363,50;992,50;1.055,50;4.927,00;26,25;985,00;3.303,50;1.798,50;573,25;1,25;225,75
02.08.2022 17:15;02.08.2022 17:30;1.030,75;367,50;1.003,25;1.023,50;4.456,75;26,25;986,25;3.355,75;1.891,75;582,50;56,50;225,75
02.08.2022 17:30;02.08.2022 17:45;1.038,50;384,25;976,00;988,75;3.971,25;25,75;986,25;3.361,25;1.947,00;656,00;218,50;225,75
02.08.2022 17:45;02.08.2022 18:00;1.046,00;388,00;985,50;944,25;3.502,25;26,00;986,25;3.352,75;1.986,50;739,50;349,00;225,25
02.08.2022 18:00;02.08.2022 18:15;1.073,00;361,00;1.031,00;867,25;3.026,50;26,00;983,75;3.342,75;2.008,25;755,50;96,50;224,25
02.08.2022 18:15;02.08.2022 18:30;1.086,25;373,75;997,00;787,50;2.581,00;26,00;985,75;3.361,50;2.008,75;834,75;144,50;225,25
02.08.2022 18:30;02.08.2022 18:45;1.095,25;381,75;956,00;747,75;2.178,75;25,75;986,00;3.352,25;2.008,50;880,00;571,75;225,25
