Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.02.2016 13:15;01.02.2016 13:30;18.664,75;18.668,00;3,25;11.066,25
01.02.2016 13:30;01.02.2016 13:45;18.516,75;18.588,50;71,75;10.731,75
01.02.2016 13:45;01.02.2016 14:00;18.397,50;18.472,50;75,00;10.474,75
01.02.2016 14:00;01.02.2016 14:15;18.427,75;18.473,25;45,50;10.400,00
01.02.2016 14:15;01.02.2016 14:30;18.414,25;18.460,00;45,75;10.326,25
01.02.2016 14:30;01.02.2016 14:45;18.370,00;18.416,00;46,00;10.246,25
01.02.2016 14:45;01.02.2016 15:00;18.270,00;18.349,00;79,00;10.102,00
01.02.2016 15:00;01.02.2016 15:15;18.163,75;18.302,50;138,75;9.959,75
01.02.2016 15:15;01.02.2016 15:30;18.109,75;18.258,25;148,50;9.850,25
01.02.2016 15:30;01.02.2016 15:45;18.075,75;18.226,50;150,75;9.808,25
01.02.2016 15:45;01.02.2016 16:00;17.945,00;18.098,25;153,25;9.741,75
01.02.2016 16:00;01.02.2016 16:15;17.845,50;18.000,50;155,00;9.685,25
01.02.2016 16:15;01.02.2016 16:30;17.859,75;18.016,00;156,25;9.758,75
01.02.2016 16:30;01.02.2016 16:45;17.861,25;18.013,25;152,00;9.746,25
01.02.2016 16:45;01.02.2016 17:00;17.882,25;18.040,25;158,00;9.774,75
01.02.2016 17:00;01.02.2016 17:15;18.211,25;18.309,25;98,00;10.175,25
01.02.2016 17:15;01.02.2016 17:30;18.557,50;18.561,00;3,50;10.541,50
01.02.2016 17:30;01.02.2016 17:45;18.769,00;18.770,50;1,50;10.761,25
01.02.2016 17:45;01.02.2016 18:00;18.926,75;18.927,25;0,50;10.914,75
01.02.2016 18:00;01.02.2016 18:15;18.892,50;18.904,00;11,50;10.899,75
01.02.2016 18:15;01.02.2016 18:30;18.800,75;18.819,75;19,00;10.733,50
01.02.2016 18:30;01.02.2016 18:45;18.805,75;18.816,00;10,25;10.715,25
01.02.2016 18:45;01.02.2016 19:00;18.767,50;18.789,00;21,50;10.656,75
01.02.2016 19:00;01.02.2016 19:15;18.556,75;18.596,50;39,75;10.374,50
01.02.2016 19:15;01.02.2016 19:30;18.322,50;18.351,50;29,00;10.126,00
01.02.2016 19:30;01.02.2016 19:45;18.223,25;18.257,00;33,75;9.968,00
01.02.2016 19:45;01.02.2016 20:00;18.046,75;18.096,00;49,25;9.817,50
01.02.2016 20:00;01.02.2016 20:15;17.678,25;17.817,75;139,50;9.461,25
01.02.2016 20:15;01.02.2016 20:30;17.230,50;17.447,50;217,00;9.007,75
01.02.2016 20:30;01.02.2016 20:45;16.964,00;17.202,75;238,75;8.759,00
01.02.2016 20:45;01.02.2016 21:00;16.713,00;17.083,25;370,25;8.525,25
01.02.2016 21:00;01.02.2016 21:15;16.618,00;16.812,25;194,25;8.435,25
01.02.2016 21:15;01.02.2016 21:30;16.357,25;16.585,00;227,75;8.200,50
01.02.2016 21:30;01.02.2016 21:45;16.127,25;16.500,50;373,25;7.976,00
01.02.2016 21:45;01.02.2016 22:00;15.845,00;16.446,50;601,50;7.667,00
01.02.2016 22:00;01.02.2016 22:15;15.933,50;16.299,25;365,75;7.984,50
01.02.2016 22:15;01.02.2016 22:30;15.726,00;16.229,50;503,50;7.780,00
01.02.2016 22:30;01.02.2016 22:45;15.331,50;16.052,50;721,00;7.395,00
01.02.2016 22:45;01.02.2016 23:00;14.950,50;15.767,50;817,00;7.012,75
01.02.2016 23:00;01.02.2016 23:15;14.681,50;15.453,75;772,25;6.731,50
01.02.2016 23:15;01.02.2016 23:30;14.241,25;15.285,50;1.044,25;6.302,00
01.02.2016 23:30;01.02.2016 23:45;13.836,75;15.078,00;1.241,25;5.917,75
01.02.2016 23:45;02.02.2016 00:00;13.641,50;14.884,00;1.242,50;5.793,75
02.02.2016 00:00;02.02.2016 00:15;13.494,00;14.629,50;1.135,50;5.641,25
02.02.2016 00:15;02.02.2016 00:30;13.195,00;14.368,25;1.173,25;5.392,25
02.02.2016 00:30;02.02.2016 00:45;13.058,00;14.311,50;1.253,50;5.224,75
02.02.2016 00:45;02.02.2016 01:00;12.891,75;14.407,25;1.515,50;5.127,75
02.02.2016 01:00;02.02.2016 01:15;12.787,50;14.104,75;1.317,25;5.068,25
02.02.2016 01:15;02.02.2016 01:30;12.623,50;14.027,75;1.404,25;4.886,25
02.02.2016 01:30;02.02.2016 01:45;12.511,50;13.944,25;1.432,75;4.821,00
02.02.2016 01:45;02.02.2016 02:00;12.456,75;13.863,75;1.407,00;4.810,75
02.02.2016 02:00;02.02.2016 02:15;12.300,00;13.851,00;1.551,00;4.667,75
02.02.2016 02:15;02.02.2016 02:30;12.265,00;13.878,75;1.613,75;4.630,50
02.02.2016 02:30;02.02.2016 02:45;12.318,50;13.862,00;1.543,50;4.722,75
02.02.2016 02:45;02.02.2016 03:00;12.301,00;13.817,75;1.516,75;4.733,00
02.02.2016 03:00;02.02.2016 03:15;12.301,75;13.832,75;1.531,00;4.716,50
02.02.2016 03:15;02.02.2016 03:30;12.429,00;13.885,75;1.456,75;4.830,00
02.02.2016 03:30;02.02.2016 03:45;12.440,50;13.860,00;1.419,50;4.846,25
02.02.2016 03:45;02.02.2016 04:00;12.529,50;13.854,75;1.325,25;5.004,25
02.02.2016 04:00;02.02.2016 04:15;12.617,75;13.754,75;1.137,00;5.196,50
02.02.2016 04:15;02.02.2016 04:30;12.752,50;13.877,00;1.124,50;5.330,25
02.02.2016 04:30;02.02.2016 04:45;12.957,00;13.892,25;935,25;5.508,50
02.02.2016 04:45;02.02.2016 05:00;13.124,50;13.882,25;757,75;5.685,00
02.02.2016 05:00;02.02.2016 05:15;13.391,50;14.081,00;689,50;5.978,50
02.02.2016 05:15;02.02.2016 05:30;13.616,25;14.273,50;657,25;6.145,00
02.02.2016 05:30;02.02.2016 05:45;14.002,00;14.596,00;594,00;6.528,25
02.02.2016 05:45;02.02.2016 06:00;14.442,25;14.957,50;515,25;6.983,75
02.02.2016 06:00;02.02.2016 06:15;15.085,00;15.738,75;653,75;7.444,75
02.02.2016 06:15;02.02.2016 06:30;15.719,75;15.972,00;252,25;8.089,00
02.02.2016 06:30;02.02.2016 06:45;16.259,50;16.280,75;21,25;8.596,25
02.02.2016 06:45;02.02.2016 07:00;16.680,25;16.709,25;29,00;9.033,00
02.02.2016 07:00;02.02.2016 07:15;17.286,00;17.304,25;18,25;9.709,50
02.02.2016 07:15;02.02.2016 07:30;17.641,00;17.652,75;11,75;10.180,75
02.02.2016 07:30;02.02.2016 07:45;17.881,75;17.892,00;10,25;10.399,00
02.02.2016 07:45;02.02.2016 08:00;17.959,00;17.969,75;10,75;10.514,00
02.02.2016 08:00;02.02.2016 08:15;18.156,75;18.157,50;0,75;10.778,50
02.02.2016 08:15;02.02.2016 08:30;18.297,75;18.297,75;0,00;10.942,25
02.02.2016 08:30;02.02.2016 08:45;18.328,75;18.332,50;3,75;10.900,75
02.02.2016 08:45;02.02.2016 09:00;18.327,00;18.337,50;10,50;10.845,00
02.02.2016 09:00;02.02.2016 09:15;18.237,00;18.250,00;13,00;10.706,50
02.02.2016 09:15;02.02.2016 09:30;18.298,50;18.298,50;0,00;10.683,00
02.02.2016 09:30;02.02.2016 09:45;18.360,00;18.360,00;0,00;10.606,00
02.02.2016 09:45;02.02.2016 10:00;18.445,00;18.445,25;0,25;10.578,00
02.02.2016 10:00;02.02.2016 10:15;18.470,50;18.471,50;1,00;10.560,25
02.02.2016 10:15;02.02.2016 10:30;18.538,00;18.539,00;1,00;10.608,75
02.02.2016 10:30;02.02.2016 10:45;18.615,00;18.616,00;1,00;10.579,75
02.02.2016 10:45;02.02.2016 11:00;18.632,25;18.633,75;1,50;10.436,25
02.02.2016 11:00;02.02.2016 11:15;18.731,75;18.746,75;15,00;10.434,25
02.02.2016 11:15;02.02.2016 11:30;18.852,50;18.855,75;3,25;10.500,25
02.02.2016 11:30;02.02.2016 11:45;18.911,50;18.915,00;3,50;10.490,00
02.02.2016 11:45;02.02.2016 12:00;18.845,75;18.849,00;3,25;10.393,25
02.02.2016 12:00;02.02.2016 12:15;18.647,50;18.673,50;26,00;10.144,50
02.02.2016 12:15;02.02.2016 12:30;18.643,25;18.670,25;27,00;10.173,75
02.02.2016 12:30;02.02.2016 12:45;18.695,25;18.699,75;4,50;10.318,75
02.02.2016 12:45;02.02.2016 13:00;18.610,75;18.618,00;7,25;10.347,50
02.02.2016 13:00;02.02.2016 13:15;18.549,00;18.550,50;1,50;10.381,75
02.02.2016 13:15;02.02.2016 13:30;18.464,25;18.465,50;1,25;10.286,25
02.02.2016 13:30;02.02.2016 13:45;18.344,50;18.364,50;20,00;10.142,25
02.02.2016 13:45;02.02.2016 14:00;18.201,75;18.233,50;31,75;10.021,00
02.02.2016 14:00;02.02.2016 14:15;18.152,25;18.169,00;16,75;10.126,50
02.02.2016 14:15;02.02.2016 14:30;18.144,25;18.157,25;13,00;10.205,00
02.02.2016 14:30;02.02.2016 14:45;18.115,25;18.127,25;12,00;10.264,75
02.02.2016 14:45;02.02.2016 15:00;18.083,50;18.096,75;13,25;10.368,00
02.02.2016 15:00;02.02.2016 15:15;18.110,25;18.120,25;10,00;10.465,75
02.02.2016 15:15;02.02.2016 15:30;17.995,50;18.009,75;14,25;10.495,25
02.02.2016 15:30;02.02.2016 15:45;17.922,25;17.922,75;0,50;10.533,75
02.02.2016 15:45;02.02.2016 16:00;17.855,00;17.855,00;0,00;10.604,75
02.02.2016 16:00;02.02.2016 16:15;17.739,00;17.739,00;0,00;10.603,75
02.02.2016 16:15;02.02.2016 16:30;17.722,75;17.722,75;0,00;10.695,50
02.02.2016 16:30;02.02.2016 16:45;17.701,75;17.716,75;15,00;10.721,00
02.02.2016 16:45;02.02.2016 17:00;17.772,25;17.784,00;11,75;10.737,25
02.02.2016 17:00;02.02.2016 17:15;17.933,25;17.962,50;29,25;10.823,00
02.02.2016 17:15;02.02.2016 17:30;18.167,00;18.184,50;17,50;11.061,25
02.02.2016 17:30;02.02.2016 17:45;18.498,75;18.498,75;0,00;11.360,75
02.02.2016 17:45;02.02.2016 18:00;18.715,00;18.715,00;0,00;11.598,25
02.02.2016 18:00;02.02.2016 18:15;18.721,75;18.721,75;0,00;11.606,00
02.02.2016 18:15;02.02.2016 18:30;18.641,50;18.641,50;0,00;11.568,25
02.02.2016 18:30;02.02.2016 18:45;18.626,75;18.626,75;0,00;11.492,00
02.02.2016 18:45;02.02.2016 19:00;18.604,50;18.604,50;0,00;11.355,75
02.02.2016 19:00;02.02.2016 19:15;18.468,50;18.476,50;8,00;11.105,00
02.02.2016 19:15;02.02.2016 19:30;18.283,00;18.310,25;27,25;10.902,50
02.02.2016 19:30;02.02.2016 19:45;18.120,25;18.177,75;57,50;10.696,75
02.02.2016 19:45;02.02.2016 20:00;17.903,50;17.980,00;76,50;10.468,50
02.02.2016 20:00;02.02.2016 20:15;17.651,00;17.711,50;60,50;10.241,00
02.02.2016 20:15;02.02.2016 20:30;17.215,50;17.362,25;146,75;9.827,00
02.02.2016 20:30;02.02.2016 20:45;16.898,50;17.111,25;212,75;9.493,25
02.02.2016 20:45;02.02.2016 21:00;16.688,50;17.008,00;319,50;9.337,25
02.02.2016 21:00;02.02.2016 21:15;16.593,75;16.749,75;156,00;9.240,50
02.02.2016 21:15;02.02.2016 21:30;16.365,25;16.507,50;142,25;8.988,75
02.02.2016 21:30;02.02.2016 21:45;16.193,75;16.374,50;180,75;8.822,00
02.02.2016 21:45;02.02.2016 22:00;15.926,00;16.123,75;197,75;8.606,00
02.02.2016 22:00;02.02.2016 22:15;15.863,25;16.181,75;318,50;8.716,75
02.02.2016 22:15;02.02.2016 22:30;15.649,50;15.971,25;321,75;8.435,75
02.02.2016 22:30;02.02.2016 22:45;15.381,25;15.760,25;379,00;8.209,50
02.02.2016 22:45;02.02.2016 23:00;15.061,00;15.678,50;617,50;7.918,00
02.02.2016 23:00;02.02.2016 23:15;14.779,00;15.546,00;767,00;7.662,00
02.02.2016 23:15;02.02.2016 23:30;14.320,00;15.333,50;1.013,50;7.105,25
02.02.2016 23:30;02.02.2016 23:45;14.039,00;15.145,50;1.106,50;6.867,50
02.02.2016 23:45;03.02.2016 00:00;13.743,00;15.008,25;1.265,25;6.642,25
03.02.2016 00:00;03.02.2016 00:15;13.567,50;14.622,75;1.055,25;6.519,00
03.02.2016 00:15;03.02.2016 00:30;13.384,50;14.529,00;1.144,50;6.356,75
03.02.2016 00:30;03.02.2016 00:45;13.206,25;14.446,50;1.240,25;6.235,25
03.02.2016 00:45;03.02.2016 01:00;13.017,25;14.283,75;1.266,50;6.069,25
03.02.2016 01:00;03.02.2016 01:15;13.001,25;14.191,25;1.190,00;5.952,25
03.02.2016 01:15;03.02.2016 01:30;12.898,75;14.107,75;1.209,00;5.905,25
03.02.2016 01:30;03.02.2016 01:45;12.859,25;14.142,00;1.282,75;5.909,00
03.02.2016 01:45;03.02.2016 02:00;12.767,25;14.092,50;1.325,25;5.849,50
03.02.2016 02:00;03.02.2016 02:15;12.649,25;14.089,00;1.439,75;5.807,00
03.02.2016 02:15;03.02.2016 02:30;12.593,75;14.062,25;1.468,50;5.803,75
03.02.2016 02:30;03.02.2016 02:45;12.644,75;14.078,00;1.433,25;5.897,50
03.02.2016 02:45;03.02.2016 03:00;12.685,00;14.071,25;1.386,25;5.989,75
03.02.2016 03:00;03.02.2016 03:15;12.677,75;14.184,25;1.506,50;6.044,25
03.02.2016 03:15;03.02.2016 03:30;12.639,75;14.157,50;1.517,75;6.047,25
03.02.2016 03:30;03.02.2016 03:45;12.761,75;14.201,50;1.439,75;6.211,25
03.02.2016 03:45;03.02.2016 04:00;12.839,25;14.149,75;1.310,50;6.387,75
03.02.2016 04:00;03.02.2016 04:15;12.930,75;14.093,00;1.162,25;6.600,00
03.02.2016 04:15;03.02.2016 04:30;13.036,25;14.164,75;1.128,50;6.775,75
03.02.2016 04:30;03.02.2016 04:45;13.172,75;14.198,00;1.025,25;7.000,50
03.02.2016 04:45;03.02.2016 05:00;13.374,25;14.326,50;952,25;7.302,50
03.02.2016 05:00;03.02.2016 05:15;13.614,25;14.230,50;616,25;7.596,25
03.02.2016 05:15;03.02.2016 05:30;13.815,75;14.375,00;559,25;7.862,25
03.02.2016 05:30;03.02.2016 05:45;14.170,75;14.568,75;398,00;8.263,75
03.02.2016 05:45;03.02.2016 06:00;14.520,25;14.882,50;362,25;8.681,50
03.02.2016 06:00;03.02.2016 06:15;15.177,25;15.491,25;314,00;9.359,50
03.02.2016 06:15;03.02.2016 06:30;15.782,00;15.921,75;139,75;10.014,50
03.02.2016 06:30;03.02.2016 06:45;16.266,50;16.270,75;4,25;10.567,75
03.02.2016 06:45;03.02.2016 07:00;16.664,75;16.677,75;13,00;11.004,25
03.02.2016 07:00;03.02.2016 07:15;17.240,25;17.355,00;114,75;11.590,50
03.02.2016 07:15;03.02.2016 07:30;17.647,25;17.674,50;27,25;12.071,00
03.02.2016 07:30;03.02.2016 07:45;17.911,50;17.931,25;19,75;12.451,00
03.02.2016 07:45;03.02.2016 08:00;18.007,00;18.018,50;11,50;12.543,75
03.02.2016 08:00;03.02.2016 08:15;18.110,00;18.111,00;1,00;12.673,25
03.02.2016 08:15;03.02.2016 08:30;18.254,00;18.254,50;0,50;12.870,25
03.02.2016 08:30;03.02.2016 08:45;18.327,25;18.327,75;0,50;12.921,25
03.02.2016 08:45;03.02.2016 09:00;18.268,50;18.271,25;2,75;12.853,00
03.02.2016 09:00;03.02.2016 09:15;18.128,25;18.236,25;108,00;12.614,50
03.02.2016 09:15;03.02.2016 09:30;18.185,00;18.295,25;110,25;12.576,75
03.02.2016 09:30;03.02.2016 09:45;18.227,75;18.338,00;110,25;12.517,50
03.02.2016 09:45;03.02.2016 10:00;18.297,75;18.408,25;110,50;12.432,50
03.02.2016 10:00;03.02.2016 10:15;18.312,50;18.316,50;4,00;12.304,50
03.02.2016 10:15;03.02.2016 10:30;18.330,75;18.332,25;1,50;12.189,75
03.02.2016 10:30;03.02.2016 10:45;18.398,50;18.400,75;2,25;12.137,00
03.02.2016 10:45;03.02.2016 11:00;18.427,25;18.428,75;1,50;11.973,00
03.02.2016 11:00;03.02.2016 11:15;18.512,25;18.513,50;1,25;11.916,75
03.02.2016 11:15;03.02.2016 11:30;18.601,75;18.603,25;1,50;11.841,50
03.02.2016 11:30;03.02.2016 11:45;18.631,25;18.639,25;8,00;11.767,25
03.02.2016 11:45;03.02.2016 12:00;18.572,00;18.631,50;59,50;11.512,50
03.02.2016 12:00;03.02.2016 12:15;18.473,25;18.476,00;2,75;11.272,25
03.02.2016 12:15;03.02.2016 12:30;18.371,00;18.387,00;16,00;11.091,50
03.02.2016 12:30;03.02.2016 12:45;18.389,00;18.405,25;16,25;11.085,50
03.02.2016 12:45;03.02.2016 13:00;18.394,75;18.427,50;32,75;11.073,00
03.02.2016 13:00;03.02.2016 13:15;18.369,00;18.465,75;96,75;11.039,50
03.02.2016 13:15;03.02.2016 13:30;18.253,25;18.385,50;132,25;11.001,75
03.02.2016 13:30;03.02.2016 13:45;18.155,25;18.285,00;129,75;11.052,75
03.02.2016 13:45;03.02.2016 14:00;18.048,50;18.186,25;137,75;11.052,25
03.02.2016 14:00;03.02.2016 14:15;17.990,25;18.108,75;118,50;11.178,75
03.02.2016 14:15;03.02.2016 14:30;17.915,25;18.033,75;118,50;11.157,00
03.02.2016 14:30;03.02.2016 14:45;17.921,25;18.039,75;118,50;11.278,75
03.02.2016 14:45;03.02.2016 15:00;17.864,50;17.958,50;94,00;11.360,00
03.02.2016 15:00;03.02.2016 15:15;17.812,25;17.812,75;0,50;11.472,75
03.02.2016 15:15;03.02.2016 15:30;17.764,25;17.764,75;0,50;11.627,50
03.02.2016 15:30;03.02.2016 15:45;17.662,00;17.662,50;0,50;11.762,75
03.02.2016 15:45;03.02.2016 16:00;17.612,50;17.620,25;7,75;11.965,50
03.02.2016 16:00;03.02.2016 16:15;17.392,00;17.482,75;90,75;11.932,25
03.02.2016 16:15;03.02.2016 16:30;17.349,50;17.456,00;106,50;12.025,50
03.02.2016 16:30;03.02.2016 16:45;17.458,00;17.503,50;45,50;12.329,25
03.02.2016 16:45;03.02.2016 17:00;17.570,00;17.578,50;8,50;12.568,50
03.02.2016 17:00;03.02.2016 17:15;17.662,00;17.749,75;87,75;12.686,50
03.02.2016 17:15;03.02.2016 17:30;17.979,00;18.038,75;59,75;13.050,25
03.02.2016 17:30;03.02.2016 17:45;18.366,50;18.368,25;1,75;13.406,75
03.02.2016 17:45;03.02.2016 18:00;18.659,75;18.659,75;0,00;13.628,00
03.02.2016 18:00;03.02.2016 18:15;18.751,00;18.751,00;0,00;13.633,75
03.02.2016 18:15;03.02.2016 18:30;18.711,00;18.711,00;0,00;13.491,50
03.02.2016 18:30;03.02.2016 18:45;18.715,25;18.715,25;0,00;13.415,00
03.02.2016 18:45;03.02.2016 19:00;18.655,25;18.655,25;0,00;13.326,50
03.02.2016 19:00;03.02.2016 19:15;18.560,50;18.562,50;2,00;13.168,75
03.02.2016 19:15;03.02.2016 19:30;18.359,25;18.409,75;50,50;12.946,25
03.02.2016 19:30;03.02.2016 19:45;18.043,25;18.177,50;134,25;12.591,50
03.02.2016 19:45;03.02.2016 20:00;17.820,25;18.013,75;193,50;12.357,75
03.02.2016 20:00;03.02.2016 20:15;17.570,75;17.604,50;33,75;12.074,75
03.02.2016 20:15;03.02.2016 20:30;17.147,00;17.264,50;117,50;11.621,75
03.02.2016 20:30;03.02.2016 20:45;16.819,00;16.966,25;147,25;11.264,50
03.02.2016 20:45;03.02.2016 21:00;16.604,50;16.827,50;223,00;11.052,50
03.02.2016 21:00;03.02.2016 21:15;16.464,25;16.575,75;111,50;10.900,50
03.02.2016 21:15;03.02.2016 21:30;16.350,75;16.475,50;124,75;10.802,25
03.02.2016 21:30;03.02.2016 21:45;16.084,25;16.306,50;222,25;10.561,25
03.02.2016 21:45;03.02.2016 22:00;15.790,50;16.289,50;499,00;10.276,75
03.02.2016 22:00;03.02.2016 22:15;15.889,25;16.259,00;369,75;10.412,25
03.02.2016 22:15;03.02.2016 22:30;15.689,75;16.079,75;390,00;10.295,50
03.02.2016 22:30;03.02.2016 22:45;15.287,00;15.867,75;580,75;9.856,25
03.02.2016 22:45;03.02.2016 23:00;15.088,00;15.755,00;667,00;9.760,00
03.02.2016 23:00;03.02.2016 23:15;14.856,50;15.069,50;213,00;9.595,50
03.02.2016 23:15;03.02.2016 23:30;14.522,75;14.852,00;329,25;9.293,00
03.02.2016 23:30;03.02.2016 23:45;14.212,25;14.818,00;605,75;8.933,00
03.02.2016 23:45;04.02.2016 00:00;13.942,00;14.752,25;810,25;8.765,50
04.02.2016 00:00;04.02.2016 00:15;13.807,50;14.430,75;623,25;8.603,00
04.02.2016 00:15;04.02.2016 00:30;13.567,00;14.319,25;752,25;8.424,75
04.02.2016 00:30;04.02.2016 00:45;13.402,50;14.311,00;908,50;8.309,50
04.02.2016 00:45;04.02.2016 01:00;13.250,25;14.249,75;999,50;8.222,25
04.02.2016 01:00;04.02.2016 01:15;13.120,75;14.036,75;916,00;8.146,25
04.02.2016 01:15;04.02.2016 01:30;13.046,00;14.052,25;1.006,25;8.112,50
04.02.2016 01:30;04.02.2016 01:45;12.988,00;14.112,00;1.124,00;8.017,25
04.02.2016 01:45;04.02.2016 02:00;12.906,50;14.048,25;1.141,75;7.966,00
04.02.2016 02:00;04.02.2016 02:15;12.797,75;13.914,75;1.117,00;7.854,25
04.02.2016 02:15;04.02.2016 02:30;12.769,00;13.942,75;1.173,75;7.831,75
04.02.2016 02:30;04.02.2016 02:45;12.791,25;13.970,25;1.179,00;7.864,25
04.02.2016 02:45;04.02.2016 03:00;12.794,00;13.973,00;1.179,00;7.901,25
04.02.2016 03:00;04.02.2016 03:15;12.721,00;13.932,75;1.211,75;7.746,25
04.02.2016 03:15;04.02.2016 03:30;12.743,25;13.979,25;1.236,00;7.777,00
04.02.2016 03:30;04.02.2016 03:45;12.812,00;14.028,75;1.216,75;7.853,50
04.02.2016 03:45;04.02.2016 04:00;12.817,50;13.903,75;1.086,25;7.810,00
04.02.2016 04:00;04.02.2016 04:15;12.915,00;14.193,25;1.278,25;7.933,50
04.02.2016 04:15;04.02.2016 04:30;13.007,50;14.146,00;1.138,50;8.063,50
04.02.2016 04:30;04.02.2016 04:45;13.135,25;14.220,75;1.085,50;8.208,00
04.02.2016 04:45;04.02.2016 05:00;13.277,50;14.363,50;1.086,00;8.333,50
04.02.2016 05:00;04.02.2016 05:15;13.583,25;14.627,75;1.044,50;8.620,75
04.02.2016 05:15;04.02.2016 05:30;13.742,75;14.693,00;950,25;8.754,75
