Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
02.11.2023 01:00;02.11.2023 01:15;10.735,50;11.854,00;1.118,50;3.235,00
02.11.2023 01:15;02.11.2023 01:30;10.712,75;11.862,00;1.149,25;3.271,50
02.11.2023 01:30;02.11.2023 01:45;10.678,50;11.823,00;1.144,50;3.297,00
02.11.2023 01:45;02.11.2023 02:00;10.591,75;11.732,00;1.140,25;3.291,25
02.11.2023 02:00;02.11.2023 02:15;10.522,00;11.675,25;1.153,25;3.223,75
02.11.2023 02:15;02.11.2023 02:30;10.579,00;11.763,25;1.184,25;3.245,00
02.11.2023 02:30;02.11.2023 02:45;10.635,50;11.827,50;1.192,00;3.296,25
02.11.2023 02:45;02.11.2023 03:00;10.675,25;11.852,00;1.176,75;3.372,25
02.11.2023 03:00;02.11.2023 03:15;10.622,75;11.792,00;1.169,25;3.276,25
02.11.2023 03:15;02.11.2023 03:30;10.558,25;11.820,50;1.262,25;3.180,50
02.11.2023 03:30;02.11.2023 03:45;10.634,50;11.847,75;1.213,25;3.268,25
02.11.2023 03:45;02.11.2023 04:00;10.602,75;11.840,25;1.237,50;3.205,75
02.11.2023 04:00;02.11.2023 04:15;10.679,00;11.882,75;1.203,75;3.169,75
02.11.2023 04:15;02.11.2023 04:30;10.889,00;12.109,50;1.220,50;3.194,25
02.11.2023 04:30;02.11.2023 04:45;11.055,25;12.166,25;1.111,00;3.176,75
02.11.2023 04:45;02.11.2023 05:00;11.247,25;12.391,00;1.143,75;3.187,75
02.11.2023 05:00;02.11.2023 05:15;11.698,50;12.743,75;1.045,25;3.528,50
02.11.2023 05:15;02.11.2023 05:30;11.873,75;12.925,25;1.051,50;3.518,75
02.11.2023 05:30;02.11.2023 05:45;12.222,00;13.212,00;990,00;3.683,75
02.11.2023 05:45;02.11.2023 06:00;12.662,25;13.540,00;877,75;3.867,75
02.11.2023 06:00;02.11.2023 06:15;13.357,00;14.149,25;792,25;4.175,75
02.11.2023 06:15;02.11.2023 06:30;13.895,75;14.395,25;499,50;4.473,75
02.11.2023 06:30;02.11.2023 06:45;14.363,00;14.778,00;415,00;4.584,00
02.11.2023 06:45;02.11.2023 07:00;14.698,75;15.031,75;333,00;4.766,25
02.11.2023 07:00;02.11.2023 07:15;15.077,75;15.536,75;459,00;4.855,75
02.11.2023 07:15;02.11.2023 07:30;15.307,00;15.570,50;263,50;4.845,25
02.11.2023 07:30;02.11.2023 07:45;15.542,50;15.789,75;247,25;4.821,75
02.11.2023 07:45;02.11.2023 08:00;15.850,50;16.086,00;235,50;5.014,00
02.11.2023 08:00;02.11.2023 08:15;15.971,00;15.986,00;15,00;5.110,25
02.11.2023 08:15;02.11.2023 08:30;16.004,00;16.005,75;1,75;5.039,50
02.11.2023 08:30;02.11.2023 08:45;16.173,75;16.212,50;38,75;5.145,50
02.11.2023 08:45;02.11.2023 09:00;16.120,00;16.138,25;18,25;5.050,50
02.11.2023 09:00;02.11.2023 09:15;16.061,50;16.063,50;2,00;5.159,00
02.11.2023 09:15;02.11.2023 09:30;16.103,25;16.106,25;3,00;5.156,75
02.11.2023 09:30;02.11.2023 09:45;16.170,50;16.172,75;2,25;5.056,00
02.11.2023 09:45;02.11.2023 10:00;16.246,00;16.248,50;2,50;5.028,00
02.11.2023 10:00;02.11.2023 10:15;16.047,50;16.050,50;3,00;4.789,00
02.11.2023 10:15;02.11.2023 10:30;16.172,75;16.269,75;97,00;4.737,25
02.11.2023 10:30;02.11.2023 10:45;16.261,25;16.326,00;64,75;4.715,00
02.11.2023 10:45;02.11.2023 11:00;16.432,50;16.525,50;93,00;4.892,00
02.11.2023 11:00;02.11.2023 11:15;16.530,75;16.768,25;237,50;5.066,00
02.11.2023 11:15;02.11.2023 11:30;16.649,25;16.931,00;281,75;5.093,50
02.11.2023 11:30;02.11.2023 11:45;16.740,75;16.964,00;223,25;5.138,00
02.11.2023 11:45;02.11.2023 12:00;16.697,25;16.933,00;235,75;4.947,75
02.11.2023 12:00;02.11.2023 12:15;16.739,00;17.037,75;298,75;4.879,00
02.11.2023 12:15;02.11.2023 12:30;16.621,25;17.016,50;395,25;4.797,00
02.11.2023 12:30;02.11.2023 12:45;16.579,00;16.914,75;335,75;4.901,75
02.11.2023 12:45;02.11.2023 13:00;16.583,25;16.909,75;326,50;5.016,25
02.11.2023 13:00;02.11.2023 13:15;16.469,50;16.985,75;516,25;4.960,50
02.11.2023 13:15;02.11.2023 13:30;16.555,75;17.005,25;449,50;5.150,00
02.11.2023 13:30;02.11.2023 13:45;16.466,50;16.864,50;398,00;5.125,00
02.11.2023 13:45;02.11.2023 14:00;16.360,75;16.799,50;438,75;5.016,00
02.11.2023 14:00;02.11.2023 14:15;16.339,50;16.893,00;553,50;5.020,00
02.11.2023 14:15;02.11.2023 14:30;16.256,25;16.521,75;265,50;5.102,25
02.11.2023 14:30;02.11.2023 14:45;16.140,50;16.356,50;216,00;5.140,75
02.11.2023 14:45;02.11.2023 15:00;16.007,25;16.162,00;154,75;5.199,75
02.11.2023 15:00;02.11.2023 15:15;16.041,75;16.464,50;422,75;5.395,25
02.11.2023 15:15;02.11.2023 15:30;16.029,50;16.305,00;275,50;5.518,50
02.11.2023 15:30;02.11.2023 15:45;15.991,25;16.160,00;168,75;5.522,25
02.11.2023 15:45;02.11.2023 16:00;15.938,00;15.990,00;52,00;5.568,25
02.11.2023 16:00;02.11.2023 16:15;16.053,50;16.331,75;278,25;5.811,50
02.11.2023 16:15;02.11.2023 16:30;16.061,50;16.184,75;123,25;5.780,75
02.11.2023 16:30;02.11.2023 16:45;16.025,25;16.211,25;186,00;5.653,25
02.11.2023 16:45;02.11.2023 17:00;16.204,50;16.314,25;109,75;5.904,25
02.11.2023 17:00;02.11.2023 17:15;16.375,50;16.546,25;170,75;6.124,00
02.11.2023 17:15;02.11.2023 17:30;16.522,00;16.620,25;98,25;6.272,50
02.11.2023 17:30;02.11.2023 17:45;16.616,00;16.710,00;94,00;6.386,00
02.11.2023 17:45;02.11.2023 18:00;16.599,50;16.718,25;118,75;6.353,50
02.11.2023 18:00;02.11.2023 18:15;16.737,25;16.813,25;76,00;6.420,75
02.11.2023 18:15;02.11.2023 18:30;16.600,25;16.636,00;35,75;6.352,00
02.11.2023 18:30;02.11.2023 18:45;16.432,25;16.452,75;20,50;6.378,25
02.11.2023 18:45;02.11.2023 19:00;16.290,50;16.292,25;1,75;6.434,00
02.11.2023 19:00;02.11.2023 19:15;16.098,00;16.099,75;1,75;6.344,00
02.11.2023 19:15;02.11.2023 19:30;15.938,25;15.956,50;18,25;6.217,50
02.11.2023 19:30;02.11.2023 19:45;15.822,50;15.845,25;22,75;6.214,25
02.11.2023 19:45;02.11.2023 20:00;15.646,50;15.685,50;39,00;6.221,00
02.11.2023 20:00;02.11.2023 20:15;15.328,50;15.359,00;30,50;6.113,50
02.11.2023 20:15;02.11.2023 20:30;15.156,75;15.186,00;29,25;6.107,25
02.11.2023 20:30;02.11.2023 20:45;14.921,00;15.026,00;105,00;5.950,75
02.11.2023 20:45;02.11.2023 21:00;14.582,50;14.756,00;173,50;5.733,50
02.11.2023 21:00;02.11.2023 21:15;14.326,25;14.555,50;229,25;5.528,75
02.11.2023 21:15;02.11.2023 21:30;14.174,75;14.397,25;222,50;5.465,00
02.11.2023 21:30;02.11.2023 21:45;13.944,25;14.165,50;221,25;5.319,00
02.11.2023 21:45;02.11.2023 22:00;13.632,25;14.067,75;435,50;5.159,50
02.11.2023 22:00;02.11.2023 22:15;13.433,25;13.552,25;119,00;5.235,25
02.11.2023 22:15;02.11.2023 22:30;13.227,00;13.412,50;185,50;5.021,00
02.11.2023 22:30;02.11.2023 22:45;13.049,75;13.317,50;267,75;4.882,25
02.11.2023 22:45;02.11.2023 23:00;12.831,25;13.270,75;439,50;4.791,50
02.11.2023 23:00;02.11.2023 23:15;12.596,75;13.273,75;677,00;4.663,00
02.11.2023 23:15;02.11.2023 23:30;12.406,25;13.349,00;942,75;4.555,00
02.11.2023 23:30;02.11.2023 23:45;12.208,50;13.280,00;1.071,50;4.470,75
02.11.2023 23:45;03.11.2023 00:00;11.961,50;13.173,25;1.211,75;4.286,50
03.11.2023 00:00;03.11.2023 00:15;11.761,00;12.686,00;925,00;3.753,75
03.11.2023 00:15;03.11.2023 00:30;11.671,75;12.631,00;959,25;3.552,00
03.11.2023 00:30;03.11.2023 00:45;11.532,50;12.656,75;1.124,25;3.536,25
03.11.2023 00:45;03.11.2023 01:00;11.377,50;12.523,50;1.146,00;3.594,75
03.11.2023 01:00;03.11.2023 01:15;11.248,50;12.326,25;1.077,75;3.504,25
03.11.2023 01:15;03.11.2023 01:30;11.237,75;12.317,00;1.079,25;3.653,00
03.11.2023 01:30;03.11.2023 01:45;11.171,50;12.319,75;1.148,25;3.623,50
03.11.2023 01:45;03.11.2023 02:00;11.124,00;12.311,25;1.187,25;3.512,50
03.11.2023 02:00;03.11.2023 02:15;11.048,00;12.235,25;1.187,25;3.536,75
03.11.2023 02:15;03.11.2023 02:30;11.028,50;12.219,50;1.191,00;3.591,00
03.11.2023 02:30;03.11.2023 02:45;11.062,75;12.231,25;1.168,50;3.713,75
03.11.2023 02:45;03.11.2023 03:00;11.074,25;12.239,25;1.165,00;3.785,75
03.11.2023 03:00;03.11.2023 03:15;11.059,25;12.204,75;1.145,50;3.853,75
03.11.2023 03:15;03.11.2023 03:30;11.121,25;12.273,25;1.152,00;3.874,25
03.11.2023 03:30;03.11.2023 03:45;11.190,50;12.349,50;1.159,00;3.868,50
03.11.2023 03:45;03.11.2023 04:00;11.282,25;12.406,50;1.124,25;3.946,75
03.11.2023 04:00;03.11.2023 04:15;11.399,50;12.495,50;1.096,00;4.012,50
03.11.2023 04:15;03.11.2023 04:30;11.453,50;12.544,00;1.090,50;4.024,00
03.11.2023 04:30;03.11.2023 04:45;11.564,25;12.604,50;1.040,25;4.024,25
03.11.2023 04:45;03.11.2023 05:00;11.693,25;12.551,00;857,75;4.144,50
03.11.2023 05:00;03.11.2023 05:15;12.044,50;12.945,00;900,50;4.544,00
03.11.2023 05:15;03.11.2023 05:30;12.331,25;13.153,50;822,25;4.857,25
03.11.2023 05:30;03.11.2023 05:45;12.408,50;12.868,00;459,50;5.059,25
03.11.2023 05:45;03.11.2023 06:00;12.782,75;13.008,50;225,75;5.369,00
03.11.2023 06:00;03.11.2023 06:15;13.512,25;13.921,00;408,75;5.881,00
03.11.2023 06:15;03.11.2023 06:30;13.962,25;14.143,25;181,00;6.336,25
03.11.2023 06:30;03.11.2023 06:45;14.289,75;14.376,50;86,75;6.684,25
03.11.2023 06:45;03.11.2023 07:00;14.704,75;14.766,25;61,50;7.176,00
03.11.2023 07:00;03.11.2023 07:15;15.168,25;15.234,00;65,75;7.456,75
03.11.2023 07:15;03.11.2023 07:30;15.371,00;15.383,00;12,00;7.687,00
03.11.2023 07:30;03.11.2023 07:45;15.539,50;15.549,00;9,50;7.869,00
03.11.2023 07:45;03.11.2023 08:00;15.733,75;15.737,50;3,75;8.049,25
03.11.2023 08:00;03.11.2023 08:15;15.956,50;15.958,50;2,00;8.194,75
03.11.2023 08:15;03.11.2023 08:30;16.058,00;16.059,00;1,00;8.282,25
03.11.2023 08:30;03.11.2023 08:45;16.153,00;16.154,75;1,75;8.275,25
03.11.2023 08:45;03.11.2023 09:00;16.150,25;16.152,50;2,25;8.123,00
03.11.2023 09:00;03.11.2023 09:15;16.138,00;16.139,75;1,75;7.918,50
03.11.2023 09:15;03.11.2023 09:30;16.189,25;16.190,25;1,00;7.824,25
03.11.2023 09:30;03.11.2023 09:45;16.326,50;16.327,25;0,75;7.918,50
03.11.2023 09:45;03.11.2023 10:00;16.287,25;16.317,50;30,25;7.762,75
03.11.2023 10:00;03.11.2023 10:15;16.187,25;16.187,50;0,25;7.448,75
03.11.2023 10:15;03.11.2023 10:30;16.216,25;16.217,25;1,00;7.310,00
03.11.2023 10:30;03.11.2023 10:45;16.238,50;16.239,25;0,75;7.184,00
03.11.2023 10:45;03.11.2023 11:00;16.289,25;16.290,00;0,75;7.144,75
03.11.2023 11:00;03.11.2023 11:15;16.278,75;16.280,50;1,75;6.997,50
03.11.2023 11:15;03.11.2023 11:30;16.252,00;16.253,75;1,75;6.844,75
03.11.2023 11:30;03.11.2023 11:45;16.211,25;16.218,00;6,75;6.793,25
03.11.2023 11:45;03.11.2023 12:00;16.156,25;16.189,50;33,25;6.800,00
03.11.2023 12:00;03.11.2023 12:15;15.992,50;15.996,00;3,50;6.773,00
03.11.2023 12:15;03.11.2023 12:30;15.938,75;15.941,00;2,25;6.760,50
03.11.2023 12:30;03.11.2023 12:45;15.913,75;15.916,00;2,25;6.843,00
03.11.2023 12:45;03.11.2023 13:00;15.826,00;15.828,25;2,25;6.872,00
03.11.2023 13:00;03.11.2023 13:15;15.784,25;15.785,75;1,50;6.881,75
03.11.2023 13:15;03.11.2023 13:30;15.651,00;15.653,00;2,00;6.914,00
03.11.2023 13:30;03.11.2023 13:45;15.559,75;15.587,75;28,00;7.007,75
03.11.2023 13:45;03.11.2023 14:00;15.379,75;15.414,00;34,25;7.056,75
03.11.2023 14:00;03.11.2023 14:15;15.303,75;15.402,75;99,00;7.196,50
03.11.2023 14:15;03.11.2023 14:30;15.384,75;15.410,25;25,50;7.552,75
03.11.2023 14:30;03.11.2023 14:45;15.068,00;15.069,25;1,25;7.576,00
03.11.2023 14:45;03.11.2023 15:00;15.052,75;15.053,75;1,00;7.897,75
03.11.2023 15:00;03.11.2023 15:15;15.109,25;15.111,50;2,25;8.266,75
03.11.2023 15:15;03.11.2023 15:30;15.080,00;15.081,75;1,75;8.519,50
03.11.2023 15:30;03.11.2023 15:45;15.029,25;15.030,50;1,25;8.840,75
03.11.2023 15:45;03.11.2023 16:00;15.013,75;15.015,25;1,50;9.129,75
03.11.2023 16:00;03.11.2023 16:15;15.150,00;15.152,75;2,75;9.482,50
03.11.2023 16:15;03.11.2023 16:30;15.201,75;15.203,25;1,50;9.578,00
03.11.2023 16:30;03.11.2023 16:45;15.257,75;15.259,25;1,50;9.598,25
03.11.2023 16:45;03.11.2023 17:00;15.413,00;15.414,50;1,50;9.698,00
03.11.2023 17:00;03.11.2023 17:15;15.640,75;15.641,75;1,00;9.785,50
03.11.2023 17:15;03.11.2023 17:30;15.792,75;15.793,75;1,00;9.799,75
03.11.2023 17:30;03.11.2023 17:45;15.877,75;15.878,50;0,75;9.802,75
03.11.2023 17:45;03.11.2023 18:00;15.875,00;15.875,75;0,75;9.731,25
03.11.2023 18:00;03.11.2023 18:15;15.817,00;15.817,75;0,75;9.588,00
03.11.2023 18:15;03.11.2023 18:30;15.758,50;15.759,25;0,75;9.393,00
03.11.2023 18:30;03.11.2023 18:45;15.640,75;15.641,50;0,75;9.148,75
03.11.2023 18:45;03.11.2023 19:00;15.561,00;15.561,75;0,75;8.951,50
03.11.2023 19:00;03.11.2023 19:15;15.389,00;15.390,00;1,00;8.690,25
03.11.2023 19:15;03.11.2023 19:30;15.312,75;15.314,75;2,00;8.561,00
03.11.2023 19:30;03.11.2023 19:45;15.166,00;15.168,25;2,25;8.300,00
03.11.2023 19:45;03.11.2023 20:00;15.010,25;15.012,50;2,25;8.070,50
03.11.2023 20:00;03.11.2023 20:15;14.719,00;14.742,25;23,25;7.605,50
03.11.2023 20:15;03.11.2023 20:30;14.560,50;14.758,00;197,50;7.267,50
03.11.2023 20:30;03.11.2023 20:45;14.357,25;14.573,75;216,50;7.019,00
03.11.2023 20:45;03.11.2023 21:00;14.125,25;14.374,25;249,00;6.691,25
03.11.2023 21:00;03.11.2023 21:15;13.911,75;13.958,50;46,75;6.408,00
03.11.2023 21:15;03.11.2023 21:30;13.754,25;13.790,75;36,50;6.174,75
03.11.2023 21:30;03.11.2023 21:45;13.486,00;13.528,50;42,50;5.939,25
03.11.2023 21:45;03.11.2023 22:00;13.208,50;13.481,00;272,50;5.781,00
03.11.2023 22:00;03.11.2023 22:15;12.966,00;12.974,50;8,50;5.778,75
03.11.2023 22:15;03.11.2023 22:30;12.738,75;12.745,25;6,50;5.640,00
03.11.2023 22:30;03.11.2023 22:45;12.505,25;12.509,75;4,50;5.415,50
03.11.2023 22:45;03.11.2023 23:00;12.226,75;12.242,00;15,25;5.120,00
03.11.2023 23:00;03.11.2023 23:15;12.040,00;12.071,75;31,75;4.924,00
03.11.2023 23:15;03.11.2023 23:30;11.938,75;12.022,25;83,50;4.862,75
03.11.2023 23:30;03.11.2023 23:45;11.732,75;11.806,00;73,25;4.637,75
03.11.2023 23:45;04.11.2023 00:00;11.426,50;11.633,25;206,75;4.268,00
04.11.2023 00:00;04.11.2023 00:15;11.274,25;11.385,25;111,00;4.082,00
04.11.2023 00:15;04.11.2023 00:30;11.091,50;11.227,75;136,25;3.836,00
04.11.2023 00:30;04.11.2023 00:45;11.034,50;11.275,25;240,75;3.736,25
04.11.2023 00:45;04.11.2023 01:00;10.941,00;11.304,50;363,50;3.602,75
04.11.2023 01:00;04.11.2023 01:15;10.898,25;11.105,25;207,00;3.560,50
04.11.2023 01:15;04.11.2023 01:30;10.786,25;11.107,00;320,75;3.395,75
04.11.2023 01:30;04.11.2023 01:45;10.768,00;11.164,75;396,75;3.394,00
04.11.2023 01:45;04.11.2023 02:00;10.714,00;11.228,75;514,75;3.294,00
04.11.2023 02:00;04.11.2023 02:15;10.649,25;11.289,00;639,75;3.185,00
04.11.2023 02:15;04.11.2023 02:30;10.615,25;11.358,25;743,00;3.116,75
04.11.2023 02:30;04.11.2023 02:45;10.685,25;11.438,25;753,00;3.169,75
04.11.2023 02:45;04.11.2023 03:00;10.666,00;11.408,75;742,75;3.114,50
04.11.2023 03:00;04.11.2023 03:15;10.654,25;11.332,75;678,50;3.085,75
04.11.2023 03:15;04.11.2023 03:30;10.637,50;11.374,00;736,50;3.067,50
04.11.2023 03:30;04.11.2023 03:45;10.635,75;11.367,50;731,75;3.096,25
04.11.2023 03:45;04.11.2023 04:00;10.683,00;11.508,50;825,50;3.168,75
04.11.2023 04:00;04.11.2023 04:15;10.802,00;11.886,75;1.084,75;3.292,50
04.11.2023 04:15;04.11.2023 04:30;10.771,75;11.895,50;1.123,75;3.270,75
04.11.2023 04:30;04.11.2023 04:45;10.851,25;11.945,25;1.094,00;3.329,75
04.11.2023 04:45;04.11.2023 05:00;10.920,50;12.025,00;1.104,50;3.323,50
04.11.2023 05:00;04.11.2023 05:15;10.931,00;12.056,50;1.125,50;3.274,25
04.11.2023 05:15;04.11.2023 05:30;10.978,25;12.134,00;1.155,75;3.310,00
04.11.2023 05:30;04.11.2023 05:45;10.950,25;12.034,75;1.084,50;3.341,00
