Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.02.2018 05:45;01.02.2018 06:00;1.197,75;456,00;1.056,25;4.128,00;0,00;59,50;2.303,50;3.931,50;1.535,75;1.240,00;230,75;325,75
01.02.2018 06:00;01.02.2018 06:15;1.198,25;453,75;1.014,25;4.205,00;0,00;59,75;2.285,75;3.972,25;1.702,00;1.331,75;166,00;307,00
01.02.2018 06:15;01.02.2018 06:30;1.201,00;452,75;954,50;4.244,25;0,00;60,00;2.291,50;4.011,75;1.827,75;1.394,25;315,50;306,75
01.02.2018 06:30;01.02.2018 06:45;1.202,75;455,50;848,50;4.262,25;0,00;60,00;2.296,25;4.035,25;1.947,75;1.418,00;497,00;308,00
01.02.2018 06:45;01.02.2018 07:00;1.204,25;455,00;845,75;4.263,50;0,00;60,00;2.297,75;4.040,25;2.062,50;1.478,00;689,50;306,75
01.02.2018 07:00;01.02.2018 07:15;1.207,25;451,50;830,50;4.247,25;0,00;60,00;2.271,75;4.064,75;2.096,50;1.563,50;703,50;309,00
01.02.2018 07:15;01.02.2018 07:30;1.212,75;466,50;829,00;4.252,75;0,00;60,25;2.274,75;4.088,25;2.158,50;1.582,75;902,75;309,50
01.02.2018 07:30;01.02.2018 07:45;1.212,25;470,00;890,50;4.258,75;0,00;60,25;2.277,25;4.098,50;2.180,25;1.617,50;921,50;309,50
01.02.2018 07:45;01.02.2018 08:00;1.215,50;465,75;896,25;4.291,25;2,00;60,75;2.283,00;4.100,25;2.186,00;1.634,00;955,25;309,75
01.02.2018 08:00;01.02.2018 08:15;1.220,25;463,50;855,50;4.310,00;17,00;60,75;2.272,75;4.092,25;2.117,75;1.634,75;667,25;310,25
01.02.2018 08:15;01.02.2018 08:30;1.222,25;464,50;823,00;4.275,00;62,50;60,75;2.280,25;4.101,75;2.149,25;1.641,50;668,00;308,75
01.02.2018 08:30;01.02.2018 08:45;1.221,00;464,00;901,75;4.264,75;167,00;60,75;2.282,50;4.095,25;2.197,00;1.655,50;482,75;309,00
01.02.2018 08:45;01.02.2018 09:00;1.218,50;466,75;977,25;4.177,75;298,25;60,75;2.282,25;4.098,00;2.207,25;1.664,00;372,50;308,75
01.02.2018 09:00;01.02.2018 09:15;1.212,50;470,50;993,50;4.125,00;440,50;60,75;2.286,50;4.059,50;2.153,00;1.660,50;573,50;310,00
01.02.2018 09:15;01.02.2018 09:30;1.212,00;477,00;986,00;4.123,75;593,75;60,75;2.284,75;4.035,25;2.146,00;1.660,50;543,25;309,25
01.02.2018 09:30;01.02.2018 09:45;1.210,25;470,00;985,00;4.168,25;766,50;60,75;2.283,00;4.029,75;2.149,00;1.660,75;491,50;310,25
01.02.2018 09:45;01.02.2018 10:00;1.211,25;468,25;998,75;4.151,50;910,25;60,75;2.275,75;4.045,00;2.145,25;1.660,00;312,25;309,25
01.02.2018 10:00;01.02.2018 10:15;1.208,50;472,00;943,50;4.140,75;1.035,75;60,75;2.278,25;3.956,50;2.118,25;1.662,50;457,75;310,00
01.02.2018 10:15;01.02.2018 10:30;1.209,00;469,50;945,75;4.169,25;1.166,00;60,75;2.277,75;3.947,25;2.045,75;1.662,00;333,25;307,50
01.02.2018 10:30;01.02.2018 10:45;1.209,00;460,50;984,50;4.264,00;1.297,50;60,75;2.278,50;3.942,50;2.130,25;1.664,25;254,25;307,00
01.02.2018 10:45;01.02.2018 11:00;1.209,50;461,75;992,75;4.312,75;1.397,25;60,75;2.273,50;3.945,50;2.114,25;1.669,75;168,00;309,50
01.02.2018 11:00;01.02.2018 11:15;1.209,75;465,00;991,75;4.413,00;1.451,00;60,75;2.270,00;3.898,00;1.989,25;1.673,25;243,25;309,75
01.02.2018 11:15;01.02.2018 11:30;1.214,50;465,50;999,25;4.506,50;1.507,25;60,50;2.268,75;3.874,00;1.971,25;1.678,25;312,50;308,50
01.02.2018 11:30;01.02.2018 11:45;1.214,00;466,00;995,50;4.645,00;1.565,75;60,50;2.268,50;3.883,75;1.965,50;1.676,50;311,25;308,50
01.02.2018 11:45;01.02.2018 12:00;1.214,75;466,50;991,00;4.773,00;1.574,50;60,50;2.266,00;3.881,25;1.935,75;1.661,25;218,00;308,00
01.02.2018 12:00;01.02.2018 12:15;1.214,25;467,75;1.000,00;4.772,50;1.590,25;60,50;2.264,50;3.908,75;1.902,75;1.589,50;326,25;310,75
01.02.2018 12:15;01.02.2018 12:30;1.215,50;467,25;1.008,00;4.774,50;1.520,00;60,50;2.264,25;3.911,75;1.898,25;1.576,50;221,75;308,50
01.02.2018 12:30;01.02.2018 12:45;1.216,25;469,00;1.009,75;4.805,00;1.480,75;60,50;2.264,00;3.919,75;1.891,00;1.577,50;167,75;310,00
01.02.2018 12:45;01.02.2018 13:00;1.218,00;470,00;1.007,25;4.744,25;1.485,25;60,50;2.260,25;3.921,50;1.899,00;1.574,25;166,50;309,00
01.02.2018 13:00;01.02.2018 13:15;1.217,00;474,50;1.003,25;4.695,50;1.456,75;60,50;2.265,50;3.928,25;1.966,75;1.578,50;213,25;309,00
01.02.2018 13:15;01.02.2018 13:30;1.216,75;474,75;1.001,50;4.666,75;1.401,25;60,50;2.265,00;3.924,50;1.981,75;1.579,25;245,25;308,75
01.02.2018 13:30;01.02.2018 13:45;1.215,50;479,50;1.005,50;4.593,75;1.296,50;60,50;2.264,00;3.936,00;1.997,25;1.586,25;284,25;308,25
01.02.2018 13:45;01.02.2018 14:00;1.218,00;482,00;1.010,50;4.519,75;1.258,25;60,50;2.259,00;3.928,50;1.998,25;1.588,25;205,75;309,75
01.02.2018 14:00;01.02.2018 14:15;1.218,00;478,00;1.011,25;4.397,00;1.181,25;60,50;2.259,50;3.962,00;2.093,75;1.599,00;143,25;307,75
01.02.2018 14:15;01.02.2018 14:30;1.220,25;478,75;1.008,50;4.323,00;1.080,25;60,50;2.262,25;3.975,00;2.108,50;1.604,00;157,00;307,50
01.02.2018 14:30;01.02.2018 14:45;1.221,50;479,25;1.010,50;4.309,75;941,75;60,50;2.263,00;3.987,50;2.145,50;1.611,50;135,00;308,00
01.02.2018 14:45;01.02.2018 15:00;1.221,75;479,75;1.007,75;4.232,25;830,25;60,50;2.265,00;3.986,25;2.248,75;1.607,00;270,25;308,50
01.02.2018 15:00;01.02.2018 15:15;1.216,75;484,75;1.009,75;4.072,00;697,25;60,50;2.263,25;4.057,00;2.298,00;1.616,00;299,00;308,75
01.02.2018 15:15;01.02.2018 15:30;1.217,75;481,75;1.056,75;3.977,00;595,75;60,50;2.265,00;4.072,00;2.233,00;1.628,75;322,75;307,75
01.02.2018 15:30;01.02.2018 15:45;1.221,75;490,50;1.064,00;3.849,75;509,50;60,50;2.266,75;4.085,75;2.239,50;1.633,00;385,75;308,25
01.02.2018 15:45;01.02.2018 16:00;1.219,75;490,25;1.064,50;3.769,00;388,25;60,50;2.263,50;4.084,00;2.251,75;1.637,00;442,00;308,25
01.02.2018 16:00;01.02.2018 16:15;1.220,50;492,75;1.065,25;3.688,75;290,50;60,50;2.259,25;4.110,00;2.353,25;1.643,75;460,25;306,50
01.02.2018 16:15;01.02.2018 16:30;1.225,75;491,75;1.062,75;3.618,50;187,75;60,50;2.266,75;4.127,00;2.372,50;1.659,00;526,75;305,25
01.02.2018 16:30;01.02.2018 16:45;1.224,75;505,00;1.061,25;3.655,75;106,50;60,25;2.267,75;4.128,00;2.378,50;1.677,75;552,50;303,00
01.02.2018 16:45;01.02.2018 17:00;1.229,25;508,75;1.061,25;3.788,00;34,50;60,25;2.266,00;4.125,50;2.380,50;1.687,75;610,00;305,75
01.02.2018 17:00;01.02.2018 17:15;1.230,50;501,50;1.064,75;3.885,25;8,00;60,25;2.246,50;4.098,00;2.439,75;1.716,75;879,25;324,50
01.02.2018 17:15;01.02.2018 17:30;1.233,25;522,50;1.058,25;3.996,50;0,75;60,25;2.261,75;4.116,50;2.443,75;1.727,25;850,75;324,00
01.02.2018 17:30;01.02.2018 17:45;1.233,50;521,50;1.059,75;4.151,50;0,00;60,25;2.265,50;4.121,25;2.444,50;1.731,00;1.027,50;324,75
01.02.2018 17:45;01.02.2018 18:00;1.231,00;516,25;1.055,75;4.320,75;0,00;60,25;2.266,00;4.103,75;2.443,00;1.731,50;1.096,75;325,50
01.02.2018 18:00;01.02.2018 18:15;1.230,25;515,25;1.056,50;4.419,00;0,00;60,25;2.260,00;4.024,75;2.434,00;1.766,25;993,50;328,00
01.02.2018 18:15;01.02.2018 18:30;1.233,50;515,00;1.051,00;4.511,75;0,00;60,25;2.265,50;4.010,75;2.432,50;1.766,25;883,75;327,75
01.02.2018 18:30;01.02.2018 18:45;1.234,50;512,25;1.048,25;4.632,25;0,00;60,25;2.264,00;4.017,00;2.425,25;1.769,50;824,00;327,75
01.02.2018 18:45;01.02.2018 19:00;1.234,75;515,50;1.045,75;4.723,25;0,00;60,25;2.263,75;4.015,00;2.412,00;1.765,75;573,00;329,50
01.02.2018 19:00;01.02.2018 19:15;1.234,25;529,25;990,50;4.865,00;0,00;60,50;2.261,75;4.017,75;2.375,25;1.756,50;620,50;328,25
01.02.2018 19:15;01.02.2018 19:30;1.235,00;522,50;862,50;4.898,75;0,00;60,50;2.268,75;4.030,25;2.362,25;1.754,50;457,75;329,50
01.02.2018 19:30;01.02.2018 19:45;1.236,50;509,00;748,50;4.945,75;0,00;60,25;2.267,25;4.037,50;2.333,75;1.756,50;426,25;327,75
01.02.2018 19:45;01.02.2018 20:00;1.234,25;505,25;731,25;4.990,25;0,00;60,25;2.264,25;4.025,50;2.301,75;1.740,00;185,25;328,50
01.02.2018 20:00;01.02.2018 20:15;1.230,00;510,00;693,50;5.033,50;0,00;60,50;2.270,75;4.034,50;2.170,50;1.700,50;206,00;331,00
01.02.2018 20:15;01.02.2018 20:30;1.230,75;513,75;791,25;5.120,00;0,00;60,75;2.265,75;4.016,75;2.102,25;1.662,00;77,50;329,50
01.02.2018 20:30;01.02.2018 20:45;1.228,75;499,25;800,00;5.129,75;0,00;60,50;2.265,75;4.005,25;2.005,50;1.639,25;62,75;331,00
01.02.2018 20:45;01.02.2018 21:00;1.228,00;495,75;767,00;5.119,75;0,00;60,50;2.258,25;3.972,25;1.951,25;1.630,25;57,50;331,75
01.02.2018 21:00;01.02.2018 21:15;1.223,25;497,75;751,25;5.167,75;0,00;60,50;2.266,75;3.975,75;1.947,00;1.593,75;139,75;330,25
01.02.2018 21:15;01.02.2018 21:30;1.223,75;495,50;719,25;5.227,25;0,00;60,75;2.264,25;3.971,50;1.861,25;1.584,50;107,00;331,50
01.02.2018 21:30;01.02.2018 21:45;1.224,00;492,75;718,25;5.276,00;0,00;60,75;2.261,00;3.988,25;1.834,50;1.576,25;97,00;329,25
01.02.2018 21:45;01.02.2018 22:00;1.224,25;498,75;714,50;5.232,25;0,00;60,75;2.245,00;3.981,00;1.798,50;1.560,25;59,00;329,50
01.02.2018 22:00;01.02.2018 22:15;1.214,50;497,50;696,00;5.110,75;0,00;60,75;2.268,00;4.067,50;1.741,25;1.483,75;121,50;330,75
01.02.2018 22:15;01.02.2018 22:30;1.213,75;500,00;673,75;5.118,50;0,00;60,75;2.268,00;4.100,75;1.640,00;1.475,25;21,50;330,25
01.02.2018 22:30;01.02.2018 22:45;1.214,50;493,00;719,25;5.115,00;0,00;60,75;2.261,75;4.096,00;1.614,00;1.479,00;13,50;331,75
01.02.2018 22:45;01.02.2018 23:00;1.214,25;496,50;706,75;5.110,00;0,00;60,75;2.237,25;4.100,00;1.585,00;1.452,50;11,50;331,25
01.02.2018 23:00;01.02.2018 23:15;1.211,00;496,50;704,25;5.160,00;0,00;61,00;2.235,00;4.103,25;1.565,75;1.414,75;20,50;331,75
01.02.2018 23:15;01.02.2018 23:30;1.210,75;493,25;697,00;5.080,25;0,00;60,75;2.232,50;4.087,25;1.522,50;1.407,00;16,25;332,00
01.02.2018 23:30;01.02.2018 23:45;1.211,00;489,00;661,75;5.032,25;0,00;60,75;2.227,75;4.091,75;1.516,50;1.400,00;6,75;331,25
01.02.2018 23:45;02.02.2018 00:00;1.211,25;492,75;638,00;4.975,75;0,00;60,75;2.216,50;4.065,75;1.431,50;1.378,25;11,75;332,75
02.02.2018 00:00;02.02.2018 00:15;1.205,50;485,00;627,75;4.988,00;0,00;60,75;2.231,00;4.066,25;1.304,00;1.310,25;9,75;336,50
02.02.2018 00:15;02.02.2018 00:30;1.204,25;493,00;588,50;4.939,00;0,00;60,75;2.249,00;4.065,50;1.261,75;1.286,25;7,75;336,50
02.02.2018 00:30;02.02.2018 00:45;1.201,75;500,00;530,75;4.864,25;0,00;60,75;2.249,50;4.095,50;1.264,50;1.287,25;11,50;336,75
02.02.2018 00:45;02.02.2018 01:00;1.202,25;500,00;471,75;4.812,75;0,00;60,75;2.262,50;4.123,25;1.289,25;1.288,75;16,00;336,75
02.02.2018 01:00;02.02.2018 01:15;1.199,00;493,25;448,25;4.736,25;0,00;60,75;2.266,75;4.129,75;1.327,25;1.284,50;40,00;335,50
02.02.2018 01:15;02.02.2018 01:30;1.199,25;486,00;407,00;4.696,75;0,00;60,75;2.263,25;4.135,75;1.311,50;1.286,25;22,25;335,50
02.02.2018 01:30;02.02.2018 01:45;1.201,50;486,50;388,75;4.699,75;0,00;60,75;2.263,00;4.139,75;1.323,25;1.289,25;16,00;337,00
02.02.2018 01:45;02.02.2018 02:00;1.202,25;492,50;368,75;4.644,75;0,00;60,75;2.260,50;4.141,00;1.302,50;1.287,75;15,75;337,25
02.02.2018 02:00;02.02.2018 02:15;1.200,00;493,25;338,75;4.593,50;0,00;60,75;2.265,25;4.148,75;1.337,00;1.287,00;16,00;336,25
02.02.2018 02:15;02.02.2018 02:30;1.200,25;487,00;314,75;4.569,00;0,00;60,75;2.258,00;4.141,50;1.362,75;1.287,50;13,50;336,25
02.02.2018 02:30;02.02.2018 02:45;1.198,00;486,75;307,75;4.501,00;0,00;60,75;2.243,75;4.141,25;1.410,50;1.290,50;6,50;337,00
02.02.2018 02:45;02.02.2018 03:00;1.199,50;486,50;306,00;4.503,25;0,00;60,75;2.216,00;4.147,75;1.427,50;1.288,00;6,25;337,00
02.02.2018 03:00;02.02.2018 03:15;1.194,75;488,25;294,50;4.508,75;0,00;60,75;2.193,25;4.151,00;1.459,75;1.288,75;6,50;335,00
02.02.2018 03:15;02.02.2018 03:30;1.195,25;484,50;286,50;4.524,00;0,00;60,50;2.191,25;4.149,75;1.465,25;1.289,75;6,25;335,25
02.02.2018 03:30;02.02.2018 03:45;1.195,25;484,50;314,00;4.521,25;0,00;60,75;2.156,50;4.168,25;1.452,25;1.291,25;6,00;334,25
02.02.2018 03:45;02.02.2018 04:00;1.195,00;487,25;308,00;4.520,75;0,00;60,50;2.141,00;4.167,00;1.432,00;1.289,00;6,25;334,00
02.02.2018 04:00;02.02.2018 04:15;1.194,75;488,75;319,75;4.518,25;0,00;60,50;2.172,75;4.153,50;1.463,25;1.307,00;6,25;334,25
02.02.2018 04:15;02.02.2018 04:30;1.196,50;483,00;316,00;4.497,50;0,00;60,50;2.203,00;4.159,00;1.560,75;1.309,00;6,25;334,75
02.02.2018 04:30;02.02.2018 04:45;1.197,50;486,50;333,25;4.428,25;0,00;60,50;2.232,50;4.176,50;1.656,75;1.312,50;4,50;335,25
02.02.2018 04:45;02.02.2018 05:00;1.198,00;485,00;332,75;4.358,00;0,00;60,50;2.215,25;4.179,50;1.771,75;1.326,00;4,50;335,25
02.02.2018 05:00;02.02.2018 05:15;1.200,50;489,00;349,25;4.353,50;0,00;60,75;2.181,75;4.184,75;1.964,75;1.375,25;22,50;334,75
02.02.2018 05:15;02.02.2018 05:30;1.203,25;486,00;333,25;4.307,50;0,00;60,50;2.180,75;4.205,50;2.057,50;1.398,75;24,00;335,00
02.02.2018 05:30;02.02.2018 05:45;1.200,25;490,00;351,75;4.275,00;0,00;60,75;2.217,25;4.224,75;2.179,00;1.403,50;27,25;334,75
02.02.2018 05:45;02.02.2018 06:00;1.201,25;497,25;358,25;4.302,00;0,00;60,50;2.253,25;4.217,75;2.327,25;1.427,25;113,00;334,75
02.02.2018 06:00;02.02.2018 06:15;1.199,00;482,25;365,25;4.288,50;0,00;60,50;2.240,75;4.201,75;2.508,50;1.515,75;449,25;335,25
02.02.2018 06:15;02.02.2018 06:30;1.204,50;486,00;334,25;4.208,00;0,00;60,50;2.280,75;4.228,25;2.662,75;1.541,00;488,75;334,25
02.02.2018 06:30;02.02.2018 06:45;1.207,50;485,50;326,75;4.116,25;0,00;60,50;2.296,50;4.231,00;2.826,00;1.606,75;675,25;334,50
02.02.2018 06:45;02.02.2018 07:00;1.211,75;486,00;328,25;4.028,75;0,00;60,50;2.315,00;4.210,50;2.963,75;1.627,50;798,00;335,00
02.02.2018 07:00;02.02.2018 07:15;1.218,50;485,50;331,50;4.013,50;0,00;60,75;2.306,00;4.191,25;3.156,75;1.667,75;632,25;335,00
02.02.2018 07:15;02.02.2018 07:30;1.223,00;486,50;331,00;3.997,50;0,25;60,75;2.331,25;4.197,75;3.265,25;1.720,50;787,25;334,75
02.02.2018 07:30;02.02.2018 07:45;1.222,25;484,75;350,50;3.936,50;0,25;60,75;2.336,25;4.197,50;3.351,50;1.786,50;807,50;334,75
02.02.2018 07:45;02.02.2018 08:00;1.222,00;483,75;369,50;3.885,00;5,25;60,75;2.335,25;4.207,00;3.441,50;1.819,50;831,00;335,00
02.02.2018 08:00;02.02.2018 08:15;1.226,75;483,00;410,75;3.871,25;41,75;60,75;2.328,00;4.211,50;3.499,00;1.878,25;659,00;331,00
02.02.2018 08:15;02.02.2018 08:30;1.231,75;483,25;454,75;3.790,00;119,75;60,75;2.337,75;4.244,75;3.536,00;1.883,00;585,75;331,00
02.02.2018 08:30;02.02.2018 08:45;1.229,75;472,00;469,00;3.712,75;215,00;60,75;2.342,25;4.267,00;3.543,75;1.889,50;627,75;331,00
02.02.2018 08:45;02.02.2018 09:00;1.231,75;487,50;480,25;3.606,75;343,50;60,75;2.344,50;4.273,75;3.534,75;1.876,00;603,75;331,25
02.02.2018 09:00;02.02.2018 09:15;1.231,00;489,00;521,25;3.478,25;493,75;60,75;2.344,75;4.255,50;3.562,00;1.875,75;457,75;331,50
02.02.2018 09:15;02.02.2018 09:30;1.232,00;487,00;557,50;3.383,50;662,50;60,50;2.345,00;4.274,25;3.574,50;1.875,00;407,00;331,50
02.02.2018 09:30;02.02.2018 09:45;1.232,75;477,75;636,00;3.313,00;845,25;60,00;2.342,00;4.282,00;3.569,75;1.883,00;366,25;332,50
02.02.2018 09:45;02.02.2018 10:00;1.232,75;481,75;646,25;3.273,75;1.020,75;60,00;2.341,50;4.293,25;3.568,50;1.871,75;343,75;332,00
02.02.2018 10:00;02.02.2018 10:15;1.230,50;489,00;632,50;3.167,25;1.189,50;60,00;2.344,25;4.291,50;3.566,75;1.871,00;269,00;333,25
02.02.2018 10:15;02.02.2018 10:30;1.230,00;488,25;664,00;3.044,25;1.347,50;60,00;2.343,25;4.302,75;3.553,00;1.877,25;188,00;332,00
02.02.2018 10:30;02.02.2018 10:45;1.230,50;490,00;688,25;2.972,50;1.488,00;60,25;2.342,25;4.286,50;3.535,50;1.859,25;169,75;334,00
02.02.2018 10:45;02.02.2018 11:00;1.231,75;482,50;709,75;2.960,75;1.612,25;60,00;2.335,50;4.289,00;3.518,00;1.831,50;111,75;333,50
02.02.2018 11:00;02.02.2018 11:15;1.229,00;481,75;713,00;2.974,75;1.787,25;60,00;2.341,50;4.327,75;3.498,00;1.864,75;175,75;332,75
02.02.2018 11:15;02.02.2018 11:30;1.229,75;490,50;755,25;2.943,50;1.860,00;60,25;2.340,25;4.344,00;3.476,50;1.874,75;117,75;333,25
02.02.2018 11:30;02.02.2018 11:45;1.228,25;482,75;784,50;2.911,00;1.916,25;60,50;2.343,50;4.377,50;3.433,75;1.876,75;188,00;333,50
02.02.2018 11:45;02.02.2018 12:00;1.228,75;480,75;779,00;2.869,75;1.939,00;60,50;2.341,75;4.380,75;3.434,50;1.870,75;112,75;331,00
02.02.2018 12:00;02.02.2018 12:15;1.228,75;481,75;799,00;2.848,00;1.975,25;60,50;2.342,50;4.416,75;3.401,00;1.840,00;133,75;328,50
02.02.2018 12:15;02.02.2018 12:30;1.231,75;482,50;791,00;2.826,00;1.879,50;60,50;2.343,00;4.427,00;3.365,50;1.834,50;152,00;330,75
02.02.2018 12:30;02.02.2018 12:45;1.231,00;483,75;767,75;2.778,00;1.809,00;60,50;2.343,25;4.429,25;3.345,25;1.836,75;152,75;332,00
02.02.2018 12:45;02.02.2018 13:00;1.230,25;488,25;774,00;2.775,75;1.743,50;60,50;2.342,75;4.416,50;3.338,75;1.834,00;157,25;335,00
02.02.2018 13:00;02.02.2018 13:15;1.227,00;493,25;837,75;2.722,25;1.696,00;60,50;2.343,75;4.345,00;3.323,25;1.835,00;195,75;339,00
02.02.2018 13:15;02.02.2018 13:30;1.229,75;492,00;880,75;2.635,00;1.587,50;60,25;2.345,00;4.345,00;3.334,25;1.836,00;216,25;342,75
02.02.2018 13:30;02.02.2018 13:45;1.228,00;485,50;913,00;2.570,50;1.477,50;60,25;2.345,00;4.346,00;3.350,50;1.853,50;186,50;341,75
02.02.2018 13:45;02.02.2018 14:00;1.228,50;483,25;934,00;2.541,25;1.381,25;60,25;2.340,75;4.354,00;3.363,50;1.851,25;116,00;342,00
02.02.2018 14:00;02.02.2018 14:15;1.225,25;488,75;939,00;2.533,00;1.249,50;60,25;2.342,75;4.354,00;3.420,75;1.858,25;144,25;345,25
02.02.2018 14:15;02.02.2018 14:30;1.225,75;490,50;940,50;2.510,25;1.177,00;60,25;2.344,25;4.350,50;3.448,00;1.861,25;150,75;345,25
02.02.2018 14:30;02.02.2018 14:45;1.227,00;483,00;951,75;2.476,00;1.066,00;60,25;2.343,25;4.346,75;3.478,75;1.864,25;124,75;345,25
02.02.2018 14:45;02.02.2018 15:00;1.224,50;488,50;952,50;2.460,25;944,25;60,25;2.339,50;4.333,00;3.483,75;1.852,75;129,00;346,00
02.02.2018 15:00;02.02.2018 15:15;1.224,00;480,25;960,25;2.445,75;846,50;60,25;2.341,00;4.317,75;3.476,00;1.842,00;66,75;344,75
02.02.2018 15:15;02.02.2018 15:30;1.224,75;481,00;962,50;2.415,50;701,75;60,25;2.341,25;4.296,75;3.493,75;1.852,75;128,75;346,50
02.02.2018 15:30;02.02.2018 15:45;1.224,00;480,50;970,00;2.506,00;567,00;60,50;2.338,25;4.301,50;3.489,25;1.856,75;136,00;347,50
02.02.2018 15:45;02.02.2018 16:00;1.223,25;483,50;978,25;2.451,25;434,75;60,50;2.342,00;4.309,50;3.483,75;1.865,75;165,75;348,50
02.02.2018 16:00;02.02.2018 16:15;1.225,25;482,00;964,50;2.390,75;307,25;60,75;2.338,50;4.317,25;3.478,00;1.882,25;459,75;345,75
02.02.2018 16:15;02.02.2018 16:30;1.229,00;487,25;957,25;2.397,25;202,75;60,75;2.342,50;4.314,75;3.476,75;1.873,25;469,75;343,75
