Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.10.2022 13:15;01.10.2022 13:30;13.846,50;14.667,75;821,25;3.608,75
01.10.2022 13:30;01.10.2022 13:45;13.743,75;14.860,75;1.117,00;3.457,50
01.10.2022 13:45;01.10.2022 14:00;13.603,50;14.893,50;1.290,00;3.356,75
01.10.2022 14:00;01.10.2022 14:15;13.549,75;14.834,75;1.285,00;3.409,25
01.10.2022 14:15;01.10.2022 14:30;13.432,25;14.766,50;1.334,25;3.251,00
01.10.2022 14:30;01.10.2022 14:45;13.355,25;14.696,00;1.340,75;3.295,50
01.10.2022 14:45;01.10.2022 15:00;13.235,00;14.565,25;1.330,25;3.296,25
01.10.2022 15:00;01.10.2022 15:15;13.242,00;14.254,50;1.012,50;3.288,25
01.10.2022 15:15;01.10.2022 15:30;13.119,00;14.107,25;988,25;3.148,75
01.10.2022 15:30;01.10.2022 15:45;13.058,00;14.023,00;965,00;3.089,25
01.10.2022 15:45;01.10.2022 16:00;12.970,75;13.870,50;899,75;3.143,25
01.10.2022 16:00;01.10.2022 16:15;13.060,25;14.045,50;985,25;3.514,00
01.10.2022 16:15;01.10.2022 16:30;12.979,00;13.923,25;944,25;3.723,00
01.10.2022 16:30;01.10.2022 16:45;12.879,00;13.633,25;754,25;3.687,25
01.10.2022 16:45;01.10.2022 17:00;12.888,25;13.407,25;519,00;4.003,75
01.10.2022 17:00;01.10.2022 17:15;12.921,50;13.219,50;298,00;4.235,25
01.10.2022 17:15;01.10.2022 17:30;12.931,25;13.131,75;200,50;4.417,25
01.10.2022 17:30;01.10.2022 17:45;13.056,75;13.183,75;127,00;4.825,00
01.10.2022 17:45;01.10.2022 18:00;13.122,50;13.186,75;64,25;5.159,25
01.10.2022 18:00;01.10.2022 18:15;13.176,50;13.266,75;90,25;5.451,25
01.10.2022 18:15;01.10.2022 18:30;13.175,75;13.239,50;63,75;5.609,25
01.10.2022 18:30;01.10.2022 18:45;13.289,25;13.345,50;56,25;5.798,00
01.10.2022 18:45;01.10.2022 19:00;13.295,50;13.350,00;54,50;5.812,50
01.10.2022 19:00;01.10.2022 19:15;13.466,75;13.521,50;54,75;5.983,00
01.10.2022 19:15;01.10.2022 19:30;13.507,25;13.562,00;54,75;5.962,75
01.10.2022 19:30;01.10.2022 19:45;13.542,25;13.608,00;65,75;5.846,50
01.10.2022 19:45;01.10.2022 20:00;13.356,00;13.488,00;132,00;5.623,00
01.10.2022 20:00;01.10.2022 20:15;13.263,25;13.321,50;58,25;5.557,75
01.10.2022 20:15;01.10.2022 20:30;13.022,50;13.105,50;83,00;5.310,25
01.10.2022 20:30;01.10.2022 20:45;12.770,50;12.908,25;137,75;5.008,50
01.10.2022 20:45;01.10.2022 21:00;12.609,75;12.776,50;166,75;4.841,50
01.10.2022 21:00;01.10.2022 21:15;12.593,75;12.682,25;88,50;4.969,25
01.10.2022 21:15;01.10.2022 21:30;12.404,25;12.504,00;99,75;4.816,50
01.10.2022 21:30;01.10.2022 21:45;12.189,50;12.515,25;325,75;4.580,00
01.10.2022 21:45;01.10.2022 22:00;11.940,75;12.302,75;362,00;4.171,25
01.10.2022 22:00;01.10.2022 22:15;11.872,25;12.092,00;219,75;4.167,75
01.10.2022 22:15;01.10.2022 22:30;11.818,50;12.176,50;358,00;4.087,00
01.10.2022 22:30;01.10.2022 22:45;11.736,25;12.153,75;417,50;4.039,75
01.10.2022 22:45;01.10.2022 23:00;11.460,50;11.944,50;484,00;3.783,50
01.10.2022 23:00;01.10.2022 23:15;11.263,25;11.779,50;516,25;3.517,75
01.10.2022 23:15;01.10.2022 23:30;11.061,50;11.675,75;614,25;3.311,50
01.10.2022 23:30;01.10.2022 23:45;10.927,75;11.669,25;741,50;3.115,50
01.10.2022 23:45;02.10.2022 00:00;10.752,50;11.542,75;790,25;2.966,50
02.10.2022 00:00;02.10.2022 00:15;10.693,75;11.329,00;635,25;2.832,50
02.10.2022 00:15;02.10.2022 00:30;10.412,75;11.050,75;638,00;2.577,25
02.10.2022 00:30;02.10.2022 00:45;10.303,25;10.981,25;678,00;2.471,00
02.10.2022 00:45;02.10.2022 01:00;10.190,00;10.895,00;705,00;2.341,75
02.10.2022 01:00;02.10.2022 01:15;10.136,75;10.781,00;644,25;2.312,00
02.10.2022 01:15;02.10.2022 01:30;10.023,75;10.698,25;674,50;2.235,50
02.10.2022 01:30;02.10.2022 01:45;9.958,25;10.722,00;763,75;2.238,25
02.10.2022 01:45;02.10.2022 02:00;9.880,75;10.734,00;853,25;2.142,25
02.10.2022 02:00;02.10.2022 02:15;9.783,00;11.273,50;1.490,50;2.579,25
02.10.2022 02:15;02.10.2022 02:30;9.687,00;11.272,50;1.585,50;2.574,75
02.10.2022 02:30;02.10.2022 02:45;9.661,50;11.199,75;1.538,25;2.625,75
02.10.2022 02:45;02.10.2022 03:00;9.620,50;11.164,75;1.544,25;2.683,50
02.10.2022 03:00;02.10.2022 03:15;9.591,50;11.109,75;1.518,25;2.448,25
02.10.2022 03:15;02.10.2022 03:30;9.583,50;11.053,00;1.469,50;2.448,25
02.10.2022 03:30;02.10.2022 03:45;9.597,25;11.052,50;1.455,25;2.436,50
02.10.2022 03:45;02.10.2022 04:00;9.632,75;11.079,75;1.447,00;2.463,25
02.10.2022 04:00;02.10.2022 04:15;9.629,75;11.056,25;1.426,50;2.351,75
02.10.2022 04:15;02.10.2022 04:30;9.637,00;11.003,75;1.366,75;2.343,25
02.10.2022 04:30;02.10.2022 04:45;9.663,00;10.998,75;1.335,75;2.399,75
02.10.2022 04:45;02.10.2022 05:00;9.675,75;11.002,00;1.326,25;2.437,75
02.10.2022 05:00;02.10.2022 05:15;9.732,75;11.119,75;1.387,00;2.572,75
02.10.2022 05:15;02.10.2022 05:30;9.687,25;11.029,50;1.342,25;2.580,25
02.10.2022 05:30;02.10.2022 05:45;9.738,25;11.044,00;1.305,75;2.614,25
02.10.2022 05:45;02.10.2022 06:00;9.746,25;10.953,00;1.206,75;2.611,25
02.10.2022 06:00;02.10.2022 06:15;9.820,75;11.116,75;1.296,00;2.656,25
02.10.2022 06:15;02.10.2022 06:30;9.885,75;11.145,50;1.259,75;2.724,50
02.10.2022 06:30;02.10.2022 06:45;9.975,00;11.154,25;1.179,25;2.793,00
02.10.2022 06:45;02.10.2022 07:00;10.040,00;11.099,25;1.059,25;2.911,50
02.10.2022 07:00;02.10.2022 07:15;10.188,00;11.222,75;1.034,75;3.025,75
02.10.2022 07:15;02.10.2022 07:30;10.348,75;11.306,50;957,75;3.140,00
02.10.2022 07:30;02.10.2022 07:45;10.510,75;11.406,25;895,50;3.487,25
02.10.2022 07:45;02.10.2022 08:00;10.676,25;11.410,75;734,50;3.786,25
02.10.2022 08:00;02.10.2022 08:15;10.910,50;11.305,50;395,00;3.808,75
02.10.2022 08:15;02.10.2022 08:30;11.096,50;11.460,50;364,00;4.012,00
02.10.2022 08:30;02.10.2022 08:45;11.288,75;11.651,25;362,50;4.085,75
02.10.2022 08:45;02.10.2022 09:00;11.458,75;11.801,50;342,75;4.141,75
02.10.2022 09:00;02.10.2022 09:15;11.746,50;11.879,50;133,00;4.291,25
02.10.2022 09:15;02.10.2022 09:30;11.894,00;11.968,75;74,75;4.393,75
02.10.2022 09:30;02.10.2022 09:45;12.021,00;12.087,50;66,50;4.469,00
02.10.2022 09:45;02.10.2022 10:00;12.098,75;12.193,00;94,25;4.376,75
02.10.2022 10:00;02.10.2022 10:15;12.238,00;12.328,50;90,50;4.311,50
02.10.2022 10:15;02.10.2022 10:30;12.395,00;12.505,50;110,50;4.340,50
02.10.2022 10:30;02.10.2022 10:45;12.486,25;12.589,50;103,25;4.364,00
02.10.2022 10:45;02.10.2022 11:00;12.610,00;12.669,50;59,50;4.436,00
02.10.2022 11:00;02.10.2022 11:15;12.625,00;12.731,50;106,50;4.408,50
02.10.2022 11:15;02.10.2022 11:30;12.721,25;12.807,75;86,50;4.355,25
02.10.2022 11:30;02.10.2022 11:45;12.854,75;12.951,00;96,25;4.345,25
02.10.2022 11:45;02.10.2022 12:00;12.763,75;13.029,50;265,75;3.967,50
02.10.2022 12:00;02.10.2022 12:15;12.824,00;13.446,50;622,50;3.887,25
02.10.2022 12:15;02.10.2022 12:30;12.838,50;13.576,75;738,25;3.858,00
02.10.2022 12:30;02.10.2022 12:45;12.749,50;13.538,50;789,00;3.584,75
02.10.2022 12:45;02.10.2022 13:00;12.625,25;13.633,50;1.008,25;3.326,75
02.10.2022 13:00;02.10.2022 13:15;12.561,50;13.953,50;1.392,00;3.183,00
02.10.2022 13:15;02.10.2022 13:30;12.533,00;13.866,75;1.333,75;3.233,75
02.10.2022 13:30;02.10.2022 13:45;12.437,50;13.804,25;1.366,75;3.198,25
02.10.2022 13:45;02.10.2022 14:00;12.246,50;13.642,25;1.395,75;3.148,25
02.10.2022 14:00;02.10.2022 14:15;12.160,00;13.461,25;1.301,25;2.939,25
02.10.2022 14:15;02.10.2022 14:30;12.136,50;13.337,75;1.201,25;3.013,75
02.10.2022 14:30;02.10.2022 14:45;12.078,50;13.185,50;1.107,00;3.140,00
02.10.2022 14:45;02.10.2022 15:00;12.057,50;13.093,75;1.036,25;3.144,50
02.10.2022 15:00;02.10.2022 15:15;11.998,00;12.936,50;938,50;2.941,50
02.10.2022 15:15;02.10.2022 15:30;11.933,00;12.814,00;881,00;2.969,00
02.10.2022 15:30;02.10.2022 15:45;11.971,50;12.779,75;808,25;3.214,25
02.10.2022 15:45;02.10.2022 16:00;11.985,50;12.654,50;669,00;3.563,00
02.10.2022 16:00;02.10.2022 16:15;11.910,50;12.775,50;865,00;3.696,25
02.10.2022 16:15;02.10.2022 16:30;11.819,25;12.589,50;770,25;3.803,00
02.10.2022 16:30;02.10.2022 16:45;11.760,50;12.136,25;375,75;4.068,50
02.10.2022 16:45;02.10.2022 17:00;11.822,75;11.998,50;175,75;4.390,75
02.10.2022 17:00;02.10.2022 17:15;11.887,00;12.329,50;442,50;4.826,75
02.10.2022 17:15;02.10.2022 17:30;11.996,00;12.184,50;188,50;5.267,50
02.10.2022 17:30;02.10.2022 17:45;12.036,25;12.055,25;19,00;5.678,25
02.10.2022 17:45;02.10.2022 18:00;12.113,25;12.118,50;5,25;6.145,25
02.10.2022 18:00;02.10.2022 18:15;12.275,25;12.279,25;4,00;6.519,75
02.10.2022 18:15;02.10.2022 18:30;12.303,75;12.307,00;3,25;6.747,50
02.10.2022 18:30;02.10.2022 18:45;12.305,75;12.307,50;1,75;6.761,25
02.10.2022 18:45;02.10.2022 19:00;12.387,50;12.389,25;1,75;6.854,00
02.10.2022 19:00;02.10.2022 19:15;12.630,75;12.676,50;45,75;7.104,25
02.10.2022 19:15;02.10.2022 19:30;12.737,75;12.806,00;68,25;7.138,75
02.10.2022 19:30;02.10.2022 19:45;12.783,50;12.856,75;73,25;7.059,75
02.10.2022 19:45;02.10.2022 20:00;12.603,25;12.709,75;106,50;6.731,75
02.10.2022 20:00;02.10.2022 20:15;12.483,75;12.599,75;116,00;6.567,00
02.10.2022 20:15;02.10.2022 20:30;12.374,75;12.476,25;101,50;6.418,75
02.10.2022 20:30;02.10.2022 20:45;12.155,75;12.264,25;108,50;6.148,75
02.10.2022 20:45;02.10.2022 21:00;11.936,50;12.070,00;133,50;5.919,75
02.10.2022 21:00;02.10.2022 21:15;11.910,25;11.997,75;87,50;5.885,00
02.10.2022 21:15;02.10.2022 21:30;11.772,75;11.909,75;137,00;5.712,00
02.10.2022 21:30;02.10.2022 21:45;11.697,25;11.878,00;180,75;5.652,75
02.10.2022 21:45;02.10.2022 22:00;11.620,75;11.852,00;231,25;5.705,75
02.10.2022 22:00;02.10.2022 22:15;11.569,75;11.898,00;328,25;5.773,50
02.10.2022 22:15;02.10.2022 22:30;11.460,75;11.651,25;190,50;5.680,50
02.10.2022 22:30;02.10.2022 22:45;11.336,75;11.695,50;358,75;5.490,00
02.10.2022 22:45;02.10.2022 23:00;11.136,75;11.552,75;416,00;5.317,25
02.10.2022 23:00;02.10.2022 23:15;10.999,00;11.310,00;311,00;5.258,75
02.10.2022 23:15;02.10.2022 23:30;10.844,25;11.166,75;322,50;5.170,25
02.10.2022 23:30;02.10.2022 23:45;10.716,75;11.172,75;456,00;5.060,50
02.10.2022 23:45;03.10.2022 00:00;10.576,75;11.181,25;604,50;4.878,25
03.10.2022 00:00;03.10.2022 00:15;10.347,00;11.290,25;943,25;4.631,25
03.10.2022 00:15;03.10.2022 00:30;10.102,00;11.032,25;930,25;4.355,25
03.10.2022 00:30;03.10.2022 00:45;10.025,25;11.126,50;1.101,25;4.270,25
03.10.2022 00:45;03.10.2022 01:00;9.932,50;11.149,50;1.217,00;4.364,00
03.10.2022 01:00;03.10.2022 01:15;9.893,25;11.186,50;1.293,25;4.368,25
03.10.2022 01:15;03.10.2022 01:30;9.829,50;11.165,00;1.335,50;4.231,50
03.10.2022 01:30;03.10.2022 01:45;9.690,75;11.068,00;1.377,25;4.095,00
03.10.2022 01:45;03.10.2022 02:00;9.615,75;11.046,00;1.430,25;4.060,75
03.10.2022 02:00;03.10.2022 02:15;9.550,75;10.827,50;1.276,75;4.059,00
03.10.2022 02:15;03.10.2022 02:30;9.483,50;10.760,00;1.276,50;4.097,00
03.10.2022 02:30;03.10.2022 02:45;9.522,50;10.815,00;1.292,50;4.156,50
03.10.2022 02:45;03.10.2022 03:00;9.530,00;10.734,00;1.204,00;4.163,50
03.10.2022 03:00;03.10.2022 03:15;9.502,25;10.768,25;1.266,00;4.176,50
03.10.2022 03:15;03.10.2022 03:30;9.474,75;10.744,50;1.269,75;4.121,25
03.10.2022 03:30;03.10.2022 03:45;9.436,25;10.664,50;1.228,25;4.104,25
03.10.2022 03:45;03.10.2022 04:00;9.483,00;10.551,25;1.068,25;4.264,00
03.10.2022 04:00;03.10.2022 04:15;9.562,25;10.597,25;1.035,00;4.510,25
03.10.2022 04:15;03.10.2022 04:30;9.557,00;10.569,25;1.012,25;4.637,50
03.10.2022 04:30;03.10.2022 04:45;9.627,75;10.604,00;976,25;4.804,25
03.10.2022 04:45;03.10.2022 05:00;9.663,50;10.578,25;914,75;4.860,25
03.10.2022 05:00;03.10.2022 05:15;9.760,75;10.243,50;482,75;5.025,25
03.10.2022 05:15;03.10.2022 05:30;9.768,00;10.194,50;426,50;5.051,25
03.10.2022 05:30;03.10.2022 05:45;9.780,00;10.194,00;414,00;5.132,75
03.10.2022 05:45;03.10.2022 06:00;9.886,75;10.273,50;386,75;5.246,50
03.10.2022 06:00;03.10.2022 06:15;9.910,00;10.037,50;127,50;5.213,50
03.10.2022 06:15;03.10.2022 06:30;9.887,00;9.982,75;95,75;5.197,75
03.10.2022 06:30;03.10.2022 06:45;9.970,00;10.050,00;80,00;5.313,00
03.10.2022 06:45;03.10.2022 07:00;10.013,75;10.084,00;70,25;5.436,50
03.10.2022 07:00;03.10.2022 07:15;10.152,50;10.161,00;8,50;5.660,25
03.10.2022 07:15;03.10.2022 07:30;10.104,75;10.105,50;0,75;5.624,75
03.10.2022 07:30;03.10.2022 07:45;10.197,50;10.200,00;2,50;5.785,50
03.10.2022 07:45;03.10.2022 08:00;10.415,75;10.418,00;2,25;6.068,00
03.10.2022 08:00;03.10.2022 08:15;10.603,75;10.606,00;2,25;6.181,50
03.10.2022 08:15;03.10.2022 08:30;10.773,00;10.774,25;1,25;6.201,00
03.10.2022 08:30;03.10.2022 08:45;10.965,75;10.967,00;1,25;6.129,75
03.10.2022 08:45;03.10.2022 09:00;11.079,25;11.081,25;2,00;6.009,50
03.10.2022 09:00;03.10.2022 09:15;11.253,50;11.256,50;3,00;5.930,75
03.10.2022 09:15;03.10.2022 09:30;11.405,00;11.408,00;3,00;5.759,00
03.10.2022 09:30;03.10.2022 09:45;11.567,25;11.588,00;20,75;5.581,00
03.10.2022 09:45;03.10.2022 10:00;11.661,00;11.682,75;21,75;5.330,50
03.10.2022 10:00;03.10.2022 10:15;11.795,75;11.938,50;142,75;5.085,50
03.10.2022 10:15;03.10.2022 10:30;11.922,00;12.169,00;247,00;4.905,25
03.10.2022 10:30;03.10.2022 10:45;12.125,00;12.407,00;282,00;4.691,75
03.10.2022 10:45;03.10.2022 11:00;12.286,75;12.577,50;290,75;4.527,75
03.10.2022 11:00;03.10.2022 11:15;12.377,75;12.834,25;456,50;4.275,00
03.10.2022 11:15;03.10.2022 11:30;12.494,25;12.971,50;477,25;4.075,75
03.10.2022 11:30;03.10.2022 11:45;12.643,50;13.188,25;544,75;4.000,00
03.10.2022 11:45;03.10.2022 12:00;12.660,75;13.331,50;670,75;3.782,50
03.10.2022 12:00;03.10.2022 12:15;12.759,75;13.584,50;824,75;3.845,25
03.10.2022 12:15;03.10.2022 12:30;12.679,50;13.698,75;1.019,25;3.690,00
03.10.2022 12:30;03.10.2022 12:45;12.637,50;13.755,00;1.117,50;3.666,50
03.10.2022 12:45;03.10.2022 13:00;12.528,75;13.760,00;1.231,25;3.513,75
03.10.2022 13:00;03.10.2022 13:15;12.337,25;13.217,25;880,00;3.405,25
03.10.2022 13:15;03.10.2022 13:30;12.152,50;12.918,50;766,00;3.301,50
03.10.2022 13:30;03.10.2022 13:45;12.040,50;12.797,25;756,75;3.236,50
03.10.2022 13:45;03.10.2022 14:00;11.999,50;12.814,25;814,75;3.290,25
03.10.2022 14:00;03.10.2022 14:15;11.899,50;12.923,25;1.023,75;3.386,75
03.10.2022 14:15;03.10.2022 14:30;11.854,75;12.913,75;1.059,00;3.499,25
03.10.2022 14:30;03.10.2022 14:45;11.853,00;12.764,00;911,00;3.662,00
03.10.2022 14:45;03.10.2022 15:00;11.786,75;12.644,25;857,50;3.873,00
03.10.2022 15:00;03.10.2022 15:15;11.731,75;12.389,50;657,75;4.121,25
03.10.2022 15:15;03.10.2022 15:30;11.631,00;12.060,50;429,50;4.324,00
03.10.2022 15:30;03.10.2022 15:45;11.583,75;11.832,25;248,50;4.549,50
03.10.2022 15:45;03.10.2022 16:00;11.447,50;11.610,25;162,75;4.696,75
03.10.2022 16:00;03.10.2022 16:15;11.463,75;11.862,50;398,75;5.139,75
03.10.2022 16:15;03.10.2022 16:30;11.405,75;11.620,25;214,50;5.469,75
03.10.2022 16:30;03.10.2022 16:45;11.489,00;11.551,50;62,50;5.944,00
03.10.2022 16:45;03.10.2022 17:00;11.510,75;11.539,75;29,00;6.418,75
03.10.2022 17:00;03.10.2022 17:15;11.740,75;11.878,75;138,00;7.192,25
03.10.2022 17:15;03.10.2022 17:30;11.859,75;11.925,75;66,00;7.777,00
03.10.2022 17:30;03.10.2022 17:45;11.989,00;11.994,00;5,00;8.345,00
03.10.2022 17:45;03.10.2022 18:00;12.130,75;12.132,75;2,00;8.950,50
03.10.2022 18:00;03.10.2022 18:15;12.201,00;12.201,75;0,75;9.353,25
03.10.2022 18:15;03.10.2022 18:30;12.299,75;12.299,75;0,00;9.699,75
03.10.2022 18:30;03.10.2022 18:45;12.434,50;12.434,50;0,00;9.923,50
03.10.2022 18:45;03.10.2022 19:00;12.538,50;12.538,50;0,00;10.126,75
03.10.2022 19:00;03.10.2022 19:15;12.754,50;12.754,50;0,00;10.413,50
03.10.2022 19:15;03.10.2022 19:30;12.934,25;12.934,25;0,00;10.619,25
03.10.2022 19:30;03.10.2022 19:45;12.944,75;12.946,00;1,25;10.629,75
03.10.2022 19:45;03.10.2022 20:00;12.812,75;12.815,50;2,75;10.473,75
03.10.2022 20:00;03.10.2022 20:15;12.668,00;12.670,75;2,75;10.310,25
03.10.2022 20:15;03.10.2022 20:30;12.520,00;12.521,25;1,25;10.202,00
03.10.2022 20:30;03.10.2022 20:45;12.306,50;12.308,00;1,50;9.976,25
03.10.2022 20:45;03.10.2022 21:00;12.108,25;12.110,25;2,00;9.775,00
03.10.2022 21:00;03.10.2022 21:15;12.013,75;12.016,25;2,50;9.644,50
03.10.2022 21:15;03.10.2022 21:30;11.931,00;11.932,50;1,50;9.556,00
03.10.2022 21:30;03.10.2022 21:45;11.830,50;11.831,25;0,75;9.420,50
03.10.2022 21:45;03.10.2022 22:00;11.718,00;11.718,75;0,75;9.355,50
03.10.2022 22:00;03.10.2022 22:15;11.753,00;11.789,00;36,00;9.421,75
03.10.2022 22:15;03.10.2022 22:30;11.656,25;11.675,75;19,50;9.342,25
03.10.2022 22:30;03.10.2022 22:45;11.440,75;11.461,25;20,50;9.105,50
03.10.2022 22:45;03.10.2022 23:00;11.260,00;11.314,50;54,50;8.865,50
03.10.2022 23:00;03.10.2022 23:15;11.111,75;11.190,75;79,00;8.754,50
03.10.2022 23:15;03.10.2022 23:30;10.930,75;11.061,50;130,75;8.588,25
03.10.2022 23:30;03.10.2022 23:45;10.776,25;10.931,25;155,00;8.424,25
03.10.2022 23:45;04.10.2022 00:00;10.617,75;10.945,00;327,25;8.309,75
04.10.2022 00:00;04.10.2022 00:15;10.479,50;10.809,50;330,00;8.157,75
04.10.2022 00:15;04.10.2022 00:30;10.354,75;10.726,00;371,25;8.039,25
04.10.2022 00:30;04.10.2022 00:45;10.275,75;10.695,25;419,50;8.021,25
04.10.2022 00:45;04.10.2022 01:00;10.177,00;10.674,25;497,25;7.958,50
04.10.2022 01:00;04.10.2022 01:15;10.100,25;11.034,50;934,25;7.896,75
04.10.2022 01:15;04.10.2022 01:30;10.037,75;10.966,50;928,75;7.834,50
04.10.2022 01:30;04.10.2022 01:45;10.001,00;10.963,50;962,50;7.802,75
04.10.2022 01:45;04.10.2022 02:00;9.967,25;10.947,25;980,00;7.814,75
04.10.2022 02:00;04.10.2022 02:15;9.903,25;10.868,75;965,50;7.734,00
04.10.2022 02:15;04.10.2022 02:30;9.853,75;10.905,00;1.051,25;7.682,00
04.10.2022 02:30;04.10.2022 02:45;9.871,25;10.936,25;1.065,00;7.717,25
04.10.2022 02:45;04.10.2022 03:00;9.835,50;10.918,75;1.083,25;7.695,50
04.10.2022 03:00;04.10.2022 03:15;9.832,00;11.002,00;1.170,00;7.743,75
04.10.2022 03:15;04.10.2022 03:30;9.869,25;11.072,25;1.203,00;7.825,50
04.10.2022 03:30;04.10.2022 03:45;9.949,75;11.084,50;1.134,75;7.937,25
04.10.2022 03:45;04.10.2022 04:00;9.974,00;11.107,75;1.133,75;8.006,75
04.10.2022 04:00;04.10.2022 04:15;10.056,00;11.038,25;982,25;8.097,75
04.10.2022 04:15;04.10.2022 04:30;10.122,75;11.028,50;905,75;8.139,00
04.10.2022 04:30;04.10.2022 04:45;10.327,75;11.104,25;776,50;8.370,50
04.10.2022 04:45;04.10.2022 05:00;10.494,50;11.142,50;648,00;8.606,25
04.10.2022 05:00;04.10.2022 05:15;10.814,25;11.313,75;499,50;8.964,50
