Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.03.2017 05:30;01.03.2017 05:45;13.956,25;14.439,50;483,25;8.769,25
01.03.2017 05:45;01.03.2017 06:00;14.365,00;14.646,75;281,75;9.174,75
01.03.2017 06:00;01.03.2017 06:15;14.873,00;15.338,50;465,50;9.576,75
01.03.2017 06:15;01.03.2017 06:30;15.492,25;15.860,50;368,25;10.187,50
01.03.2017 06:30;01.03.2017 06:45;16.064,25;16.178,50;114,25;10.802,50
01.03.2017 06:45;01.03.2017 07:00;16.445,25;16.451,25;6,00;11.216,50
01.03.2017 07:00;01.03.2017 07:15;16.824,75;16.826,00;1,25;11.626,25
01.03.2017 07:15;01.03.2017 07:30;17.016,00;17.017,50;1,50;11.825,25
01.03.2017 07:30;01.03.2017 07:45;17.193,00;17.194,00;1,00;11.973,00
01.03.2017 07:45;01.03.2017 08:00;17.417,50;17.418,25;0,75;12.129,25
01.03.2017 08:00;01.03.2017 08:15;17.689,25;17.689,75;0,50;12.341,25
01.03.2017 08:15;01.03.2017 08:30;17.857,75;17.858,50;0,75;12.427,50
01.03.2017 08:30;01.03.2017 08:45;17.935,25;17.935,75;0,50;12.364,00
01.03.2017 08:45;01.03.2017 09:00;17.989,25;17.989,50;0,25;12.245,75
01.03.2017 09:00;01.03.2017 09:15;17.897,00;17.908,25;11,25;12.018,75
01.03.2017 09:15;01.03.2017 09:30;17.967,50;18.036,00;68,50;11.852,50
01.03.2017 09:30;01.03.2017 09:45;18.025,50;18.091,50;66,00;11.648,75
01.03.2017 09:45;01.03.2017 10:00;18.009,25;18.136,25;127,00;11.391,25
01.03.2017 10:00;01.03.2017 10:15;18.186,00;18.331,50;145,50;11.315,25
01.03.2017 10:15;01.03.2017 10:30;18.241,50;18.421,50;180,00;11.207,50
01.03.2017 10:30;01.03.2017 10:45;18.260,00;18.478,00;218,00;11.098,50
01.03.2017 10:45;01.03.2017 11:00;18.303,75;18.595,00;291,25;11.043,25
01.03.2017 11:00;01.03.2017 11:15;18.428,75;18.497,50;68,75;11.037,75
01.03.2017 11:15;01.03.2017 11:30;18.523,25;18.561,00;37,75;11.016,25
01.03.2017 11:30;01.03.2017 11:45;18.582,25;18.657,25;75,00;10.958,25
01.03.2017 11:45;01.03.2017 12:00;18.589,25;18.685,00;95,75;10.925,25
01.03.2017 12:00;01.03.2017 12:15;18.494,00;18.578,25;84,25;10.815,50
01.03.2017 12:15;01.03.2017 12:30;18.368,50;18.581,25;212,75;10.636,75
01.03.2017 12:30;01.03.2017 12:45;18.334,75;18.557,50;222,75;10.570,75
01.03.2017 12:45;01.03.2017 13:00;18.330,25;18.627,75;297,50;10.599,00
01.03.2017 13:00;01.03.2017 13:15;18.389,75;18.526,50;136,75;10.640,00
01.03.2017 13:15;01.03.2017 13:30;18.326,50;18.479,00;152,50;10.598,25
01.03.2017 13:30;01.03.2017 13:45;18.162,25;18.420,25;258,00;10.487,50
01.03.2017 13:45;01.03.2017 14:00;18.027,25;18.356,75;329,50;10.453,25
01.03.2017 14:00;01.03.2017 14:15;18.036,00;18.320,25;284,25;10.561,50
01.03.2017 14:15;01.03.2017 14:30;17.899,25;18.189,50;290,25;10.511,75
01.03.2017 14:30;01.03.2017 14:45;17.897,00;18.190,00;293,00;10.659,00
01.03.2017 14:45;01.03.2017 15:00;17.842,75;18.122,75;280,00;10.731,00
01.03.2017 15:00;01.03.2017 15:15;17.746,25;18.057,25;311,00;10.769,25
01.03.2017 15:15;01.03.2017 15:30;17.669,25;17.866,00;196,75;10.925,00
01.03.2017 15:30;01.03.2017 15:45;17.597,00;17.746,75;149,75;11.047,25
01.03.2017 15:45;01.03.2017 16:00;17.436,25;17.551,50;115,25;11.229,25
01.03.2017 16:00;01.03.2017 16:15;17.211,50;17.538,25;326,75;11.318,50
01.03.2017 16:15;01.03.2017 16:30;17.204,25;17.320,00;115,75;11.597,00
01.03.2017 16:30;01.03.2017 16:45;17.193,00;17.220,50;27,50;11.947,00
01.03.2017 16:45;01.03.2017 17:00;17.153,25;17.164,75;11,50;12.255,00
01.03.2017 17:00;01.03.2017 17:15;17.048,75;17.217,00;168,25;12.568,25
01.03.2017 17:15;01.03.2017 17:30;17.331,75;17.356,50;24,75;13.217,00
01.03.2017 17:30;01.03.2017 17:45;17.407,50;17.433,75;26,25;13.521,75
01.03.2017 17:45;01.03.2017 18:00;17.584,75;17.598,25;13,50;13.797,00
01.03.2017 18:00;01.03.2017 18:15;17.786,00;17.829,25;43,25;14.029,25
01.03.2017 18:15;01.03.2017 18:30;18.074,00;18.079,75;5,75;14.380,00
01.03.2017 18:30;01.03.2017 18:45;18.219,75;18.220,25;0,50;14.538,00
01.03.2017 18:45;01.03.2017 19:00;18.265,50;18.276,75;11,25;14.604,75
01.03.2017 19:00;01.03.2017 19:15;18.211,75;18.217,50;5,75;14.549,00
01.03.2017 19:15;01.03.2017 19:30;17.975,25;18.016,25;41,00;14.324,25
01.03.2017 19:30;01.03.2017 19:45;17.817,00;17.856,50;39,50;14.173,25
01.03.2017 19:45;01.03.2017 20:00;17.673,75;17.725,25;51,50;14.010,75
01.03.2017 20:00;01.03.2017 20:15;17.433,25;17.478,75;45,50;13.760,50
01.03.2017 20:15;01.03.2017 20:30;17.070,25;17.131,00;60,75;13.395,25
01.03.2017 20:30;01.03.2017 20:45;16.771,25;16.834,00;62,75;13.132,25
01.03.2017 20:45;01.03.2017 21:00;16.494,25;16.633,00;138,75;12.813,25
01.03.2017 21:00;01.03.2017 21:15;16.317,00;16.399,75;82,75;12.577,25
01.03.2017 21:15;01.03.2017 21:30;16.180,00;16.300,25;120,25;12.398,50
01.03.2017 21:30;01.03.2017 21:45;16.045,75;16.292,25;246,50;12.181,50
01.03.2017 21:45;01.03.2017 22:00;15.696,75;16.112,00;415,25;11.800,75
01.03.2017 22:00;01.03.2017 22:15;15.772,25;15.876,25;104,00;11.886,25
01.03.2017 22:15;01.03.2017 22:30;15.537,50;15.739,50;202,00;11.609,25
01.03.2017 22:30;01.03.2017 22:45;15.222,50;15.572,25;349,75;11.242,25
01.03.2017 22:45;01.03.2017 23:00;14.827,25;15.338,75;511,50;10.813,75
01.03.2017 23:00;01.03.2017 23:15;14.598,00;14.930,00;332,00;10.550,00
01.03.2017 23:15;01.03.2017 23:30;14.238,00;14.740,50;502,50;10.163,50
01.03.2017 23:30;01.03.2017 23:45;13.832,75;14.523,00;690,25;9.779,25
01.03.2017 23:45;02.03.2017 00:00;13.579,75;14.369,00;789,25;9.491,50
02.03.2017 00:00;02.03.2017 00:15;13.497,25;13.977,50;480,25;9.408,00
02.03.2017 00:15;02.03.2017 00:30;13.200,50;13.751,50;551,00;9.111,75
02.03.2017 00:30;02.03.2017 00:45;13.009,00;13.667,25;658,25;8.863,00
02.03.2017 00:45;02.03.2017 01:00;12.791,00;13.573,75;782,75;8.595,50
02.03.2017 01:00;02.03.2017 01:15;12.816,00;13.241,50;425,50;8.617,50
02.03.2017 01:15;02.03.2017 01:30;12.729,75;13.209,25;479,50;8.551,50
02.03.2017 01:30;02.03.2017 01:45;12.735,50;13.217,75;482,25;8.545,25
02.03.2017 01:45;02.03.2017 02:00;12.651,75;13.252,75;601,00;8.408,25
02.03.2017 02:00;02.03.2017 02:15;12.473,75;13.057,00;583,25;8.123,25
02.03.2017 02:15;02.03.2017 02:30;12.436,00;12.988,25;552,25;8.068,50
02.03.2017 02:30;02.03.2017 02:45;12.382,50;13.048,75;666,25;7.910,00
02.03.2017 02:45;02.03.2017 03:00;12.388,25;13.150,00;761,75;7.847,25
02.03.2017 03:00;02.03.2017 03:15;12.422,75;13.156,25;733,50;7.792,00
02.03.2017 03:15;02.03.2017 03:30;12.526,25;13.244,25;718,00;7.917,50
02.03.2017 03:30;02.03.2017 03:45;12.567,25;13.353,50;786,25;7.879,00
02.03.2017 03:45;02.03.2017 04:00;12.575,25;13.336,00;760,75;7.758,50
02.03.2017 04:00;02.03.2017 04:15;12.775,25;13.473,50;698,25;7.895,00
02.03.2017 04:15;02.03.2017 04:30;12.919,25;13.570,25;651,00;8.038,50
02.03.2017 04:30;02.03.2017 04:45;13.122,50;13.720,00;597,50;8.174,25
02.03.2017 04:45;02.03.2017 05:00;13.250,00;13.832,00;582,00;8.180,50
02.03.2017 05:00;02.03.2017 05:15;13.529,00;14.010,25;481,25;8.351,50
02.03.2017 05:15;02.03.2017 05:30;13.722,50;14.158,25;435,75;8.450,00
02.03.2017 05:30;02.03.2017 05:45;14.070,25;14.300,25;230,00;8.736,25
02.03.2017 05:45;02.03.2017 06:00;14.418,75;14.579,25;160,50;9.033,00
02.03.2017 06:00;02.03.2017 06:15;15.071,00;15.436,75;365,75;9.458,00
02.03.2017 06:15;02.03.2017 06:30;15.706,50;15.814,00;107,50;10.022,25
02.03.2017 06:30;02.03.2017 06:45;16.230,75;16.290,50;59,75;10.358,00
02.03.2017 06:45;02.03.2017 07:00;16.629,75;16.694,25;64,50;10.546,75
02.03.2017 07:00;02.03.2017 07:15;16.900,25;16.989,50;89,25;10.651,50
02.03.2017 07:15;02.03.2017 07:30;17.134,25;17.226,25;92,00;10.697,25
02.03.2017 07:30;02.03.2017 07:45;17.345,25;17.413,00;67,75;10.721,50
02.03.2017 07:45;02.03.2017 08:00;17.583,75;17.659,50;75,75;10.644,50
02.03.2017 08:00;02.03.2017 08:15;17.708,00;17.774,50;66,50;10.448,75
02.03.2017 08:15;02.03.2017 08:30;17.802,00;17.859,25;57,25;10.254,00
02.03.2017 08:30;02.03.2017 08:45;17.937,50;18.053,25;115,75;10.086,75
02.03.2017 08:45;02.03.2017 09:00;17.923,50;18.124,25;200,75;9.705,50
02.03.2017 09:00;02.03.2017 09:15;17.949,75;18.024,50;74,75;9.389,25
02.03.2017 09:15;02.03.2017 09:30;17.972,25;18.059,75;87,50;9.055,75
02.03.2017 09:30;02.03.2017 09:45;18.023,25;18.188,75;165,50;8.778,00
02.03.2017 09:45;02.03.2017 10:00;18.171,00;18.395,50;224,50;8.597,75
02.03.2017 10:00;02.03.2017 10:15;18.361,50;18.456,00;94,50;8.481,50
02.03.2017 10:15;02.03.2017 10:30;18.290,25;18.430,00;139,75;8.031,25
02.03.2017 10:30;02.03.2017 10:45;18.431,25;18.784,00;352,75;7.966,75
02.03.2017 10:45;02.03.2017 11:00;18.449,50;18.895,75;446,25;7.695,50
02.03.2017 11:00;02.03.2017 11:15;18.439,00;18.944,75;505,75;7.505,25
02.03.2017 11:15;02.03.2017 11:30;18.482,50;19.019,75;537,25;7.362,25
02.03.2017 11:30;02.03.2017 11:45;18.580,25;19.105,00;524,75;7.347,25
02.03.2017 11:45;02.03.2017 12:00;18.614,00;19.192,25;578,25;7.344,00
02.03.2017 12:00;02.03.2017 12:15;18.482,50;19.018,00;535,50;7.154,25
02.03.2017 12:15;02.03.2017 12:30;18.307,00;19.005,00;698,00;6.860,25
02.03.2017 12:30;02.03.2017 12:45;18.326,25;19.022,75;696,50;6.757,00
02.03.2017 12:45;02.03.2017 13:00;18.282,50;19.022,00;739,50;6.550,50
02.03.2017 13:00;02.03.2017 13:15;18.378,75;18.809,00;430,25;6.711,00
02.03.2017 13:15;02.03.2017 13:30;18.272,75;18.776,75;504,00;6.730,00
02.03.2017 13:30;02.03.2017 13:45;18.162,50;18.802,75;640,25;6.799,00
02.03.2017 13:45;02.03.2017 14:00;18.012,50;18.747,25;734,75;6.681,75
02.03.2017 14:00;02.03.2017 14:15;17.842,50;18.574,50;732,00;6.577,75
02.03.2017 14:15;02.03.2017 14:30;17.909,00;18.556,25;647,25;6.808,50
02.03.2017 14:30;02.03.2017 14:45;17.771,25;18.398,25;627,00;6.806,75
02.03.2017 14:45;02.03.2017 15:00;17.657,75;18.258,25;600,50;6.864,00
02.03.2017 15:00;02.03.2017 15:15;17.677,50;18.158,75;481,25;6.971,50
02.03.2017 15:15;02.03.2017 15:30;17.593,25;18.079,00;485,75;7.089,25
02.03.2017 15:30;02.03.2017 15:45;17.541,00;17.825,50;284,50;7.383,50
02.03.2017 15:45;02.03.2017 16:00;17.412,50;17.706,25;293,75;7.549,25
02.03.2017 16:00;02.03.2017 16:15;17.285,50;17.763,50;478,00;7.764,00
02.03.2017 16:15;02.03.2017 16:30;17.216,75;17.680,25;463,50;8.042,25
02.03.2017 16:30;02.03.2017 16:45;17.121,00;17.354,00;233,00;8.311,75
02.03.2017 16:45;02.03.2017 17:00;17.148,25;17.274,25;126,00;8.691,75
02.03.2017 17:00;02.03.2017 17:15;17.169,25;17.559,75;390,50;8.991,50
02.03.2017 17:15;02.03.2017 17:30;17.355,00;17.499,25;144,25;9.462,50
02.03.2017 17:30;02.03.2017 17:45;17.417,00;17.526,50;109,50;9.892,00
02.03.2017 17:45;02.03.2017 18:00;17.647,25;17.727,25;80,00;10.311,75
02.03.2017 18:00;02.03.2017 18:15;17.731,00;17.919,50;188,50;10.568,75
02.03.2017 18:15;02.03.2017 18:30;18.137,50;18.202,50;65,00;11.117,00
02.03.2017 18:30;02.03.2017 18:45;18.425,75;18.428,75;3,00;11.587,75
02.03.2017 18:45;02.03.2017 19:00;18.470,00;18.473,25;3,25;11.750,00
02.03.2017 19:00;02.03.2017 19:15;18.461,75;18.464,75;3,00;11.806,00
02.03.2017 19:15;02.03.2017 19:30;18.308,25;18.326,25;18,00;11.687,00
02.03.2017 19:30;02.03.2017 19:45;18.148,50;18.171,50;23,00;11.554,00
02.03.2017 19:45;02.03.2017 20:00;17.968,00;18.014,50;46,50;11.423,50
02.03.2017 20:00;02.03.2017 20:15;17.652,00;17.690,75;38,75;11.195,00
02.03.2017 20:15;02.03.2017 20:30;17.218,25;17.325,75;107,50;10.710,50
02.03.2017 20:30;02.03.2017 20:45;16.857,25;17.048,75;191,50;10.448,00
02.03.2017 20:45;02.03.2017 21:00;16.545,00;16.766,50;221,50;10.166,75
02.03.2017 21:00;02.03.2017 21:15;16.535,50;16.566,50;31,00;10.186,75
02.03.2017 21:15;02.03.2017 21:30;16.303,00;16.486,25;183,25;9.965,75
02.03.2017 21:30;02.03.2017 21:45;15.967,25;16.287,75;320,50;9.631,00
02.03.2017 21:45;02.03.2017 22:00;15.860,50;16.204,75;344,25;9.577,25
02.03.2017 22:00;02.03.2017 22:15;15.783,75;15.905,50;121,75;9.622,50
02.03.2017 22:15;02.03.2017 22:30;15.547,75;15.700,50;152,75;9.381,75
02.03.2017 22:30;02.03.2017 22:45;15.207,50;15.513,75;306,25;9.079,75
02.03.2017 22:45;02.03.2017 23:00;14.870,00;15.220,00;350,00;8.824,75
02.03.2017 23:00;02.03.2017 23:15;14.726,00;14.877,75;151,75;8.819,00
02.03.2017 23:15;02.03.2017 23:30;14.465,75;14.687,25;221,50;8.667,25
02.03.2017 23:30;02.03.2017 23:45;14.251,75;14.543,25;291,50;8.559,50
02.03.2017 23:45;03.03.2017 00:00;13.922,25;14.315,25;393,00;8.364,50
03.03.2017 00:00;03.03.2017 00:15;13.756,75;14.023,25;266,50;8.270,50
03.03.2017 00:15;03.03.2017 00:30;13.595,00;13.906,50;311,50;8.186,50
03.03.2017 00:30;03.03.2017 00:45;13.376,00;13.768,50;392,50;8.019,75
03.03.2017 00:45;03.03.2017 01:00;13.198,75;13.680,25;481,50;7.986,50
03.03.2017 01:00;03.03.2017 01:15;13.114,00;13.449,25;335,25;8.051,50
03.03.2017 01:15;03.03.2017 01:30;13.011,00;13.290,50;279,50;8.107,50
03.03.2017 01:30;03.03.2017 01:45;12.931,75;13.199,00;267,25;8.168,25
03.03.2017 01:45;03.03.2017 02:00;12.829,75;13.107,25;277,50;8.197,75
03.03.2017 02:00;03.03.2017 02:15;12.800,50;13.129,75;329,25;8.292,50
03.03.2017 02:15;03.03.2017 02:30;12.761,25;13.141,00;379,75;8.356,50
03.03.2017 02:30;03.03.2017 02:45;12.762,75;13.141,50;378,75;8.470,75
03.03.2017 02:45;03.03.2017 03:00;12.831,00;13.180,75;349,75;8.661,25
03.03.2017 03:00;03.03.2017 03:15;12.867,00;13.456,50;589,50;8.783,25
03.03.2017 03:15;03.03.2017 03:30;12.920,50;13.509,75;589,25;8.890,25
03.03.2017 03:30;03.03.2017 03:45;12.955,75;13.497,25;541,50;8.961,00
03.03.2017 03:45;03.03.2017 04:00;13.089,00;13.589,25;500,25;9.132,00
03.03.2017 04:00;03.03.2017 04:15;13.206,50;13.809,75;603,25;9.334,25
03.03.2017 04:15;03.03.2017 04:30;13.229,25;13.781,50;552,25;9.429,75
03.03.2017 04:30;03.03.2017 04:45;13.283,50;13.778,25;494,75;9.516,25
03.03.2017 04:45;03.03.2017 05:00;13.430,75;13.871,00;440,25;9.650,75
03.03.2017 05:00;03.03.2017 05:15;13.686,50;14.191,25;504,75;9.808,50
03.03.2017 05:15;03.03.2017 05:30;13.770,00;14.333,50;563,50;9.792,00
03.03.2017 05:30;03.03.2017 05:45;13.969,25;14.402,50;433,25;9.893,75
03.03.2017 05:45;03.03.2017 06:00;14.307,75;14.613,00;305,25;10.135,25
03.03.2017 06:00;03.03.2017 06:15;15.011,25;15.393,00;381,75;10.724,25
03.03.2017 06:15;03.03.2017 06:30;15.541,00;15.733,25;192,25;11.164,75
03.03.2017 06:30;03.03.2017 06:45;15.982,50;16.065,25;82,75;11.530,25
03.03.2017 06:45;03.03.2017 07:00;16.376,25;16.429,00;52,75;11.870,25
03.03.2017 07:00;03.03.2017 07:15;16.640,25;16.703,75;63,50;12.050,50
03.03.2017 07:15;03.03.2017 07:30;16.832,50;16.902,00;69,50;12.104,00
03.03.2017 07:30;03.03.2017 07:45;17.046,75;17.125,50;78,75;12.104,25
03.03.2017 07:45;03.03.2017 08:00;17.186,25;17.379,25;193,00;11.995,75
03.03.2017 08:00;03.03.2017 08:15;17.479,75;17.567,50;87,75;12.056,25
03.03.2017 08:15;03.03.2017 08:30;17.539,50;17.569,75;30,25;11.874,00
03.03.2017 08:30;03.03.2017 08:45;17.595,50;17.630,75;35,25;11.781,00
03.03.2017 08:45;03.03.2017 09:00;17.592,50;17.634,50;42,00;11.662,25
03.03.2017 09:00;03.03.2017 09:15;17.528,00;17.547,00;19,00;11.513,25
03.03.2017 09:15;03.03.2017 09:30;17.567,00;17.597,75;30,75;11.490,25
03.03.2017 09:30;03.03.2017 09:45;17.645,00;17.699,50;54,50;11.515,75
03.03.2017 09:45;03.03.2017 10:00;17.691,50;17.788,00;96,50;11.518,50
03.03.2017 10:00;03.03.2017 10:15;17.732,25;17.811,75;79,50;11.450,75
03.03.2017 10:15;03.03.2017 10:30;17.703,00;17.789,25;86,25;11.355,00
03.03.2017 10:30;03.03.2017 10:45;17.715,50;17.800,25;84,75;11.242,00
03.03.2017 10:45;03.03.2017 11:00;17.724,25;17.842,50;118,25;11.152,75
03.03.2017 11:00;03.03.2017 11:15;17.826,75;18.003,00;176,25;11.188,00
03.03.2017 11:15;03.03.2017 11:30;17.830,75;17.966,00;135,25;11.095,25
03.03.2017 11:30;03.03.2017 11:45;17.877,25;17.960,00;82,75;11.084,75
03.03.2017 11:45;03.03.2017 12:00;17.732,00;17.808,75;76,75;10.924,00
03.03.2017 12:00;03.03.2017 12:15;17.776,25;17.812,50;36,25;10.954,25
03.03.2017 12:15;03.03.2017 12:30;17.713,25;17.759,00;45,75;10.899,50
03.03.2017 12:30;03.03.2017 12:45;17.688,00;17.722,00;34,00;10.939,75
03.03.2017 12:45;03.03.2017 13:00;17.615,50;17.653,50;38,00;11.008,50
03.03.2017 13:00;03.03.2017 13:15;17.565,50;17.613,50;48,00;11.104,50
03.03.2017 13:15;03.03.2017 13:30;17.456,75;17.584,50;127,75;11.220,25
03.03.2017 13:30;03.03.2017 13:45;17.396,25;17.461,00;64,75;11.440,75
03.03.2017 13:45;03.03.2017 14:00;17.137,25;17.162,50;25,25;11.472,00
03.03.2017 14:00;03.03.2017 14:15;16.983,25;17.098,75;115,50;11.624,25
03.03.2017 14:15;03.03.2017 14:30;16.925,25;17.013,00;87,75;11.860,50
03.03.2017 14:30;03.03.2017 14:45;16.940,25;16.960,50;20,25;12.173,75
03.03.2017 14:45;03.03.2017 15:00;16.812,50;16.819,25;6,75;12.297,00
03.03.2017 15:00;03.03.2017 15:15;16.710,75;16.886,50;175,75;12.434,50
03.03.2017 15:15;03.03.2017 15:30;16.627,75;16.723,25;95,50;12.523,25
03.03.2017 15:30;03.03.2017 15:45;16.557,50;16.587,50;30,00;12.747,75
03.03.2017 15:45;03.03.2017 16:00;16.535,50;16.537,25;1,75;12.995,25
03.03.2017 16:00;03.03.2017 16:15;16.325,00;16.458,50;133,50;13.071,75
03.03.2017 16:15;03.03.2017 16:30;16.383,00;16.449,00;66,00;13.413,25
03.03.2017 16:30;03.03.2017 16:45;16.272,75;16.287,75;15,00;13.502,75
03.03.2017 16:45;03.03.2017 17:00;16.362,75;16.364,00;1,25;13.829,50
03.03.2017 17:00;03.03.2017 17:15;16.425,75;16.474,00;48,25;14.077,75
03.03.2017 17:15;03.03.2017 17:30;16.478,00;16.487,25;9,25;14.180,25
03.03.2017 17:30;03.03.2017 17:45;16.547,00;16.548,00;1,00;14.208,50
03.03.2017 17:45;03.03.2017 18:00;16.808,75;16.809,25;0,50;14.430,00
03.03.2017 18:00;03.03.2017 18:15;17.071,50;17.078,50;7,00;14.615,50
03.03.2017 18:15;03.03.2017 18:30;17.349,50;17.350,25;0,75;14.740,25
03.03.2017 18:30;03.03.2017 18:45;17.568,25;17.568,50;0,25;14.854,50
03.03.2017 18:45;03.03.2017 19:00;17.577,00;17.577,50;0,50;14.811,00
03.03.2017 19:00;03.03.2017 19:15;17.559,75;17.560,00;0,25;14.729,00
03.03.2017 19:15;03.03.2017 19:30;17.394,25;17.394,75;0,50;14.474,75
03.03.2017 19:30;03.03.2017 19:45;17.233,50;17.233,75;0,25;14.214,75
03.03.2017 19:45;03.03.2017 20:00;17.059,00;17.059,50;0,50;13.941,00
03.03.2017 20:00;03.03.2017 20:15;16.733,25;16.734,00;0,75;13.566,50
03.03.2017 20:15;03.03.2017 20:30;16.382,00;16.399,50;17,50;13.175,50
03.03.2017 20:30;03.03.2017 20:45;16.129,25;16.276,25;147,00;12.848,25
03.03.2017 20:45;03.03.2017 21:00;15.822,75;16.110,50;287,75;12.484,75
03.03.2017 21:00;03.03.2017 21:15;15.663,75;15.681,75;18,00;12.268,00
03.03.2017 21:15;03.03.2017 21:30;15.437,50;15.498,00;60,50;11.957,00
03.03.2017 21:30;03.03.2017 21:45;15.110,50;15.205,50;95,00;11.625,00
03.03.2017 21:45;03.03.2017 22:00;14.849,75;15.084,50;234,75;11.356,25
03.03.2017 22:00;03.03.2017 22:15;15.029,50;15.126,75;97,25;11.519,25
03.03.2017 22:15;03.03.2017 22:30;14.775,50;15.008,25;232,75;11.238,75
03.03.2017 22:30;03.03.2017 22:45;14.454,00;14.770,75;316,75;10.896,00
03.03.2017 22:45;03.03.2017 23:00;14.173,50;14.412,50;239,00;10.576,50
03.03.2017 23:00;03.03.2017 23:15;13.843,75;13.966,50;122,75;10.239,00
03.03.2017 23:15;03.03.2017 23:30;13.576,25;13.837,25;261,00;9.970,25
03.03.2017 23:30;03.03.2017 23:45;13.342,25;13.658,50;316,25;9.693,50
03.03.2017 23:45;04.03.2017 00:00;13.083,75;13.611,00;527,25;9.449,25
04.03.2017 00:00;04.03.2017 00:15;12.760,75;13.257,50;496,75;9.146,00
04.03.2017 00:15;04.03.2017 00:30;12.458,50;13.051,50;593,00;8.850,75
04.03.2017 00:30;04.03.2017 00:45;12.328,50;12.945,75;617,25;8.745,25
04.03.2017 00:45;04.03.2017 01:00;12.235,00;12.825,75;590,75;8.662,25
04.03.2017 01:00;04.03.2017 01:15;12.248,50;12.600,75;352,25;8.666,75
04.03.2017 01:15;04.03.2017 01:30;12.050,50;12.481,00;430,50;8.468,50
04.03.2017 01:30;04.03.2017 01:45;11.934,25;12.458,25;524,00;8.351,75
04.03.2017 01:45;04.03.2017 02:00;11.762,50;12.417,25;654,75;8.211,00
04.03.2017 02:00;04.03.2017 02:15;11.779,00;12.270,00;491,00;8.261,25
04.03.2017 02:15;04.03.2017 02:30;11.701,25;12.174,50;473,25;8.242,00
04.03.2017 02:30;04.03.2017 02:45;11.657,00;12.158,00;501,00;8.216,75
04.03.2017 02:45;04.03.2017 03:00;11.687,00;12.199,75;512,75;8.265,00
04.03.2017 03:00;04.03.2017 03:15;11.708,00;12.086,25;378,25;8.350,25
04.03.2017 03:15;04.03.2017 03:30;11.716,75;12.070,00;353,25;8.450,50
04.03.2017 03:30;04.03.2017 03:45;11.811,00;12.152,00;341,00;8.594,50
04.03.2017 03:45;04.03.2017 04:00;11.791,75;12.178,75;387,00;8.622,50
04.03.2017 04:00;04.03.2017 04:15;11.796,50;12.258,75;462,25;8.589,25
04.03.2017 04:15;04.03.2017 04:30;11.730,75;12.262,50;531,75;8.468,25
04.03.2017 04:30;04.03.2017 04:45;11.797,25;12.358,50;561,25;8.498,50
04.03.2017 04:45;04.03.2017 05:00;11.830,75;12.384,50;553,75;8.557,00
04.03.2017 05:00;04.03.2017 05:15;11.890,75;12.552,50;661,75;8.642,75
04.03.2017 05:15;04.03.2017 05:30;11.901,00;12.593,00;692,00;8.695,50
04.03.2017 05:30;04.03.2017 05:45;11.872,50;12.466,50;594,00;8.700,00
04.03.2017 05:45;04.03.2017 06:00;11.913,00;12.471,25;558,25;8.744,25
04.03.2017 06:00;04.03.2017 06:15;11.925,00;12.434,25;509,25;8.731,00
