Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.05.2019 00:00;01.05.2019 00:15;11.344,75;11.399,00;54,25;9.399,25
01.05.2019 00:15;01.05.2019 00:30;11.260,00;11.280,75;20,75;9.338,25
01.05.2019 00:30;01.05.2019 00:45;11.114,75;11.133,50;18,75;9.256,00
01.05.2019 00:45;01.05.2019 01:00;10.951,25;10.971,25;20,00;9.119,00
01.05.2019 01:00;01.05.2019 01:15;10.763,75;10.840,75;77,00;8.969,00
01.05.2019 01:15;01.05.2019 01:30;10.679,00;10.766,00;87,00;8.904,00
01.05.2019 01:30;01.05.2019 01:45;10.588,00;10.701,50;113,50;8.820,75
01.05.2019 01:45;01.05.2019 02:00;10.475,25;10.610,00;134,75;8.727,00
01.05.2019 02:00;01.05.2019 02:15;10.283,75;10.419,75;136,00;8.531,25
01.05.2019 02:15;01.05.2019 02:30;10.243,00;10.386,50;143,50;8.488,00
01.05.2019 02:30;01.05.2019 02:45;10.189,25;10.409,25;220,00;8.390,50
01.05.2019 02:45;01.05.2019 03:00;10.172,25;10.491,00;318,75;8.342,50
01.05.2019 03:00;01.05.2019 03:15;10.182,50;10.625,50;443,00;8.300,00
01.05.2019 03:15;01.05.2019 03:30;10.146,25;10.599,75;453,50;8.255,75
01.05.2019 03:30;01.05.2019 03:45;10.101,50;10.579,50;478,00;8.177,25
01.05.2019 03:45;01.05.2019 04:00;10.078,50;10.586,50;508,00;8.144,50
01.05.2019 04:00;01.05.2019 04:15;10.081,75;10.528,75;447,00;8.109,25
01.05.2019 04:15;01.05.2019 04:30;10.078,25;10.520,25;442,00;8.057,25
01.05.2019 04:30;01.05.2019 04:45;10.101,50;10.565,75;464,25;8.023,75
01.05.2019 04:45;01.05.2019 05:00;10.107,75;10.557,00;449,25;7.987,00
01.05.2019 05:00;01.05.2019 05:15;10.140,50;10.261,00;120,50;8.005,75
