Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.01.2015 13:30;01.01.2015 13:45;11.838,25;12.063,50;225,25;7.858,75
01.01.2015 13:45;01.01.2015 14:00;11.801,25;11.990,50;189,25;7.924,50
01.01.2015 14:00;01.01.2015 14:15;11.789,00;11.939,25;150,25;8.065,00
01.01.2015 14:15;01.01.2015 14:30;11.708,50;11.839,25;130,75;8.088,25
01.01.2015 14:30;01.01.2015 14:45;11.684,50;11.815,25;130,75;8.197,00
01.01.2015 14:45;01.01.2015 15:00;11.590,00;11.722,25;132,25;8.222,25
01.01.2015 15:00;01.01.2015 15:15;11.657,25;11.700,75;43,50;8.423,75
01.01.2015 15:15;01.01.2015 15:30;11.676,75;11.707,50;30,75;8.542,50
01.01.2015 15:30;01.01.2015 15:45;11.674,75;11.708,75;34,00;8.577,75
01.01.2015 15:45;01.01.2015 16:00;11.724,75;11.832,50;107,75;8.593,00
01.01.2015 16:00;01.01.2015 16:15;11.822,25;11.980,75;158,50;8.616,75
01.01.2015 16:15;01.01.2015 16:30;12.064,00;12.208,00;144,00;8.719,00
01.01.2015 16:30;01.01.2015 16:45;12.426,25;12.576,25;150,00;8.947,25
01.01.2015 16:45;01.01.2015 17:00;12.804,25;12.909,75;105,50;9.201,25
01.01.2015 17:00;01.01.2015 17:15;13.154,00;13.243,00;89,00;9.466,25
01.01.2015 17:15;01.01.2015 17:30;13.378,75;13.454,00;75,25;9.581,00
01.01.2015 17:30;01.01.2015 17:45;13.533,50;13.600,50;67,00;9.594,50
01.01.2015 17:45;01.01.2015 18:00;13.558,00;13.645,25;87,25;9.546,50
01.01.2015 18:00;01.01.2015 18:15;13.611,75;13.703,00;91,25;9.509,00
01.01.2015 18:15;01.01.2015 18:30;13.604,25;13.710,50;106,25;9.413,25
01.01.2015 18:30;01.01.2015 18:45;13.588,50;13.748,75;160,25;9.336,00
01.01.2015 18:45;01.01.2015 19:00;13.500,75;13.688,25;187,50;9.179,00
01.01.2015 19:00;01.01.2015 19:15;13.497,25;13.583,50;86,25;9.077,00
01.01.2015 19:15;01.01.2015 19:30;13.485,25;13.576,25;91,00;9.016,25
01.01.2015 19:30;01.01.2015 19:45;13.380,00;13.496,00;116,00;8.847,25
01.01.2015 19:45;01.01.2015 20:00;13.272,00;13.392,75;120,75;8.686,00
01.01.2015 20:00;01.01.2015 20:15;13.169,25;13.270,50;101,25;8.491,25
01.01.2015 20:15;01.01.2015 20:30;12.974,00;13.083,25;109,25;8.225,75
01.01.2015 20:30;01.01.2015 20:45;12.720,75;12.840,50;119,75;7.899,00
01.01.2015 20:45;01.01.2015 21:00;12.571,75;12.701,25;129,50;7.638,50
01.01.2015 21:00;01.01.2015 21:15;12.551,50;12.734,50;183,00;7.551,00
01.01.2015 21:15;01.01.2015 21:30;12.514,25;12.665,75;151,50;7.458,25
01.01.2015 21:30;01.01.2015 21:45;12.472,50;12.666,25;193,75;7.367,50
01.01.2015 21:45;01.01.2015 22:00;12.553,50;12.691,50;138,00;7.362,50
01.01.2015 22:00;01.01.2015 22:15;12.791,25;12.848,25;57,00;7.528,25
01.01.2015 22:15;01.01.2015 22:30;12.622,00;12.679,50;57,50;7.319,25
01.01.2015 22:30;01.01.2015 22:45;12.482,25;12.577,25;95,00;7.187,75
01.01.2015 22:45;01.01.2015 23:00;12.269,75;12.485,25;215,50;6.894,50
01.01.2015 23:00;01.01.2015 23:15;12.164,00;12.248,75;84,75;6.768,75
01.01.2015 23:15;01.01.2015 23:30;11.953,25;12.147,00;193,75;6.473,00
01.01.2015 23:30;01.01.2015 23:45;11.755,00;12.023,75;268,75;6.165,50
01.01.2015 23:45;02.01.2015 00:00;11.606,00;11.937,50;331,50;5.988,00
02.01.2015 00:00;02.01.2015 00:15;11.259,00;11.693,00;434,00;5.632,00
02.01.2015 00:15;02.01.2015 00:30;11.305,75;11.757,00;451,25;5.766,00
02.01.2015 00:30;02.01.2015 00:45;11.019,00;11.515,00;496,00;5.419,00
02.01.2015 00:45;02.01.2015 01:00;10.876,75;11.505,75;629,00;5.171,75
02.01.2015 01:00;02.01.2015 01:15;10.817,50;11.583,00;765,50;5.039,50
02.01.2015 01:15;02.01.2015 01:30;10.686,75;11.533,75;847,00;4.891,75
02.01.2015 01:30;02.01.2015 01:45;10.616,25;11.478,00;861,75;4.728,50
02.01.2015 01:45;02.01.2015 02:00;10.550,00;11.228,50;678,50;4.576,25
02.01.2015 02:00;02.01.2015 02:15;10.500,25;10.999,50;499,25;4.460,25
02.01.2015 02:15;02.01.2015 02:30;10.450,50;10.939,25;488,75;4.432,00
02.01.2015 02:30;02.01.2015 02:45;10.405,25;10.911,50;506,25;4.349,25
02.01.2015 02:45;02.01.2015 03:00;10.379,50;10.849,00;469,50;4.246,00
02.01.2015 03:00;02.01.2015 03:15;10.382,75;10.800,25;417,50;4.196,25
02.01.2015 03:15;02.01.2015 03:30;10.400,00;10.830,00;430,00;4.190,00
02.01.2015 03:30;02.01.2015 03:45;10.433,00;10.911,25;478,25;4.171,00
02.01.2015 03:45;02.01.2015 04:00;10.441,00;10.964,75;523,75;4.066,00
02.01.2015 04:00;02.01.2015 04:15;10.548,75;11.131,75;583,00;4.170,25
02.01.2015 04:15;02.01.2015 04:30;10.567,00;11.157,25;590,25;4.157,50
02.01.2015 04:30;02.01.2015 04:45;10.651,50;11.226,75;575,25;4.188,50
02.01.2015 04:45;02.01.2015 05:00;10.701,25;11.272,50;571,25;4.231,25
02.01.2015 05:00;02.01.2015 05:15;10.874,00;11.507,25;633,25;4.336,00
02.01.2015 05:15;02.01.2015 05:30;10.882,75;11.680,75;798,00;4.311,25
02.01.2015 05:30;02.01.2015 05:45;10.978,75;11.908,75;930,00;4.411,50
02.01.2015 05:45;02.01.2015 06:00;11.128,25;11.938,75;810,50;4.633,00
02.01.2015 06:00;02.01.2015 06:15;11.254,00;11.993,25;739,25;4.654,50
02.01.2015 06:15;02.01.2015 06:30;11.425,75;12.046,75;621,00;4.809,00
02.01.2015 06:30;02.01.2015 06:45;11.683,25;12.164,50;481,25;5.042,25
02.01.2015 06:45;02.01.2015 07:00;11.955,75;12.247,25;291,50;5.457,50
02.01.2015 07:00;02.01.2015 07:15;12.276,00;12.593,75;317,75;5.739,75
02.01.2015 07:15;02.01.2015 07:30;12.463,50;12.710,25;246,75;5.904,50
02.01.2015 07:30;02.01.2015 07:45;12.758,50;12.920,00;161,50;6.206,00
02.01.2015 07:45;02.01.2015 08:00;13.081,25;13.246,75;165,50;6.536,25
02.01.2015 08:00;02.01.2015 08:15;13.319,25;13.527,25;208,00;6.728,00
02.01.2015 08:15;02.01.2015 08:30;13.567,50;13.732,25;164,75;6.889,75
02.01.2015 08:30;02.01.2015 08:45;13.760,00;13.876,00;116,00;7.029,75
02.01.2015 08:45;02.01.2015 09:00;13.936,50;14.020,00;83,50;7.308,00
02.01.2015 09:00;02.01.2015 09:15;14.208,25;14.325,25;117,00;7.581,75
02.01.2015 09:15;02.01.2015 09:30;14.364,75;14.457,50;92,75;7.752,25
02.01.2015 09:30;02.01.2015 09:45;14.520,00;14.525,25;5,25;8.051,25
02.01.2015 09:45;02.01.2015 10:00;14.620,25;14.641,50;21,25;8.141,25
02.01.2015 10:00;02.01.2015 10:15;14.816,25;14.864,50;48,25;8.271,75
02.01.2015 10:15;02.01.2015 10:30;14.878,25;14.925,25;47,00;8.354,25
02.01.2015 10:30;02.01.2015 10:45;15.011,50;15.037,25;25,75;8.429,75
02.01.2015 10:45;02.01.2015 11:00;15.024,75;15.062,00;37,25;8.366,75
02.01.2015 11:00;02.01.2015 11:15;15.166,00;15.280,25;114,25;8.469,00
02.01.2015 11:15;02.01.2015 11:30;15.293,75;15.300,75;7,00;8.560,00
02.01.2015 11:30;02.01.2015 11:45;15.374,25;15.380,00;5,75;8.571,25
02.01.2015 11:45;02.01.2015 12:00;15.477,50;15.481,25;3,75;8.638,50
02.01.2015 12:00;02.01.2015 12:15;15.472,75;15.475,50;2,75;8.626,00
02.01.2015 12:15;02.01.2015 12:30;15.403,25;15.405,75;2,50;8.576,25
02.01.2015 12:30;02.01.2015 12:45;15.369,50;15.479,25;109,75;8.527,00
02.01.2015 12:45;02.01.2015 13:00;15.258,25;15.306,25;48,00;8.406,50
02.01.2015 13:00;02.01.2015 13:15;15.249,50;15.279,75;30,25;8.366,75
02.01.2015 13:15;02.01.2015 13:30;15.167,75;15.207,00;39,25;8.214,00
02.01.2015 13:30;02.01.2015 13:45;15.079,50;15.127,75;48,25;8.150,50
02.01.2015 13:45;02.01.2015 14:00;14.983,75;15.080,75;97,00;8.055,75
02.01.2015 14:00;02.01.2015 14:15;14.919,00;14.993,75;74,75;8.103,75
02.01.2015 14:15;02.01.2015 14:30;14.844,25;14.943,75;99,50;8.142,00
02.01.2015 14:30;02.01.2015 14:45;14.786,75;14.893,50;106,75;8.177,00
02.01.2015 14:45;02.01.2015 15:00;14.704,25;14.922,00;217,75;8.182,00
02.01.2015 15:00;02.01.2015 15:15;14.703,75;14.836,50;132,75;8.185,75
02.01.2015 15:15;02.01.2015 15:30;14.643,75;14.798,50;154,75;8.267,00
02.01.2015 15:30;02.01.2015 15:45;14.591,00;14.776,25;185,25;8.271,00
02.01.2015 15:45;02.01.2015 16:00;14.614,00;14.791,50;177,50;8.330,25
02.01.2015 16:00;02.01.2015 16:15;14.668,00;15.125,25;457,25;8.374,00
02.01.2015 16:15;02.01.2015 16:30;14.860,50;15.145,50;285,00;8.630,25
02.01.2015 16:30;02.01.2015 16:45;15.077,75;15.261,50;183,75;8.927,75
02.01.2015 16:45;02.01.2015 17:00;15.304,00;15.376,00;72,00;9.213,75
02.01.2015 17:00;02.01.2015 17:15;15.627,75;15.720,75;93,00;9.571,00
02.01.2015 17:15;02.01.2015 17:30;15.731,50;15.828,75;97,25;9.697,00
02.01.2015 17:30;02.01.2015 17:45;15.778,50;15.902,75;124,25;9.706,75
02.01.2015 17:45;02.01.2015 18:00;15.822,50;15.975,50;153,00;9.684,00
02.01.2015 18:00;02.01.2015 18:15;15.858,25;16.027,75;169,50;9.633,50
02.01.2015 18:15;02.01.2015 18:30;15.847,00;15.953,75;106,75;9.592,25
02.01.2015 18:30;02.01.2015 18:45;15.802,50;15.914,75;112,25;9.529,75
02.01.2015 18:45;02.01.2015 19:00;15.751,00;15.867,25;116,25;9.493,00
02.01.2015 19:00;02.01.2015 19:15;15.634,25;15.714,50;80,25;9.385,25
02.01.2015 19:15;02.01.2015 19:30;15.454,25;15.549,00;94,75;9.259,75
02.01.2015 19:30;02.01.2015 19:45;15.295,25;15.458,25;163,00;9.101,50
02.01.2015 19:45;02.01.2015 20:00;15.165,25;15.334,50;169,25;9.019,75
02.01.2015 20:00;02.01.2015 20:15;14.852,75;14.948,50;95,75;8.717,75
02.01.2015 20:15;02.01.2015 20:30;14.523,00;14.619,50;96,50;8.450,50
02.01.2015 20:30;02.01.2015 20:45;14.283,50;14.382,00;98,50;8.270,25
02.01.2015 20:45;02.01.2015 21:00;14.060,25;14.217,50;157,25;8.002,50
02.01.2015 21:00;02.01.2015 21:15;13.915,25;14.145,25;230,00;7.855,25
02.01.2015 21:15;02.01.2015 21:30;13.828,25;14.055,00;226,75;7.741,25
02.01.2015 21:30;02.01.2015 21:45;13.744,00;14.015,50;271,50;7.667,00
02.01.2015 21:45;02.01.2015 22:00;13.720,50;14.014,50;294,00;7.578,25
02.01.2015 22:00;02.01.2015 22:15;13.821,50;13.994,50;173,00;7.773,75
02.01.2015 22:15;02.01.2015 22:30;13.698,25;13.936,75;238,50;7.581,75
02.01.2015 22:30;02.01.2015 22:45;13.506,00;13.858,00;352,00;7.332,75
02.01.2015 22:45;02.01.2015 23:00;12.522,50;13.069,25;546,75;6.314,75
02.01.2015 23:00;02.01.2015 23:15;12.314,25;12.680,50;366,25;6.120,50
02.01.2015 23:15;02.01.2015 23:30;12.086,75;12.516,75;430,00;5.895,00
02.01.2015 23:30;02.01.2015 23:45;11.875,25;12.296,00;420,75;5.738,50
02.01.2015 23:45;03.01.2015 00:00;11.601,25;12.234,75;633,50;5.497,50
03.01.2015 00:00;03.01.2015 00:15;11.373,00;11.824,25;451,25;5.309,25
03.01.2015 00:15;03.01.2015 00:30;11.102,00;11.552,00;450,00;5.087,00
03.01.2015 00:30;03.01.2015 00:45;10.951,25;11.703,25;752,00;4.931,75
03.01.2015 00:45;03.01.2015 01:00;10.792,75;11.669,50;876,75;4.815,25
03.01.2015 01:00;03.01.2015 01:15;10.691,75;11.398,50;706,75;4.792,25
03.01.2015 01:15;03.01.2015 01:30;10.512,50;11.170,00;657,50;4.672,00
03.01.2015 01:30;03.01.2015 01:45;10.404,25;11.027,50;623,25;4.588,75
03.01.2015 01:45;03.01.2015 02:00;10.320,75;10.978,50;657,75;4.599,50
03.01.2015 02:00;03.01.2015 02:15;10.248,00;10.835,25;587,25;4.586,25
03.01.2015 02:15;03.01.2015 02:30;10.122,50;10.690,50;568,00;4.524,00
03.01.2015 02:30;03.01.2015 02:45;10.090,75;10.576,50;485,75;4.642,50
03.01.2015 02:45;03.01.2015 03:00;10.078,25;10.530,50;452,25;4.669,50
03.01.2015 03:00;03.01.2015 03:15;10.067,00;10.487,25;420,25;4.725,25
03.01.2015 03:15;03.01.2015 03:30;10.047,75;10.482,25;434,50;4.814,50
03.01.2015 03:30;03.01.2015 03:45;10.020,00;10.415,75;395,75;4.817,00
03.01.2015 03:45;03.01.2015 04:00;10.082,00;10.419,25;337,25;4.942,50
03.01.2015 04:00;03.01.2015 04:15;10.136,00;10.447,50;311,50;5.028,25
03.01.2015 04:15;03.01.2015 04:30;10.099,50;10.460,50;361,00;5.052,00
03.01.2015 04:30;03.01.2015 04:45;10.126,50;10.550,50;424,00;5.058,75
03.01.2015 04:45;03.01.2015 05:00;10.149,75;10.688,75;539,00;5.082,00
03.01.2015 05:00;03.01.2015 05:15;10.225,25;10.728,75;503,50;5.135,25
03.01.2015 05:15;03.01.2015 05:30;10.161,25;10.773,75;612,50;5.045,25
03.01.2015 05:30;03.01.2015 05:45;10.165,75;10.696,50;530,75;5.001,25
03.01.2015 05:45;03.01.2015 06:00;10.369,75;10.848,25;478,50;5.232,50
03.01.2015 06:00;03.01.2015 06:15;10.430,00;10.995,25;565,25;5.210,50
03.01.2015 06:15;03.01.2015 06:30;10.462,50;10.999,75;537,25;5.142,25
03.01.2015 06:30;03.01.2015 06:45;10.589,50;11.091,25;501,75;5.212,00
03.01.2015 06:45;03.01.2015 07:00;10.718,00;11.200,50;482,50;5.308,75
03.01.2015 07:00;03.01.2015 07:15;10.846,00;11.471,00;625,00;5.410,00
03.01.2015 07:15;03.01.2015 07:30;11.051,50;11.530,25;478,75;5.606,75
03.01.2015 07:30;03.01.2015 07:45;11.243,75;11.656,75;413,00;5.755,75
03.01.2015 07:45;03.01.2015 08:00;11.454,25;11.971,50;517,25;5.877,25
03.01.2015 08:00;03.01.2015 08:15;11.710,25;12.241,75;531,50;6.011,25
03.01.2015 08:15;03.01.2015 08:30;11.862,75;12.364,75;502,00;6.100,25
03.01.2015 08:30;03.01.2015 08:45;12.018,25;12.425,25;407,00;6.259,00
03.01.2015 08:45;03.01.2015 09:00;12.257,25;12.512,00;254,75;6.424,50
03.01.2015 09:00;03.01.2015 09:15;12.540,25;12.713,00;172,75;6.616,25
03.01.2015 09:15;03.01.2015 09:30;12.670,50;12.854,50;184,00;6.676,50
03.01.2015 09:30;03.01.2015 09:45;12.964,00;13.081,00;117,00;6.926,75
03.01.2015 09:45;03.01.2015 10:00;13.160,25;13.263,25;103,00;7.088,50
03.01.2015 10:00;03.01.2015 10:15;13.323,00;13.434,75;111,75;7.287,75
03.01.2015 10:15;03.01.2015 10:30;13.462,00;13.570,50;108,50;7.433,25
03.01.2015 10:30;03.01.2015 10:45;13.545,50;13.666,25;120,75;7.417,75
03.01.2015 10:45;03.01.2015 11:00;13.649,50;13.778,25;128,75;7.465,75
03.01.2015 11:00;03.01.2015 11:15;13.791,50;13.997,25;205,75;7.551,50
03.01.2015 11:15;03.01.2015 11:30;13.937,50;14.136,75;199,25;7.683,75
03.01.2015 11:30;03.01.2015 11:45;14.098,50;14.228,00;129,50;7.851,50
03.01.2015 11:45;03.01.2015 12:00;14.191,75;14.294,25;102,50;8.002,75
03.01.2015 12:00;03.01.2015 12:15;13.887,50;13.975,25;87,75;7.727,25
03.01.2015 12:15;03.01.2015 12:30;13.884,00;13.938,25;54,25;7.707,50
03.01.2015 12:30;03.01.2015 12:45;14.143,00;14.201,25;58,25;8.045,25
03.01.2015 12:45;03.01.2015 13:00;14.107,75;14.152,25;44,50;8.096,25
03.01.2015 13:00;03.01.2015 13:15;14.106,50;14.145,75;39,25;8.261,50
03.01.2015 13:15;03.01.2015 13:30;13.995,25;14.020,75;25,50;8.330,50
03.01.2015 13:30;03.01.2015 13:45;13.950,50;13.955,50;5,00;8.463,75
03.01.2015 13:45;03.01.2015 14:00;13.846,00;13.849,25;3,25;8.513,75
03.01.2015 14:00;03.01.2015 14:15;13.804,00;13.822,75;18,75;8.600,75
03.01.2015 14:15;03.01.2015 14:30;13.763,00;13.766,25;3,25;8.693,75
03.01.2015 14:30;03.01.2015 14:45;13.748,25;13.750,00;1,75;8.798,00
03.01.2015 14:45;03.01.2015 15:00;13.680,75;13.684,25;3,50;8.853,25
03.01.2015 15:00;03.01.2015 15:15;13.702,50;13.739,50;37,00;9.059,50
03.01.2015 15:15;03.01.2015 15:30;13.676,75;13.692,25;15,50;9.167,25
03.01.2015 15:30;03.01.2015 15:45;13.729,75;13.730,00;0,25;9.415,50
03.01.2015 15:45;03.01.2015 16:00;13.760,75;13.762,50;1,75;9.565,50
03.01.2015 16:00;03.01.2015 16:15;13.856,75;13.971,25;114,50;9.695,50
03.01.2015 16:15;03.01.2015 16:30;14.186,50;14.255,75;69,25;10.088,75
03.01.2015 16:30;03.01.2015 16:45;14.410,25;14.450,25;40,00;10.457,25
03.01.2015 16:45;03.01.2015 17:00;14.668,50;14.723,00;54,50;10.821,50
03.01.2015 17:00;03.01.2015 17:15;14.952,00;15.013,25;61,25;11.115,25
03.01.2015 17:15;03.01.2015 17:30;15.022,50;15.122,00;99,50;11.175,00
03.01.2015 17:30;03.01.2015 17:45;15.144,25;15.217,50;73,25;11.288,75
03.01.2015 17:45;03.01.2015 18:00;15.158,00;15.228,00;70,00;11.320,00
03.01.2015 18:00;03.01.2015 18:15;15.238,25;15.294,00;55,75;11.480,00
03.01.2015 18:15;03.01.2015 18:30;15.215,50;15.285,50;70,00;11.568,50
03.01.2015 18:30;03.01.2015 18:45;15.140,25;15.191,75;51,50;11.594,75
03.01.2015 18:45;03.01.2015 19:00;15.032,75;15.087,50;54,75;11.534,50
03.01.2015 19:00;03.01.2015 19:15;14.924,75;14.962,75;38,00;11.597,25
03.01.2015 19:15;03.01.2015 19:30;14.993,25;15.034,50;41,25;11.747,50
03.01.2015 19:30;03.01.2015 19:45;14.724,00;14.835,75;111,75;11.600,75
03.01.2015 19:45;03.01.2015 20:00;14.643,25;14.820,25;177,00;11.393,50
03.01.2015 20:00;03.01.2015 20:15;14.292,50;14.348,50;56,00;10.974,25
03.01.2015 20:15;03.01.2015 20:30;13.948,50;14.054,25;105,75;10.538,25
03.01.2015 20:30;03.01.2015 20:45;13.604,25;13.805,25;201,00;10.082,00
03.01.2015 20:45;03.01.2015 21:00;13.422,00;13.684,75;262,75;9.802,25
03.01.2015 21:00;03.01.2015 21:15;13.240,00;13.402,00;162,00;9.578,50
03.01.2015 21:15;03.01.2015 21:30;13.201,75;13.345,50;143,75;9.410,00
03.01.2015 21:30;03.01.2015 21:45;13.139,75;13.331,50;191,75;9.297,00
03.01.2015 21:45;03.01.2015 22:00;13.140,25;13.362,50;222,25;9.220,00
03.01.2015 22:00;03.01.2015 22:15;13.209,00;13.314,25;105,25;9.394,50
03.01.2015 22:15;03.01.2015 22:30;13.252,25;13.372,25;120,00;9.273,75
03.01.2015 22:30;03.01.2015 22:45;13.087,00;13.204,00;117,00;9.084,25
03.01.2015 22:45;03.01.2015 23:00;12.816,50;13.005,50;189,00;8.801,25
03.01.2015 23:00;03.01.2015 23:15;12.579,50;12.769,00;189,50;8.498,25
03.01.2015 23:15;03.01.2015 23:30;12.519,75;12.783,50;263,75;8.186,00
03.01.2015 23:30;03.01.2015 23:45;12.269,75;12.582,25;312,50;7.865,00
03.01.2015 23:45;04.01.2015 00:00;12.173,25;12.527,00;353,75;7.655,75
04.01.2015 00:00;04.01.2015 00:15;11.845,00;11.979,00;134,00;7.392,00
04.01.2015 00:15;04.01.2015 00:30;11.656,50;11.778,25;121,75;7.230,50
04.01.2015 00:30;04.01.2015 00:45;11.540,25;11.728,50;188,25;7.090,75
04.01.2015 00:45;04.01.2015 01:00;11.384,25;11.702,75;318,50;6.848,25
04.01.2015 01:00;04.01.2015 01:15;10.715,25;11.125,00;409,75;6.102,00
04.01.2015 01:15;04.01.2015 01:30;10.618,50;11.063,00;444,50;5.962,50
04.01.2015 01:30;04.01.2015 01:45;10.503,00;10.989,75;486,75;5.712,25
04.01.2015 01:45;04.01.2015 02:00;10.431,75;10.928,50;496,75;5.755,50
04.01.2015 02:00;04.01.2015 02:15;10.297,50;10.769,00;471,50;5.672,00
04.01.2015 02:15;04.01.2015 02:30;10.228,75;10.756,00;527,25;5.556,50
04.01.2015 02:30;04.01.2015 02:45;10.176,75;10.798,25;621,50;5.382,75
04.01.2015 02:45;04.01.2015 03:00;10.132,00;10.859,25;727,25;5.325,75
04.01.2015 03:00;04.01.2015 03:15;10.070,50;10.646,25;575,75;5.305,25
04.01.2015 03:15;04.01.2015 03:30;10.040,25;10.584,25;544,00;5.301,25
04.01.2015 03:30;04.01.2015 03:45;10.043,25;10.584,75;541,50;5.345,25
04.01.2015 03:45;04.01.2015 04:00;10.059,75;10.599,25;539,50;5.296,25
04.01.2015 04:00;04.01.2015 04:15;10.087,00;10.655,25;568,25;5.294,00
04.01.2015 04:15;04.01.2015 04:30;10.056,50;10.675,75;619,25;5.289,50
04.01.2015 04:30;04.01.2015 04:45;10.081,25;10.651,50;570,25;5.292,75
04.01.2015 04:45;04.01.2015 05:00;10.103,75;10.671,50;567,75;5.354,00
04.01.2015 05:00;04.01.2015 05:15;10.104,00;10.388,00;284,00;5.362,50
04.01.2015 05:15;04.01.2015 05:30;10.011,50;10.591,75;580,25;5.307,00
04.01.2015 05:30;04.01.2015 05:45;9.957,50;10.479,75;522,25;5.272,00
04.01.2015 05:45;04.01.2015 06:00;9.826,25;10.343,75;517,50;5.207,75
04.01.2015 06:00;04.01.2015 06:15;9.656,75;10.245,50;588,75;5.036,75
