Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
02.04.2018 16:45;02.04.2018 17:00;11.681,50;12.529,25;847,75;7.083,25
02.04.2018 17:00;02.04.2018 17:15;11.783,25;12.569,00;785,75;7.470,75
02.04.2018 17:15;02.04.2018 17:30;11.934,25;12.466,00;531,75;7.888,00
02.04.2018 17:30;02.04.2018 17:45;12.078,50;12.454,25;375,75;8.335,50
02.04.2018 17:45;02.04.2018 18:00;12.187,25;12.369,50;182,25;8.722,50
02.04.2018 18:00;02.04.2018 18:15;12.423,00;12.672,25;249,25;9.176,75
02.04.2018 18:15;02.04.2018 18:30;12.471,00;12.654,25;183,25;9.419,00
02.04.2018 18:30;02.04.2018 18:45;12.615,00;12.730,50;115,50;9.709,00
02.04.2018 18:45;02.04.2018 19:00;12.630,50;12.721,00;90,50;9.792,00
02.04.2018 19:00;02.04.2018 19:15;12.693,00;12.731,00;38,00;9.854,75
02.04.2018 19:15;02.04.2018 19:30;12.675,25;12.687,25;12,00;9.750,75
02.04.2018 19:30;02.04.2018 19:45;12.745,00;12.750,25;5,25;9.672,50
02.04.2018 19:45;02.04.2018 20:00;12.873,00;12.913,50;40,50;9.603,50
02.04.2018 20:00;02.04.2018 20:15;13.146,75;13.189,25;42,50;9.619,50
02.04.2018 20:15;02.04.2018 20:30;13.191,25;13.233,75;42,50;9.364,75
02.04.2018 20:30;02.04.2018 20:45;13.112,00;13.154,50;42,50;9.059,75
02.04.2018 20:45;02.04.2018 21:00;12.963,25;13.105,00;141,75;8.665,25
02.04.2018 21:00;02.04.2018 21:15;12.949,50;13.141,25;191,75;8.436,50
02.04.2018 21:15;02.04.2018 21:30;12.789,25;13.088,25;299,00;8.151,50
02.04.2018 21:30;02.04.2018 21:45;12.753,50;13.073,50;320,00;7.979,25
02.04.2018 21:45;02.04.2018 22:00;12.714,25;13.096,25;382,00;7.779,75
02.04.2018 22:00;02.04.2018 22:15;12.919,25;13.145,75;226,50;7.838,25
02.04.2018 22:15;02.04.2018 22:30;12.783,00;13.047,50;264,50;7.538,75
02.04.2018 22:30;02.04.2018 22:45;12.517,75;12.842,25;324,50;7.134,00
02.04.2018 22:45;02.04.2018 23:00;12.375,50;12.814,75;439,25;6.955,50
02.04.2018 23:00;02.04.2018 23:15;12.161,00;12.639,50;478,50;6.750,00
02.04.2018 23:15;02.04.2018 23:30;11.935,25;12.481,50;546,25;6.546,50
02.04.2018 23:30;02.04.2018 23:45;11.750,50;12.288,25;537,75;6.380,75
02.04.2018 23:45;03.04.2018 00:00;11.569,25;12.261,50;692,25;6.223,75
03.04.2018 00:00;03.04.2018 00:15;11.382,50;12.000,00;617,50;6.033,50
03.04.2018 00:15;03.04.2018 00:30;11.253,25;12.079,50;826,25;5.868,00
03.04.2018 00:30;03.04.2018 00:45;11.083,00;11.946,75;863,75;5.710,25
03.04.2018 00:45;03.04.2018 01:00;10.965,25;11.764,25;799,00;5.625,25
03.04.2018 01:00;03.04.2018 01:15;10.797,75;11.847,25;1.049,50;5.449,50
03.04.2018 01:15;03.04.2018 01:30;10.706,25;11.860,25;1.154,00;5.383,75
03.04.2018 01:30;03.04.2018 01:45;10.698,75;11.848,00;1.149,25;5.414,50
03.04.2018 01:45;03.04.2018 02:00;10.657,25;11.833,25;1.176,00;5.446,00
03.04.2018 02:00;03.04.2018 02:15;10.636,25;11.784,75;1.148,50;5.429,50
03.04.2018 02:15;03.04.2018 02:30;10.630,75;11.761,50;1.130,75;5.387,25
03.04.2018 02:30;03.04.2018 02:45;10.629,50;11.768,75;1.139,25;5.339,00
03.04.2018 02:45;03.04.2018 03:00;10.713,25;11.876,00;1.162,75;5.411,75
03.04.2018 03:00;03.04.2018 03:15;10.794,75;12.257,50;1.462,75;5.480,50
03.04.2018 03:15;03.04.2018 03:30;10.836,00;12.348,75;1.512,75;5.488,00
03.04.2018 03:30;03.04.2018 03:45;10.930,75;12.437,75;1.507,00;5.538,50
03.04.2018 03:45;03.04.2018 04:00;11.139,25;12.499,00;1.359,75;5.706,75
03.04.2018 04:00;03.04.2018 04:15;11.255,25;12.440,75;1.185,50;5.854,50
03.04.2018 04:15;03.04.2018 04:30;11.399,00;12.602,25;1.203,25;6.042,00
03.04.2018 04:30;03.04.2018 04:45;11.590,00;12.707,50;1.117,50;6.271,75
03.04.2018 04:45;03.04.2018 05:00;11.830,25;12.777,00;946,75;6.596,25
03.04.2018 05:00;03.04.2018 05:15;12.230,75;12.582,00;351,25;7.055,50
03.04.2018 05:15;03.04.2018 05:30;12.473,75;12.928,25;454,50;7.367,50
03.04.2018 05:30;03.04.2018 05:45;12.814,75;13.301,00;486,25;7.741,00
03.04.2018 05:45;03.04.2018 06:00;13.162,75;13.491,25;328,50;8.122,50
03.04.2018 06:00;03.04.2018 06:15;14.080,00;14.212,00;132,00;9.009,00
03.04.2018 06:15;03.04.2018 06:30;14.625,75;14.670,00;44,25;9.536,75
03.04.2018 06:30;03.04.2018 06:45;14.985,00;15.019,75;34,75;9.863,50
03.04.2018 06:45;03.04.2018 07:00;15.280,75;15.314,50;33,75;10.071,25
03.04.2018 07:00;03.04.2018 07:15;15.690,00;15.749,00;59,00;10.354,50
03.04.2018 07:15;03.04.2018 07:30;15.912,75;15.947,00;34,25;10.464,75
03.04.2018 07:30;03.04.2018 07:45;16.157,50;16.191,50;34,00;10.638,75
03.04.2018 07:45;03.04.2018 08:00;16.420,00;16.433,25;13,25;10.801,50
03.04.2018 08:00;03.04.2018 08:15;16.656,50;16.656,75;0,25;10.904,00
03.04.2018 08:15;03.04.2018 08:30;16.789,00;16.789,25;0,25;10.927,25
03.04.2018 08:30;03.04.2018 08:45;16.942,50;16.962,25;19,75;10.912,50
03.04.2018 08:45;03.04.2018 09:00;16.961,25;17.005,25;44,00;10.826,75
03.04.2018 09:00;03.04.2018 09:15;16.873,75;16.887,50;13,75;10.552,00
03.04.2018 09:15;03.04.2018 09:30;16.950,50;16.982,25;31,75;10.413,25
03.04.2018 09:30;03.04.2018 09:45;17.128,50;17.328,75;200,25;10.373,00
03.04.2018 09:45;03.04.2018 10:00;17.162,00;17.447,25;285,25;10.063,50
03.04.2018 10:00;03.04.2018 10:15;17.221,50;17.396,00;174,50;9.873,75
03.04.2018 10:15;03.04.2018 10:30;17.285,50;17.567,75;282,25;9.616,00
03.04.2018 10:30;03.04.2018 10:45;17.354,25;17.652,50;298,25;9.419,50
03.04.2018 10:45;03.04.2018 11:00;17.445,50;17.898,25;452,75;9.227,00
03.04.2018 11:00;03.04.2018 11:15;17.436,75;17.687,75;251,00;9.007,50
03.04.2018 11:15;03.04.2018 11:30;17.645,50;17.893,50;248,00;9.037,00
03.04.2018 11:30;03.04.2018 11:45;17.805,00;18.134,50;329,50;8.928,75
03.04.2018 11:45;03.04.2018 12:00;17.774,50;18.202,00;427,50;8.617,25
03.04.2018 12:00;03.04.2018 12:15;17.635,50;17.781,25;145,75;8.306,25
03.04.2018 12:15;03.04.2018 12:30;17.487,50;17.758,75;271,25;8.040,25
03.04.2018 12:30;03.04.2018 12:45;17.579,00;17.783,75;204,75;8.148,75
03.04.2018 12:45;03.04.2018 13:00;17.531,50;17.802,75;271,25;8.044,50
03.04.2018 13:00;03.04.2018 13:15;17.511,25;17.789,00;277,75;8.021,50
03.04.2018 13:15;03.04.2018 13:30;17.385,25;17.664,50;279,25;7.943,50
03.04.2018 13:30;03.04.2018 13:45;17.218,00;17.555,00;337,00;7.898,75
03.04.2018 13:45;03.04.2018 14:00;17.129,50;17.446,50;317,00;7.968,25
03.04.2018 14:00;03.04.2018 14:15;17.056,00;17.340,50;284,50;8.031,75
03.04.2018 14:15;03.04.2018 14:30;16.986,00;17.198,00;212,00;8.221,50
03.04.2018 14:30;03.04.2018 14:45;16.885,25;17.092,50;207,25;8.297,00
03.04.2018 14:45;03.04.2018 15:00;16.827,75;17.017,25;189,50;8.295,25
03.04.2018 15:00;03.04.2018 15:15;16.729,25;16.925,25;196,00;8.550,50
03.04.2018 15:15;03.04.2018 15:30;16.518,75;16.876,50;357,75;8.418,25
03.04.2018 15:30;03.04.2018 15:45;16.388,75;16.753,50;364,75;8.501,75
03.04.2018 15:45;03.04.2018 16:00;16.286,75;16.553,00;266,25;8.735,25
03.04.2018 16:00;03.04.2018 16:15;16.237,75;16.740,50;502,75;9.058,50
03.04.2018 16:15;03.04.2018 16:30;16.111,75;16.544,50;432,75;9.296,50
03.04.2018 16:30;03.04.2018 16:45;15.964,50;16.280,75;316,25;9.481,50
03.04.2018 16:45;03.04.2018 17:00;15.883,75;16.102,25;218,50;9.844,75
03.04.2018 17:00;03.04.2018 17:15;15.883,50;16.070,25;186,75;10.230,25
03.04.2018 17:15;03.04.2018 17:30;15.905,25;16.020,75;115,50;10.672,50
03.04.2018 17:30;03.04.2018 17:45;15.947,75;16.016,50;68,75;11.110,00
03.04.2018 17:45;03.04.2018 18:00;16.018,25;16.040,00;21,75;11.549,00
03.04.2018 18:00;03.04.2018 18:15;15.925,75;15.927,25;1,50;11.753,75
03.04.2018 18:15;03.04.2018 18:30;15.947,75;15.950,25;2,50;11.980,50
03.04.2018 18:30;03.04.2018 18:45;15.962,75;15.965,25;2,50;12.174,50
03.04.2018 18:45;03.04.2018 19:00;16.018,25;16.019,75;1,50;12.559,00
03.04.2018 19:00;03.04.2018 19:15;16.022,00;16.023,50;1,50;12.828,00
03.04.2018 19:15;03.04.2018 19:30;15.986,50;15.988,00;1,50;12.963,25
03.04.2018 19:30;03.04.2018 19:45;16.076,25;16.077,75;1,50;13.156,50
03.04.2018 19:45;03.04.2018 20:00;16.176,50;16.178,00;1,50;13.234,25
03.04.2018 20:00;03.04.2018 20:15;16.290,75;16.291,50;0,75;13.326,25
03.04.2018 20:15;03.04.2018 20:30;16.296,25;16.296,25;0,00;13.256,50
03.04.2018 20:30;03.04.2018 20:45;16.108,00;16.108,00;0,00;12.959,50
03.04.2018 20:45;03.04.2018 21:00;15.863,75;15.864,75;1,00;12.530,00
03.04.2018 21:00;03.04.2018 21:15;15.680,75;15.757,75;77,00;12.103,50
03.04.2018 21:15;03.04.2018 21:30;15.549,00;15.654,00;105,00;11.824,25
03.04.2018 21:30;03.04.2018 21:45;15.323,25;15.516,25;193,00;11.529,75
03.04.2018 21:45;03.04.2018 22:00;15.064,00;15.429,25;365,25;11.111,50
03.04.2018 22:00;03.04.2018 22:15;14.896,00;15.080,50;184,50;10.874,50
03.04.2018 22:15;03.04.2018 22:30;14.732,00;14.930,00;198,00;10.551,25
03.04.2018 22:30;03.04.2018 22:45;14.404,00;14.766,00;362,00;10.089,50
03.04.2018 22:45;03.04.2018 23:00;14.124,75;14.565,75;441,00;9.758,00
03.04.2018 23:00;03.04.2018 23:15;13.727,50;14.012,75;285,25;9.295,00
03.04.2018 23:15;03.04.2018 23:30;13.416,25;13.712,75;296,50;8.954,00
03.04.2018 23:30;03.04.2018 23:45;13.133,50;13.679,25;545,75;8.593,25
03.04.2018 23:45;04.04.2018 00:00;12.904,75;13.634,00;729,25;8.262,00
04.04.2018 00:00;04.04.2018 00:15;12.625,50;13.674,50;1.049,00;7.988,75
04.04.2018 00:15;04.04.2018 00:30;12.437,25;13.537,50;1.100,25;7.784,00
04.04.2018 00:30;04.04.2018 00:45;12.370,00;13.424,75;1.054,75;7.724,25
04.04.2018 00:45;04.04.2018 01:00;12.172,25;13.295,25;1.123,00;7.480,25
04.04.2018 01:00;04.04.2018 01:15;12.145,75;13.275,00;1.129,25;7.539,75
04.04.2018 01:15;04.04.2018 01:30;11.985,50;13.124,50;1.139,00;7.374,25
04.04.2018 01:30;04.04.2018 01:45;11.943,00;13.099,50;1.156,50;7.310,50
04.04.2018 01:45;04.04.2018 02:00;11.826,75;13.027,75;1.201,00;7.060,50
04.04.2018 02:00;04.04.2018 02:15;11.723,00;13.135,50;1.412,50;6.853,75
04.04.2018 02:15;04.04.2018 02:30;11.690,75;13.159,00;1.468,25;6.709,25
04.04.2018 02:30;04.04.2018 02:45;11.762,25;13.237,00;1.474,75;6.715,25
04.04.2018 02:45;04.04.2018 03:00;11.782,00;13.288,25;1.506,25;6.625,25
04.04.2018 03:00;04.04.2018 03:15;11.877,50;13.475,50;1.598,00;6.737,00
04.04.2018 03:15;04.04.2018 03:30;11.920,00;13.564,75;1.644,75;6.738,50
04.04.2018 03:30;04.04.2018 03:45;12.005,00;13.620,00;1.615,00;6.843,75
04.04.2018 03:45;04.04.2018 04:00;12.052,50;13.446,25;1.393,75;7.168,75
04.04.2018 04:00;04.04.2018 04:15;12.205,50;13.600,00;1.394,50;7.324,50
04.04.2018 04:15;04.04.2018 04:30;12.266,75;13.746,75;1.480,00;7.186,25
04.04.2018 04:30;04.04.2018 04:45;12.459,25;13.979,25;1.520,00;7.288,75
04.04.2018 04:45;04.04.2018 05:00;12.686,50;14.092,75;1.406,25;7.578,75
04.04.2018 05:00;04.04.2018 05:15;13.072,00;14.125,00;1.053,00;7.946,50
04.04.2018 05:15;04.04.2018 05:30;13.225,50;14.271,75;1.046,25;8.086,25
