Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (DE-LU)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2022-01-01T00:00+01:00,3298.339797,10080.38405,37766.28369,50.05
2022-01-01T01:00+01:00,3341.332796,9996.309311,36396.47705,41.33
2022-01-01T02:00+01:00,3337.889564,9915.082156,35011.04696,43.22
2022-01-01T03:00+01:00,3335.85107,9918.294448,33796.97177,45.46
2022-01-01T04:00+01:00,3335.781208,9953.075286,32615.98225,37.67
2022-01-01T05:00+01:00,3340.851243,10193.82434,30564.07509,39.7
2022-01-01T06:00+01:00,3336.729344,10325.01996,30271.07853,40.59
2022-01-01T07:00+01:00,3322.933958,10640.09451,29513.61785,43.26
2022-01-01T08:00+01:00,3337.051212,10959.72973,27961.31849,49.66
2022-01-01T09:00+01:00,3324.164041,11135.82949,29060.83163,70.05
2022-01-01T10:00+01:00,3332.739686,11402.97871,30137.84959,76.79
2022-01-01T11:00+01:00,3336.569658,11539.92995,31094.87843,84.1
2022-01-01T12:00+01:00,3341.195566,11794.26879,31598.05502,94.74
2022-01-01T13:00+01:00,3337.567697,11438.50028,29681.22226,96.8
2022-01-01T14:00+01:00,3300.859844,12392.632,26796.72792,97.17
2022-01-01T15:00+01:00,3337.717402,14314.67773,24038.2623,101
2022-01-01T16:00+01:00,3339.404087,15410.76613,24065.18149,126.6
2022-01-01T17:00+01:00,3343.124275,15923.75771,26143.90597,149.97
2022-01-01T18:00+01:00,3344.81096,16276.74123,28168.28498,146.33
2022-01-01T19:00+01:00,3344.089878,15744.56245,30027.72176,140.28
2022-01-01T20:00+01:00,3346.118391,14514.58621,31027.81501,121.88
2022-01-01T21:00+01:00,3346.268096,13369.05777,31658.55215,102.61
2022-01-01T22:00+01:00,3350.889014,12934.75383,32024.02283,97.46
2022-01-01T23:00+01:00,3348.146904,11487.54212,32337.32945,85.16
2022-01-02T00:00+01:00,3311.813315,10370.09937,32310.36634,57.08
2022-01-02T01:00+01:00,3176.881017,10298.56996,32064.5025,52.59
2022-01-02T02:00+01:00,3262.69735,10121.81683,31321.88517,48.97
2022-01-02T03:00+01:00,3316.553998,10061.3422,31744.70973,34.94
2022-01-02T04:00+01:00,3333.932342,10039.49476,30671.16744,29.56
2022-01-02T05:00+01:00,3329.7306,10075.30264,31030.61156,33.97
2022-01-02T06:00+01:00,3324.248874,10098.6135,31521.75029,34.52
2022-01-02T07:00+01:00,3355.290364,10168.92595,32462.68883,41.8
2022-01-02T08:00+01:00,3338.276304,10252.64918,35192.19681,48.95
2022-01-02T09:00+01:00,3352.21391,10218.86409,37647.69304,60.01
2022-01-02T10:00+01:00,3340.357214,10235.63383,41733.67071,70.09
2022-01-02T11:00+01:00,3364.185381,10097.04442,45465.07822,66.26
2022-01-02T12:00+01:00,3358.31442,10196.13015,47627.62189,64.54
2022-01-02T13:00+01:00,3348.848026,10177.90432,47218.71413,46.96
2022-01-02T14:00+01:00,3346.238155,10119.38431,46949.92907,40.01
2022-01-02T15:00+01:00,3343.23406,10177.9253,46613.68929,29.11
2022-01-02T16:00+01:00,3338.408544,10226.65851,46990.98779,32.76
2022-01-02T17:00+01:00,3338.735401,10439.57801,48220.73378,42.97
2022-01-02T18:00+01:00,3322.232836,10450.11785,48798.49111,60.96
2022-01-02T19:00+01:00,3318.115928,10325.99531,47824.52424,60.94
2022-01-02T20:00+01:00,3316.536532,10314.41339,46990.48304,54.12
2022-01-02T21:00+01:00,3300.288467,10064.48867,45259.50395,46.16
2022-01-02T22:00+01:00,3349.282172,10114.42352,42660.03911,46.29
2022-01-02T23:00+01:00,3341.916649,9962.805008,41791.32462,32.93
2022-01-03T00:00+01:00,3332.714735,10237.09717,40827.29623,0.31
2022-01-03T01:00+01:00,3272.163744,10418.07656,38728.41275,-0.01
2022-01-03T02:00+01:00,3140.120768,10294.66228,38172.50051,-0.07
2022-01-03T03:00+01:00,3095.830318,10336.30154,37364.32615,-1.05
2022-01-03T04:00+01:00,3116.357473,10484.30401,38984.48387,-1
2022-01-03T05:00+01:00,3325.458996,11016.74782,42975.20403,0.32
2022-01-03T06:00+01:00,3324.296281,12461.05676,48042.30131,37.55
2022-01-03T07:00+01:00,3330.064943,14413.53703,49579.47309,88.76
2022-01-03T08:00+01:00,3335.531698,16856.38204,48915.58519,122.93
2022-01-03T09:00+01:00,3339.86568,18262.89854,49840.21731,110.17
2022-01-03T10:00+01:00,3344.643789,18993.85799,51823.39446,93.38
2022-01-03T11:00+01:00,3492.720253,18904.89116,53938.53998,90.73
2022-01-03T12:00+01:00,3910.791058,18794.24991,54090.69147,82.37
2022-01-03T13:00+01:00,4032.379582,19030.42225,52141.4304,80.9
2022-01-03T14:00+01:00,4038.864337,19542.43288,49621.57724,80.99
2022-01-03T15:00+01:00,4037.105294,20776.63268,46154.13892,98.05
2022-01-03T16:00+01:00,4039.782532,21998.73425,44849.2731,123.51
2022-01-03T17:00+01:00,4041.853462,22540.89022,44293.90255,148.49
2022-01-03T18:00+01:00,4041.880908,22754.04848,44362.01161,138
2022-01-03T19:00+01:00,4046.374576,22729.70739,42859.3415,117.64
2022-01-03T20:00+01:00,4047.085678,22856.90751,40563.25251,117.71
2022-01-03T21:00+01:00,4048.380633,22819.02557,38856.08385,95.95
2022-01-03T22:00+01:00,4053.720139,22698.80574,36618.91614,105.68
2022-01-03T23:00+01:00,4057.954317,22411.55432,34556.13423,95.26
2022-01-04T00:00+01:00,4054.358883,22800.54048,33040.6718,103.7
2022-01-04T01:00+01:00,4056.908872,22435.74867,31591.13847,108.27
2022-01-04T02:00+01:00,4058.792669,21461.37704,29401.72261,105.92
2022-01-04T03:00+01:00,4058.909939,21896.90892,27680.21235,103.41
2022-01-04T04:00+01:00,4058.630488,23440.38902,25488.43178,102.71
2022-01-04T05:00+01:00,4055.314505,25277.95393,24225.2316,114.23
2022-01-04T06:00+01:00,4053.775031,28887.4341,23952.10728,156.91
2022-01-04T07:00+01:00,4053.757565,31574.58176,23723.67303,182.64
2022-01-04T08:00+01:00,4056.010637,33245.21269,23112.13531,178.91
2022-01-04T09:00+01:00,4057.699817,34252.13219,22538.51094,190
2022-01-04T10:00+01:00,4056.804078,34568.61936,23990.39112,189.88
2022-01-04T11:00+01:00,4055.334466,34824.13618,24966.10003,182.42
2022-01-04T12:00+01:00,4044.460837,34970.18071,26555.42258,182.46
2022-01-04T13:00+01:00,4042.215251,34883.42974,27559.53548,179.59
2022-01-04T14:00+01:00,4040.788056,34424.41627,27055.00551,179
2022-01-04T15:00+01:00,4048.373148,34357.56786,27312.28525,180.93
2022-01-04T16:00+01:00,4054.905309,34457.99801,27748.46964,166.69
2022-01-04T17:00+01:00,4056.48221,34753.19053,28555.30054,189.88
2022-01-04T18:00+01:00,4057.712292,34587.06643,28603.53064,184.94
2022-01-04T19:00+01:00,4066.547427,34101.39727,29131.76917,178.99
2022-01-04T20:00+01:00,4072.328565,32770.92244,29210.01755,156.12
2022-01-04T21:00+01:00,4079.33729,31254.04824,28914.9303,140.92
2022-01-04T22:00+01:00,4081.685175,30749.58909,28737.07651,137.92
2022-01-04T23:00+01:00,4079.364736,29492.32487,29222.87794,97.56
2022-01-05T00:00+01:00,4081.081362,26290.11654,30029.21749,105.31
2022-01-05T01:00+01:00,4086.121456,24634.10928,31575.48231,97.29
2022-01-05T02:00+01:00,4087.855548,23018.58099,33634.93955,84.5
2022-01-05T03:00+01:00,4089.988855,21427.37279,35697.87775,75.38
2022-01-05T04:00+01:00,4090.258325,22127.26978,36962.04097,79.11
2022-01-05T05:00+01:00,4087.296646,24067.73576,38737.95513,94.79
2022-01-05T06:00+01:00,4074.337117,25674.56905,41166.27545,99.16
2022-01-05T07:00+01:00,4073.23678,27021.2513,43065.53914,101.15
2022-01-05T08:00+01:00,4079.284893,26665.46316,44753.01103,129.56
2022-01-05T09:00+01:00,4080.410181,25986.5144,47160.51949,113.37
2022-01-05T10:00+01:00,4076.430503,25482.92395,51051.76156,94.43
2022-01-05T11:00+01:00,4080.734544,25355.52094,54228.89788,98.1
2022-01-05T12:00+01:00,4082.051954,24327.70979,55851.94796,95.68
2022-01-05T13:00+01:00,4079.187584,23761.68497,55346.80764,96.8
2022-01-05T14:00+01:00,4077.910095,24581.41533,52652.96703,107.32
2022-01-05T15:00+01:00,4078.631178,25527.74609,49304.09553,119.48
2022-01-05T16:00+01:00,4077.298796,26527.34602,46861.60071,137.28
2022-01-05T17:00+01:00,4078.578781,27035.86114,45184.25787,148.09
2022-01-05T18:00+01:00,4079.4845,27060.44304,44679.72575,139.88
2022-01-05T19:00+01:00,4083.331938,26556.59695,43923.47451,135.75
2022-01-05T20:00+01:00,4084.319996,25018.98608,42207.61271,119.93
2022-01-05T21:00+01:00,4084.562021,24183.24808,40201.64135,98.09
2022-01-05T22:00+01:00,4088.42942,24399.59992,38483.91398,118.71
2022-01-05T23:00+01:00,4091.638113,23282.1323,37257.66947,99.68
2022-01-06T00:00+01:00,4087.897964,22062.61147,35781.08169,99.85
