Day,Day Ahead Auction (volume weighted) (DE-LU)
28.03.2021,11.7822
29.03.2021,39.5138
30.03.2021,55.0867
31.03.2021,58.1623
01.04.2021,51.4652
02.04.2021,32.6205
03.04.2021,38.8437
04.04.2021,26.3488
05.04.2021,-18.4383
06.04.2021,34.2198
07.04.2021,50.4333
08.04.2021,57.7684
09.04.2021,53.2834
10.04.2021,58.8683
11.04.2021,48.1378
12.04.2021,63.1814
13.04.2021,56.8142
14.04.2021,69.4112
15.04.2021,66.578
16.04.2021,63.1115
17.04.2021,61.038
18.04.2021,61.9894
19.04.2021,76.2399
20.04.2021,74.9699
21.04.2021,58.8271
22.04.2021,41.3734
23.04.2021,59.9
24.04.2021,50.3498
25.04.2021,31.9809
26.04.2021,60.7267
27.04.2021,58.1466
28.04.2021,61.0258
29.04.2021,59.035
30.04.2021,69.1739
01.05.2021,56.1346
02.05.2021,40.3857
03.05.2021,62.3148
04.05.2021,30.029
05.05.2021,29.3264
06.05.2021,65.0589
07.05.2021,70.6951
08.05.2021,49.0625
09.05.2021,-2.3504
10.05.2021,57.2754
11.05.2021,72.3847
12.05.2021,68.8657
13.05.2021,61.7272
14.05.2021,71.2919
15.05.2021,59.4365
16.05.2021,38.0837
17.05.2021,74.3666
18.05.2021,74.3801
19.05.2021,78.0224
20.05.2021,69.434
21.05.2021,30.9512
22.05.2021,-12.8451
23.05.2021,17.6503
24.05.2021,28.8687
25.05.2021,58.9193
26.05.2021,65.7931
27.05.2021,72.0085
28.05.2021,73.4572
29.05.2021,53.1644
30.05.2021,30.7692
31.05.2021,66.8465
01.06.2021,67.4981
02.06.2021,65.7066
03.06.2021,60.7543
04.06.2021,71.7716
05.06.2021,62.0019
06.06.2021,58.9174
07.06.2021,78.3379
08.06.2021,76.8554
09.06.2021,76.6021
10.06.2021,78.4503
11.06.2021,77.4539
12.06.2021,32.8269
13.06.2021,12.5718
14.06.2021,71.9413
15.06.2021,82.0732
16.06.2021,84.9245
17.06.2021,76.2365
18.06.2021,79.5857
19.06.2021,67.3098
20.06.2021,55.5031
21.06.2021,78.0833
22.06.2021,85.2016
23.06.2021,93.5354
24.06.2021,95.713
25.06.2021,89.7862
26.06.2021,78.0755
27.06.2021,60.1798
28.06.2021,88.7174
29.06.2021,92.3845
30.06.2021,93.1866
01.07.2021,90.3285
02.07.2021,96.7752
03.07.2021,81.2404
04.07.2021,81.6671
05.07.2021,94.7886
06.07.2021,79.4637
07.07.2021,99.8004
08.07.2021,110.5911
09.07.2021,92.044
10.07.2021,78.6048
11.07.2021,76.213
12.07.2021,94.0147
13.07.2021,95.938
14.07.2021,87.9858
15.07.2021,90.4031
16.07.2021,84.9512
17.07.2021,60.043
18.07.2021,40.1807
19.07.2021,89.6961
20.07.2021,91.1784
21.07.2021,90.1033
22.07.2021,87.1566
23.07.2021,88.428
24.07.2021,75.1134
25.07.2021,59.0139
26.07.2021,88.8124
27.07.2021,87.287
28.07.2021,78.8121
29.07.2021,41.9843
30.07.2021,62.9468
31.07.2021,24.2266
01.08.2021,58.1801
02.08.2021,79.8546
03.08.2021,96.9687
04.08.2021,99.2384
05.08.2021,95.2108
06.08.2021,71.6044
07.08.2021,61.0892
08.08.2021,0.7869
09.08.2021,66.7123
10.08.2021,90.9637
11.08.2021,99.7372
12.08.2021,106.284
13.08.2021,93.6674
14.08.2021,58.6889
15.08.2021,58.5674
16.08.2021,66.5364
17.08.2021,56.1529
18.08.2021,79.448
19.08.2021,92.4142
20.08.2021,101.9538
21.08.2021,89.624
22.08.2021,77.7206
23.08.2021,94.8588
24.08.2021,95.4242
25.08.2021,83.2241
26.08.2021,93.6694
27.08.2021,96.3117
28.08.2021,84.6248
29.08.2021,80.654
30.08.2021,108.0284
31.08.2021,110.7866
01.09.2021,111.7772
02.09.2021,117.6049
03.09.2021,108.2904
04.09.2021,103.643
05.09.2021,93.5645
06.09.2021,126.6795
07.09.2021,127.4518
08.09.2021,123.6273
09.09.2021,130.1895
10.09.2021,139.1585
11.09.2021,127.8945
12.09.2021,103.4587
13.09.2021,140.8776
14.09.2021,142.9447
15.09.2021,170.7981
16.09.2021,159.2689
17.09.2021,157.9365
18.09.2021,131.2023
19.09.2021,91.9388
20.09.2021,153.817
21.09.2021,150.8012
22.09.2021,148.6489
23.09.2021,69.2789
24.09.2021,110.1415
25.09.2021,124.1348
26.09.2021,122.8932
27.09.2021,145.431
28.09.2021,157.1418
29.09.2021,135.3676
30.09.2021,112.6101
01.10.2021,97.2493
02.10.2021,103.0274
03.10.2021,34.2442
04.10.2021,162.4668
05.10.2021,163.5865
06.10.2021,188.4545
07.10.2021,305.2383
08.10.2021,205.4371
09.10.2021,132.1391
10.10.2021,139.4597
11.10.2021,167.8304
12.10.2021,170.0921
13.10.2021,190.3101
14.10.2021,171.3286
15.10.2021,114.9109
16.10.2021,152.1404
17.10.2021,140.7779
18.10.2021,191.9382
19.10.2021,157.155
20.10.2021,61.5935
21.10.2021,62.0061
22.10.2021,70.6167
23.10.2021,139.2027
24.10.2021,96.6397
25.10.2021,175.1385
26.10.2021,180.498
27.10.2021,146.1191
28.10.2021,155.3614
29.10.2021,114.3226
30.10.2021,84.4624
31.10.2021,61.4533
01.11.2021,95.602
02.11.2021,211.6201
03.11.2021,197.6099
04.11.2021,175.1516
05.11.2021,164.2648
06.11.2021,76.2875
07.11.2021,32.9501
08.11.2021,183.7197
09.11.2021,162.4015
10.11.2021,179.1352
11.11.2021,192.4712
12.11.2021,169.3302
13.11.2021,157.4961
14.11.2021,169.2833
15.11.2021,232.3397
16.11.2021,241.3206
17.11.2021,182.3281
18.11.2021,143.2025
19.11.2021,135.9432
20.11.2021,111.2751
21.11.2021,145.2327
22.11.2021,233.3535
23.11.2021,246.7555
24.11.2021,276.0788
25.11.2021,247.4707
26.11.2021,189.7762
27.11.2021,203.0418
28.11.2021,200.9507
29.11.2021,267.0422
30.11.2021,123.2397
01.12.2021,90.5018
02.12.2021,195.056
03.12.2021,151.4486
04.12.2021,195.9196
05.12.2021,155.1069
06.12.2021,271.2812
07.12.2021,217.1483
08.12.2021,187.1762
09.12.2021,281.3442
10.12.2021,244.3079
11.12.2021,237.456
12.12.2021,180.4672
13.12.2021,269.5875
14.12.2021,301.8951
15.12.2021,302.0094
16.12.2021,354.1245
17.12.2021,344.8182
18.12.2021,257.091
19.12.2021,113.3019
20.12.2021,338.0881
21.12.2021,440.1341
22.12.2021,420.2154
23.12.2021,300.5923
24.12.2021,194.6518
25.12.2021,196.8527
26.12.2021,172.7935
27.12.2021,149.2978
28.12.2021,104.99
29.12.2021,157.4555
30.12.2021,73.7615
31.12.2021,13.0482
