Day,Day Ahead Auction (volume weighted) (DE-AT-LU)
29.06.2012,47.8369
30.06.2012,37.1717
01.07.2012,24.9328
02.07.2012,46.2431
03.07.2012,50.7587
04.07.2012,48.767
05.07.2012,48.185
06.07.2012,49.9239
07.07.2012,39.997
08.07.2012,24.3982
09.07.2012,42.1846
10.07.2012,48.6304
11.07.2012,46.1808
12.07.2012,40.1465
13.07.2012,47.2033
14.07.2012,30.9487
15.07.2012,25.9977
16.07.2012,40.0067
17.07.2012,45.452
18.07.2012,44.6976
19.07.2012,40.6476
20.07.2012,46.195
21.07.2012,38.5109
22.07.2012,27.7144
23.07.2012,43.6976
24.07.2012,46.4371
25.07.2012,50.3846
26.07.2012,50.2528
27.07.2012,49.5439
28.07.2012,38.6415
29.07.2012,30.4093
30.07.2012,41.2736
31.07.2012,45.5531
01.08.2012,42.3433
02.08.2012,43.3772
03.08.2012,47.4843
04.08.2012,40.3371
05.08.2012,35.8124
06.08.2012,44.8566
07.08.2012,38.8501
08.08.2012,45.2455
09.08.2012,48.0182
10.08.2012,45.5241
11.08.2012,41.1323
12.08.2012,25.5525
13.08.2012,46.1987
14.08.2012,48.2706
15.08.2012,41.494
16.08.2012,52.2249
17.08.2012,52.7692
18.08.2012,40.0317
19.08.2012,36.0793
20.08.2012,50.891
21.08.2012,62.5236
22.08.2012,49.7657
23.08.2012,54.2584
24.08.2012,52.3365
25.08.2012,42.8194
26.08.2012,23.9699
27.08.2012,47.6181
28.08.2012,49.817
29.08.2012,53.2143
30.08.2012,53.4239
31.08.2012,50.6521
01.09.2012,44.0908
02.09.2012,34.2603
03.09.2012,52.0208
04.09.2012,49.6137
05.09.2012,50.686
06.09.2012,50.4434
07.09.2012,45.3341
08.09.2012,47.036
09.09.2012,37.9683
10.09.2012,51.8301
11.09.2012,54.3275
12.09.2012,56.6077
13.09.2012,53.5101
14.09.2012,32.2514
15.09.2012,38.2687
16.09.2012,33.1076
17.09.2012,50.8774
18.09.2012,54.0341
19.09.2012,52.1039
20.09.2012,50.4494
21.09.2012,49.1933
22.09.2012,38.2789
23.09.2012,33.0852
24.09.2012,41.3126
25.09.2012,45.199
26.09.2012,50.9084
27.09.2012,49.1198
28.09.2012,43.7584
29.09.2012,34.9381
30.09.2012,27.4243
01.10.2012,51.7045
02.10.2012,48.3499
03.10.2012,29.4122
04.10.2012,49.2782
05.10.2012,40.651
06.10.2012,39.0138
07.10.2012,33.1603
08.10.2012,41.2997
09.10.2012,45.091
10.10.2012,52.5661
11.10.2012,53.7348
12.10.2012,48.1634
13.10.2012,36.8178
14.10.2012,30.2822
15.10.2012,45.1553
16.10.2012,43.1531
17.10.2012,42.9295
18.10.2012,41.596
19.10.2012,45.0022
20.10.2012,38.0233
21.10.2012,37.4078
22.10.2012,50.1832
23.10.2012,52.0774
24.10.2012,56.0273
25.10.2012,51.6538
26.10.2012,52.418
27.10.2012,39.9638
28.10.2012,37.3812
29.10.2012,43.8257
30.10.2012,56.8164
31.10.2012,49.0183
01.11.2012,33.589
02.11.2012,35.2603
03.11.2012,35.4028
04.11.2012,28.1837
05.11.2012,44.7269
06.11.2012,44.3786
07.11.2012,37.003
08.11.2012,40.465
09.11.2012,51.5123
10.11.2012,39.7797
11.11.2012,34.7427
12.11.2012,53.3219
13.11.2012,52.6908
14.11.2012,51.6259
15.11.2012,56.2586
16.11.2012,52.8167
17.11.2012,41.0401
18.11.2012,42.9662
19.11.2012,55.3989
20.11.2012,52.9998
21.11.2012,51.5198
22.11.2012,49.5341
23.11.2012,48.2728
24.11.2012,41.7372
25.11.2012,19.9832
26.11.2012,44.7696
27.11.2012,56.236
28.11.2012,53.8311
29.11.2012,54.1676
30.11.2012,58.0404
01.12.2012,46.1583
02.12.2012,40.9769
03.12.2012,51.9539
04.12.2012,48.2088
05.12.2012,55.0304
06.12.2012,54.208
07.12.2012,53.6199
08.12.2012,50.5018
09.12.2012,35.0385
10.12.2012,53.9081
11.12.2012,61.3208
12.12.2012,73.0389
13.12.2012,66.3673
14.12.2012,49.3499
15.12.2012,33.4696
16.12.2012,33.2726
17.12.2012,54.3124
18.12.2012,55.6936
19.12.2012,53.7306
20.12.2012,47.9364
21.12.2012,39.1376
22.12.2012,37.5317
23.12.2012,15.9224
24.12.2012,17.0004
25.12.2012,-53.6287
26.12.2012,-43.7047
27.12.2012,18.4885
28.12.2012,31.5036
29.12.2012,16.6705
30.12.2012,10.6957
31.12.2012,9.2848
