Day,Day Ahead Auction (volume weighted) (DE-LU)
08.04.2019,44.4972
09.04.2019,42.1482
10.04.2019,42.7652
11.04.2019,44.6351
12.04.2019,45.1202
13.04.2019,41.2639
14.04.2019,37.2902
15.04.2019,41.2092
16.04.2019,41.2125
17.04.2019,40.387
18.04.2019,40.0159
19.04.2019,31.8976
20.04.2019,33.1399
21.04.2019,29.5273
22.04.2019,-20.6034
23.04.2019,13.4527
24.04.2019,34.7644
25.04.2019,39.1738
26.04.2019,44.0644
27.04.2019,31.8367
28.04.2019,34.7779
29.04.2019,43.637
30.04.2019,42.9273
01.05.2019,22.8451
02.05.2019,37.7886
03.05.2019,40.7829
04.05.2019,39.3875
05.05.2019,29.7536
06.05.2019,44.3045
07.05.2019,51.0018
08.05.2019,39.471
09.05.2019,45.8561
10.05.2019,44.5413
11.05.2019,37.5304
12.05.2019,16.6174
13.05.2019,38.9814
14.05.2019,40.7944
15.05.2019,40.9665
16.05.2019,39.9595
17.05.2019,43.1934
18.05.2019,36.7337
19.05.2019,34.7364
20.05.2019,47.1735
21.05.2019,43.9506
22.05.2019,40.1388
23.05.2019,40.4704
24.05.2019,40.332
25.05.2019,36.3945
26.05.2019,19.412
27.05.2019,35.7255
28.05.2019,44.16
29.05.2019,42.2082
30.05.2019,13.5565
31.05.2019,35.8229
01.06.2019,29.2927
02.06.2019,18.8163
03.06.2019,37.1837
04.06.2019,39.2276
05.06.2019,38.3569
06.06.2019,36.3877
07.06.2019,37.1906
08.06.2019,-44.9013
09.06.2019,21.2387
10.06.2019,31.0916
11.06.2019,45.9663
12.06.2019,44.3964
13.06.2019,37.8167
14.06.2019,41.5866
15.06.2019,30.0093
16.06.2019,30.7813
17.06.2019,41.6042
18.06.2019,42.3336
19.06.2019,41.3004
20.06.2019,36.2998
21.06.2019,38.4477
22.06.2019,31.4879
23.06.2019,18.9068
24.06.2019,34.3225
25.06.2019,40.6985
26.06.2019,38.4641
27.06.2019,35.3252
28.06.2019,43.3669
29.06.2019,32.4694
30.06.2019,11.5198
01.07.2019,32.7864
02.07.2019,33.0136
03.07.2019,34.5345
04.07.2019,33.7398
05.07.2019,35.2625
06.07.2019,29.4384
07.07.2019,23.8714
08.07.2019,35.8564
09.07.2019,37.5981
10.07.2019,41.5866
11.07.2019,46.5806
12.07.2019,45.5792
13.07.2019,37.0835
14.07.2019,35.3999
15.07.2019,41.7484
16.07.2019,43.0063
17.07.2019,46.1948
18.07.2019,43.9492
19.07.2019,44.9553
20.07.2019,34.5367
21.07.2019,29.5499
22.07.2019,42.7473
23.07.2019,46.4833
24.07.2019,50.7424
25.07.2019,50.4648
26.07.2019,44.5744
27.07.2019,36.0325
28.07.2019,31.7668
29.07.2019,46.3893
30.07.2019,44.7944
31.07.2019,49.262
01.08.2019,44.544
02.08.2019,43.9438
03.08.2019,36.0385
04.08.2019,34.2501
05.08.2019,47.1602
06.08.2019,42.2507
07.08.2019,41.2347
08.08.2019,34.1268
09.08.2019,38.9005
10.08.2019,9.2799
11.08.2019,11.3268
12.08.2019,41.1935
13.08.2019,37.4586
14.08.2019,38.6077
15.08.2019,30.4057
16.08.2019,35.8179
17.08.2019,25.9093
18.08.2019,26.5332
19.08.2019,33.9575
20.08.2019,40.1641
21.08.2019,41.3808
22.08.2019,35.7861
23.08.2019,36.9529
24.08.2019,31.5761
25.08.2019,29.745
26.08.2019,45.9241
27.08.2019,46.8744
28.08.2019,51.4906
29.08.2019,44.7302
30.08.2019,40.9989
31.08.2019,33.3495
01.09.2019,29.966
02.09.2019,39.659
03.09.2019,35.3119
04.09.2019,33.9496
05.09.2019,31.5813
06.09.2019,32.5386
07.09.2019,36.0679
08.09.2019,36.7899
09.09.2019,46.015
10.09.2019,36.6435
11.09.2019,33.8122
12.09.2019,38.1049
13.09.2019,39.5696
14.09.2019,35.7807
15.09.2019,20.3827
16.09.2019,48.3426
17.09.2019,33.3061
18.09.2019,35.832
19.09.2019,43.6756
20.09.2019,42.6952
21.09.2019,33.9682
22.09.2019,29.2181
23.09.2019,45.159
24.09.2019,47.9987
25.09.2019,47.5186
26.09.2019,42.0362
27.09.2019,38.7423
28.09.2019,23.3565
29.09.2019,10.6205
30.09.2019,20.0662
01.10.2019,42.6472
02.10.2019,41.0585
03.10.2019,40.4199
04.10.2019,43.7731
05.10.2019,36.3502
06.10.2019,32.0281
07.10.2019,45.2167
08.10.2019,34.8474
09.10.2019,34.9687
10.10.2019,29.7111
11.10.2019,25.776
12.10.2019,17.9549
13.10.2019,21.365
14.10.2019,35.3061
15.10.2019,44.2637
16.10.2019,39.4358
17.10.2019,43.7289
18.10.2019,35.4174
19.10.2019,32.9157
20.10.2019,34.5528
21.10.2019,44.2107
22.10.2019,47.3776
23.10.2019,44.0088
24.10.2019,38.6909
25.10.2019,35.8471
26.10.2019,19.6378
27.10.2019,18.9687
28.10.2019,42.3517
29.10.2019,48.6178
30.10.2019,48.5831
31.10.2019,42.9442
01.11.2019,32.3931
02.11.2019,27.335
03.11.2019,25.4503
04.11.2019,38.8695
05.11.2019,43.0875
06.11.2019,52.2698
07.11.2019,42.8626
08.11.2019,47.5767
09.11.2019,41.5311
10.11.2019,40.4662
11.11.2019,41.0683
12.11.2019,42.2455
13.11.2019,47.7334
14.11.2019,45.6005
15.11.2019,37.6988
16.11.2019,38.0355
17.11.2019,36.75
18.11.2019,41.3601
19.11.2019,46.3489
20.11.2019,53.7071
21.11.2019,50.5265
22.11.2019,43.9575
23.11.2019,30.4858
24.11.2019,32.1121
25.11.2019,51.9558
26.11.2019,47.7964
27.11.2019,39.4632
28.11.2019,30.3791
29.11.2019,38.9525
30.11.2019,41.8122
01.12.2019,42.3255
02.12.2019,46.1842
03.12.2019,51.5236
04.12.2019,47.763
05.12.2019,42.1298
06.12.2019,31.1138
07.12.2019,24.0542
08.12.2019,-16.6865
09.12.2019,22.5247
10.12.2019,40.1674
11.12.2019,37.7858
12.12.2019,44.7595
13.12.2019,36.2681
14.12.2019,22.8231
15.12.2019,11.5829
16.12.2019,40.9565
17.12.2019,36.8354
18.12.2019,40.2388
19.12.2019,34.9139
20.12.2019,29.462
21.12.2019,27.7166
22.12.2019,25.6539
23.12.2019,24.4689
24.12.2019,19.6492
25.12.2019,27.0655
26.12.2019,33.7817
27.12.2019,38.1859
28.12.2019,34.4174
29.12.2019,30.1673
30.12.2019,26.0845
31.12.2019,32.4056
