Day,Day Ahead Auction (volume weighted) (DE-LU)
27.03.2023,91.1252
28.03.2023,113.5958
29.03.2023,117.6388
30.03.2023,79.612
31.03.2023,99.0417
01.04.2023,55.3339
02.04.2023,64.7719
03.04.2023,112.0682
04.04.2023,132.3377
05.04.2023,140.1929
06.04.2023,123.6325
07.04.2023,107.1823
08.04.2023,116.2301
09.04.2023,101.1318
10.04.2023,31.2307
11.04.2023,58.9752
12.04.2023,108.8705
13.04.2023,109.6376
14.04.2023,128.8674
15.04.2023,105.515
16.04.2023,110.0058
17.04.2023,124.7667
18.04.2023,107.7945
19.04.2023,81.7182
20.04.2023,111.6337
21.04.2023,81.4367
22.04.2023,77.7306
23.04.2023,82.0419
24.04.2023,105.3533
25.04.2023,99.7715
26.04.2023,110.9407
27.04.2023,111.5421
28.04.2023,106.0671
29.04.2023,99.1176
30.04.2023,59.9767
01.05.2023,83.4139
02.05.2023,106.597
03.05.2023,105.5842
04.05.2023,94.827
05.05.2023,95.3451
06.05.2023,87.1936
07.05.2023,59.7424
08.05.2023,95.8531
09.05.2023,93.3874
10.05.2023,108.6294
11.05.2023,117.2831
12.05.2023,99.8412
13.05.2023,73.1138
14.05.2023,66.4561
15.05.2023,113.0007
16.05.2023,77.6546
17.05.2023,74.2441
18.05.2023,81.9873
19.05.2023,84.6524
20.05.2023,41.5189
21.05.2023,21.131
22.05.2023,96.2933
23.05.2023,69.7256
24.05.2023,101.7604
25.05.2023,76.1655
26.05.2023,65.1513
27.05.2023,54.9351
28.05.2023,11.0083
29.05.2023,5.0664
30.05.2023,86.9699
31.05.2023,66.9067
01.06.2023,68.9179
02.06.2023,78.6303
03.06.2023,48.9275
04.06.2023,39.2142
05.06.2023,89.9075
06.06.2023,97.3779
07.06.2023,99.6867
08.06.2023,82.5871
09.06.2023,84.8914
10.06.2023,46.4726
11.06.2023,31.1042
12.06.2023,94.6176
13.06.2023,86.9659
14.06.2023,101.1762
15.06.2023,118.8197
16.06.2023,126.322
17.06.2023,99.6499
18.06.2023,86.9165
19.06.2023,116.0503
20.06.2023,119.9056
21.06.2023,122.3444
22.06.2023,125.1969
23.06.2023,105.7295
24.06.2023,74.7959
25.06.2023,65.6278
26.06.2023,95.0538
27.06.2023,100.3916
28.06.2023,113.0094
29.06.2023,117.6897
30.06.2023,109.4674
01.07.2023,63.0284
02.07.2023,-80.7445
03.07.2023,50.0247
04.07.2023,81.0675
05.07.2023,60.1919
06.07.2023,106.5342
07.07.2023,99.6649
08.07.2023,75.5907
09.07.2023,82.6016
10.07.2023,113.2327
11.07.2023,102.8613
12.07.2023,83.2786
13.07.2023,95.6229
14.07.2023,95.3306
15.07.2023,30.1115
16.07.2023,5.2348
17.07.2023,75.5934
18.07.2023,105.878
19.07.2023,94.9925
20.07.2023,95.125
21.07.2023,103.5995
22.07.2023,73.5703
23.07.2023,27.8435
24.07.2023,90.4888
25.07.2023,104.5512
26.07.2023,94.6613
27.07.2023,93.8056
28.07.2023,95.2878
29.07.2023,74.7965
30.07.2023,24.647
31.07.2023,71.8519
01.08.2023,79.1671
02.08.2023,66.5407
03.08.2023,44.3921
04.08.2023,98.2384
05.08.2023,89.1619
06.08.2023,56.3358
07.08.2023,17.9698
08.08.2023,9.3272
09.08.2023,87.0613
10.08.2023,99.6778
11.08.2023,96.3161
12.08.2023,77.3757
13.08.2023,62.8665
14.08.2023,101.4694
15.08.2023,90.2925
16.08.2023,109.8471
17.08.2023,110.5901
18.08.2023,107.4344
19.08.2023,81.3528
20.08.2023,85.0566
21.08.2023,120.4836
22.08.2023,121.7813
23.08.2023,145.7442
24.08.2023,145.6857
25.08.2023,116.7334
26.08.2023,94.3029
27.08.2023,101.4088
28.08.2023,120.1895
29.08.2023,123.9537
30.08.2023,114.9524
31.08.2023,103.8766
01.09.2023,107.9289
02.09.2023,93.5466
03.09.2023,77.4538
04.09.2023,106.9381
05.09.2023,102.5197
06.09.2023,104.3851
07.09.2023,98.8875
08.09.2023,106.4085
09.09.2023,87.0988
10.09.2023,78.8704
11.09.2023,152.0141
12.09.2023,132.0029
13.09.2023,109.579
14.09.2023,120.0532
15.09.2023,105.9236
16.09.2023,92.9
17.09.2023,82.3301
18.09.2023,93.6457
19.09.2023,36.7592
20.09.2023,48.8111
21.09.2023,104.2646
22.09.2023,103.1476
23.09.2023,98.6798
24.09.2023,64.2401
25.09.2023,108.7941
26.09.2023,129.0415
27.09.2023,125.5447
28.09.2023,113.8254
29.09.2023,104.1896
30.09.2023,89.0989
01.10.2023,69.5494
02.10.2023,118.8771
03.10.2023,19.53
04.10.2023,71.4774
05.10.2023,102.3543
06.10.2023,69.5452
07.10.2023,44.3749
08.10.2023,90.7697
09.10.2023,117.4943
10.10.2023,113.2751
11.10.2023,58.2107
12.10.2023,124.3203
13.10.2023,66.1213
14.10.2023,25.1812
15.10.2023,38.8204
16.10.2023,135.3041
17.10.2023,130.345
18.10.2023,97.1479
19.10.2023,95.4891
20.10.2023,88.6827
21.10.2023,53.6119
22.10.2023,64.3536
23.10.2023,126.1346
24.10.2023,119.284
25.10.2023,125.7105
26.10.2023,123.1767
27.10.2023,119.4208
28.10.2023,82.9211
29.10.2023,23.4354
30.10.2023,94.1113
31.10.2023,105.5067
01.11.2023,63.0828
02.11.2023,62.0576
03.11.2023,58.8897
04.11.2023,24.9843
05.11.2023,31.344
06.11.2023,75.1183
07.11.2023,101.8214
08.11.2023,90.9462
09.11.2023,98.6968
10.11.2023,94.9314
11.11.2023,97.0169
12.11.2023,97.8076
13.11.2023,95.3484
14.11.2023,67.3773
15.11.2023,103.5676
16.11.2023,120.1072
17.11.2023,122.7316
18.11.2023,91.26
19.11.2023,39.2837
20.11.2023,107.275
21.11.2023,125.4486
22.11.2023,110.9697
23.11.2023,63.3886
24.11.2023,66.6067
25.11.2023,94.5538
26.11.2023,117.0195
27.11.2023,117.2162
28.11.2023,125.8408
29.11.2023,144.3
30.11.2023,173.7669
01.12.2023,159.6333
02.12.2023,117.0337
03.12.2023,105.0145
04.12.2023,113.6147
05.12.2023,116.0451
06.12.2023,132.3459
07.12.2023,118.495
08.12.2023,105.3047
09.12.2023,78.5764
10.12.2023,55.8657
11.12.2023,79.8135
12.12.2023,108.1965
13.12.2023,94.1134
14.12.2023,109.1619
15.12.2023,94.1594
16.12.2023,70.8366
17.12.2023,50.7679
18.12.2023,79.2492
19.12.2023,77.2667
20.12.2023,62.6595
21.12.2023,25.9077
22.12.2023,23.6882
23.12.2023,31.524
24.12.2023,-3.4096
25.12.2023,0.4145
26.12.2023,16.0565
27.12.2023,62.4263
28.12.2023,17.4002
29.12.2023,6.3744
30.12.2023,34.621
31.12.2023,10.041
